ID,Reviewer,Rating,Review Time,Review Content,Owner Response
23,Jordan Kadanoff,5,2021-07-06,"Very nice library building, not allowed to stay past a certain time unless you are a student at Concordia (for study time reasons). Very comfy seating almost anywhere you want to have a group meeting you can. Not too much security or patrols. Private areas on every floor. Couches, seats, benches, huddle bubbles, colourful place, with fantastic lighting. Haven't been in a while though. Not sure if it is open to the public in these times so I'd call ahead.",None
24,Kai Sun Chan,4,2022-11-08,Concordia University is one of the four universities in Montreal. It is an English language institution of higher learning. It is one of the youngest universities in Canada. The commerce and engineering programs are one of the best in Canada.,None
25,Perry,2,2021-07-06,"I was graduated last year in Concordia in the program of master of Building engineering. I passed 11 main courses. I only had one or two professor whom you could call them professor. The rest were awfully ineligible of teaching as a master professor. This department had a many issues and nobody was responsive. We had a lot of so called professors who they could not speak English fluently let alone their technical knowledge. We had several issues with professors in terms of materials and gradings. We took some of these issues to the chair and the head of the department but they unprofessionally ignored us by not even responding our emails or by telling us that it is the professor who decides although they had always promised us to help and take part in any concern or issue that we encounter.
I have heard from many people that in the department of engineering you will feel that there are a lot of favoritism acts in selecting the employees and their behaviors against students. I guess that is the major problem, and unfortunately, it is going to ruin the reputation of this department and this university.
I wish I had achieved something out of the 2 year program and the large amount of money I spent on it.",None
26,Ogy Zlatev,1,2022-07-06,"Run, if you can. A lot of ""professors"" are just collecting a paycheck who barely speak English and don't actually know the material thus making a bunch of mistakes and therefore teaching you the wrong thing. Concordia will hire just about anyone. The administrative services are completely mismanaged and outdated. I hate to say this but I am embarrassed to go here and would go elsewhere if my program was offered in English, which is ironic because so many of the professors barely speak it. For 400$/course, or 2000$/course for international students, Concordia University is not in the business of teaching but in the business of spending little and having students return and pay for the class again. It is legal robbery. Very shameful.",None
27,darvid g,5,2023-03-08,Incredible university... I'm special mechanical engineer,None
28,Wil Costigan,2,2020-07-06,"It's a somewhat decent school with some good and some bad professors. Its got a cool campus, and some nice buildings like the EV and MB. Otherwise, here's been my experience:

The school's courses are practically all unavailable (especially if you're trying to fulfill your non-JMSB requirements),

90% of my midterms have been on a Sunday, and overlapping with each other

I have had nothing but problems with the administration, and

In my critical thinking class, I got penalized for not repeating the textbook verbatim...

Do what you will with this information, this is just my experience with the school",None
29,daniel zhang,4,2022-07-06,"Located at the Centre of Montreal, this English speaking university is favorite choice for student who can't make it to McGill university. It has two campus, Sir George Williams Campus and Loyola Campus, students can enjoy clubs, bars, sports, professional networks, and support services to balance your life, work and study.
There's beautiful library downtown people can use their restroom. Lots of students come from other countries, which means they bring funding to the school. It has more than 50,000 students.
They offer room at Campus  and meal plan.
It offers free wifi for  registered students.",None
30,Baby Girl,4,2022-10-09,"its def one of the very best unis in eastern Canada! I heavily recommend it for arts, and social sciences! and the vibez are always great!",None
31,Alex Sylvester,4,2019-07-07,"Overall great institution, easy access, lots of cool places nearby.",None
32,Jessica Clement,1,2021-07-06,"If you're thinking of enrolling in classes here during the pandemic, save your money, time & mental health by just taking a break. I study mechanical engineering here and it seems like very few professors care about the mental state of their students. The workload this semester compared to previous semesters is not manageable and induces high levels of pressure on the students with constant deadlines. You will be constantly working and yet will always be behind somehow! I have no social life this semester whatsoever not because of the pandemic but because I spend my entire days working on those damn lab reports. If you do choose to enrol take as many of Dr. Hany Gomaa's classes, he is truly a remarkable professor.",None
33,Sebastian Snow,1,2021-07-06,A lot of full time students will have to wait an extra year plus to graduate because key credit classes are booked solid for lack of staff. They made false promises to students publicly that staff would be hired and the courses would be made available. 8 months later they've done nothing and countless students are in limbo. The mental anguish of these students is real and Concordia should be held accountable.,None
34,Henry Legros,3,2022-09-09,"I've graduated there in June 2010. It is a good institution, most of the teachers were competent and helpful and the needed resources were readily available. However,  student life was deplorable.",None
35,Sotch,1,2023-01-07,How to lose years of your life learning nothing usefull but still take yourself for someone that accomplished something,None
36,Yash Barot,4,2021-07-06,Nice place can call it actually university. So great faculties who can teach you very well even you can get so many opportunities there which can make your future brighter and better. Reception is very helpful and can find metro station under university building which is the best thing for students and for real time saving.,None
37,A4 Anonymous,1,2022-07-06,"Go elsewhere if you can. Personal learning experience, it is just a third tier institution, avoid if you are accepted elsewhere.

What a biased institution. They let students do pretty much what they want through various organized things, this place will never be held accountable.

If you add the ruling PM's wing to my logo, this is what this institution has became (Jonah Goldberg and Orwellian).

I can't breath.",None
38,Mar Lee,1,2023-02-06,"WOW, such a sad institution...enrollment will be declining considerably...a situation to avoid...no $$$ to be made here...  ...  ...",None
39,Jonathan Az,5,2022-10-09,"Great place. Most of the buildings are new and well equiped.
Easy access with the metro to all the major buildings.",None
40,Shantelle Bron,2,2022-07-06,"I mean it’s been alright but they rly don’t care about students with disabilities.
Also they’re basically like “hey you want ur degree? too bad you have to get COVID-19 too!”",None
41,XuAn Chen,5,2022-07-06,Located in downtown so student life there is quite abundant and convenient. One of the best universities in support of multiculturalism and equality.,None
42,Sim Sim,1,2019-07-07,"Applied to this university for next spring.
It has been more than 3 months now trying to contact one of their professors because i need a supervisor as part of the application. I have sent him several messages but no single reply.I have sent the university an Email more than a week ago but still no response.
I think that no body cares at this university.
This is a joke compared to how universities deal with future students here in the US.
I don’t know if this is how they deal with their future students and how competent they are.
This gave me the idea that if i study here, i will have many problems which are considered easy issues in other colleges.",None
43,Broto Bhattacharjee,5,2022-07-06,Concordia University have multiple campuses. Every floor has its own library and reading and discussion rooms. There are multiple labs on each floor. Definitely a great campus.,None
44,Marie Sonia Albert,1,2021-07-06,"Be careful. I graduated there 26 years ago and now I am unable to retrieve my transcripts or anything just because I can't remember my student ID from back then. I have called, emailed, etc. It is a huge deal as employers ask for that. Considering a Bachelor or other degree is a huge investment, I would't go there. To be dismissed like that is incomprehensible and unacceptable.",None
45,Himanshu Srivastava,5,2022-07-06,One of the top universities in Canada and home to world renowned ivy league John Molson School of Business. Place for smartest minds in the world to collaborate and make the world a better place.,None
46,Waist Training,5,2018-07-07,"Soooo much student services. Many students are not even aware but there is always an office dedicated to your problem. Employees are always super knowledgeable and helpful.
The only negative point is that some teachers here are really useless... but I guess it's the same everywhere.
Also there are a lot of events for students but there is a lack of communication around them, it's hard to know what's going on. The uni is so huge that sometimes you feel a bit lonely and you don't know where to begin to make friends.",None
47,Kittie,5,2022-09-09,Receptionists are terrific! They are friendly and super helpful. Therapist is professional and patient.,None
48,David Michel Donais,1,2016-07-07,"Terrible administration and student services.  Can never get anything done because either the line is busy or you get ping-ponged between 2 offices because no one wants to do their job.  While I had good teachers in maths, those I had in computer science were AWFUL.  Bad teachers and bad programmers that took bad code practices in their examples to whole new levels.  For computer science, in my experience, this is literally the last place you should consider.  The other students were very friendly though so they have that going for them, which is nice.",None
49,Carl Fournier,3,2013-07-08,"I went to Concordia University from 1993 to 2001. I got two degrees: BA (Honours) and MA, both in History. My undergraduate experience was very good as I exposed myself to a general History program in terms of geography and time period. There were certain difficulties that I experienced which I will not go into detail here. Suffice it to say my academic and extra-academic activities were very enjoyable and very memorable.
My graduate experience was fair to good. I had an opportunity to sample the academic life without any pleasures or rewards associated with it. The problem was that the Concordia History Department was in the process of transition, and change is not always smooth or trouble free. In addition it was the free reign of PC in all its ugly and unattractive manifestations. I have to say that I sympathize with the goals and aims of the PC movement: tolerance, inclusion, acceptance of all within the university community. I disagreed and still do with the methodology and underlying assumptions of PC, namely speech and behaviour codes. Moreover I lost my father part way through the research for my MA thesis, which illustrated to me if nothing else the strange new world the PC crowd were trying to create.
It has now been over 11 years since I graduated from Concordia with two degrees in hand and ready to take my leap into the world. It hasn't been entirely successful, but that is more my doing and the state of the world than anything else. I still remember my thesis supervisor, Dr. Frank Chalk, with respect and fondness. Certain other professors touched my life either lightly or heavily, but all of them are remembered one way or another.
I would recommend Concordia to anyone planning to go to university. I would do so with a word of warning: make sure you know what it is you want in university and then just do it! Thanks for your time!",None
50,Narss Al,1,2023-06-06,The worst university in Montréal PERIOD.,None
51,Majid Abdulrahman,5,2013-07-08,My education there has been meaningful and insightful to say the least.  It's life education in every sense.  I've taken courses at other universities but they missed the practicality that I received in Concordia. Most professors had successful businesses...,None
52,s. t.,1,2019-07-07,"this university is becoming increasingly unprofessional. Their faculty staff especially in the Fine Arts of which Ms Duclos is the dean,is so disrespectful to applicants , it's astounding. Art studies used to have a strong ,respectful community, but not anymore. Student counseling in general at Concordia is lacklustre, they seem to not really care about assisting students but more about 'politics' and image.
Some of the staff are evasive/condescending and teachers are disengaged with their pupils . Aside from this their website for admissions is bugged /crashing & poorly designed. But of course if anything goes wrong its your fault.They have a god complex I imagine. When I find something good about it, will add it to this review.",None
53,Jose P,4,2018-07-07,"Great uni! The faculty of urban planning has passionate teachers such as Dr Craig Townsend and Dr Jochen Jaeger who are great in their field. The university also has great facilities (great library and gym) it’s also very well connected with Montreal’s metro and underground city ( very handy when it’s -30C outside)
The negative things of this uni were the lack of student life and social events, but Montreal is an exciting and fun city!",None
54,BROOKE HEALY,4,2022-11-08,Loving it here! Points for professor ferguson but points retracted for my other professor who's name I dare not speak,None
55,Emanuel Frias,4,2022-10-09,"Love the place. Clean rooms. Sadly getting woke, as other infected universities have.",None
56,Simon Jacques,3,2017-07-07,"Let's start by stating that I've been doing my bachelor's degree at Concordia for the past 2 years in Computer Science.

People often say that teachers are crazy but that's going a bit over the limit. Sure not all teachers are great but neither are all students. I've personally met some of my best teachers at Concordia (Aiman Latif Hanna is a good example). Teachers like these compensate for all the bad ones you will meet. Some people also tend to exagerate a teacher's lack of teaching skills simply because they have a hard time with the class and aren't bothered to study. The key to success is not only having a great teacher but also being a great student.

That being said, the reason why I remove 2 stars is because of the shady activities happening behind the scene at Concordia. Bureaucracy there is complete and utter garbage. The information system has been very poorly designed, untested, and clearly overpaid for. Budget cuts for teaching assistants, maintenance of classrooms, and overall cleaning are making the experience miserable, or even unbearable sometimes.

Luckily, the student base at Concordia is awesome.  You get to meet all kinds of people from different corners of the globe, and you get to work with (mostly) dedicated students.

It is expensive but I think that's a standard for every University.

I recommend if for engineering and business degrees in English, especially if you don't like McGill's crowd.",None
57,Luv Cunning,1,2018-07-07,"Teacher Frank Crooks had sexual harassment with his female students at his office  and school couldn't do much about it . Is that hard for them to conduct justice in Quebec? Due to the current sexual harassment storm in other country, justice needs to be seen and young women need to be protected! just want to give new students a warning if you are , unfortunately taking his class.",None
58,Callum Barnes,4,2019-07-07,The downtown campus is close to everything but if you want some peace and quiet I would suggest living at the Loyola campus. It is nice and is only one street away from St.Catherine's St. so that is a plus.,None
59,Yahia Afranji,1,2023-01-07,They will never answer your calls or emails due to the fact they just dont care what you do.,None
60,Hilge Flupp,1,2019-07-07,"Not a student but very disappointed how the student service office is dealing with requests. Im living in the EU and tried to get any kind of helpful answer for an actually urgent matter for weeks now. First didn't get any reply at all, and then got referred to various offices that all do something but not what I need, are expensive, and can only be contacted by mail or in person (which is impossible and ridiculously time consuming when being 4500km away). Whoever replied to the emails didn't seem to have read a bit of it or didn't care at all.",None
61,Sammy Morini,5,2017-07-07,"Only good times there! ...with some stress due to half-assed Computer science/engineering teachers with bad explanations, thus forcing you to do everything on your own... struggling to get above a B grade if you tend to go out with friends and skip some studying.
Outside of faculty teachers and classes are much better, eg. JMSB teachers/classes, easily get a B+, without much effort but; 1. attend the classes, 2. listen and 3. do the work assigned, which isnt even that hard to accomplish.
overall great place to study, glad to be part of the family!

with that said, Concordia ftw!!!",None
62,THE E Man,2,2022-07-06,"I am truely enjoying getting my education, but the management and bureaucracy of the university itself makes it miserable and soul crushing to be here.",None
63,Tara King,5,2023-01-07,Excellent customer service and all staff very friendly...👍🏼 …,None
64,Salamender Croditch,5,2020-07-06,"This uni is hard all the time. Great profs, great friends for a lifetime!! I’m still friend with some of my profs from a long time ago! The education you get is life changing",None
65,Roy,1,2018-07-07,"The facilities are modern, though there is a bunch of low-down teachers.There are three type of teachers over there. 1.old-schooled with 80s methods. 2.unexperienced and young teachers. 3. Acceptable teachers. The acceptable teachers are about 15%.",None
66,S B,1,2021-07-06,"3 graduation pictures in digital format cost 100CAD!! Are you kidding ppl!
You are milking these student as you want! At this university you have to pay for everything to the maximum. Have some mercy ppl. We are just students.",None
67,Peter S,1,2022-07-06,"They never answer the phone, they never answer an email. None of the staff seems to know anything about anything. IF they respond to your email it’s weeks/months later and they just refer you to another person who doesn’t answer and the vicious circle continues.",None
68,Marco Stacey,1,2022-07-06,If you're far left woke....have fun....everyone else has no absolutel no voice or rughts. This is not an institution that promotes discourse. Just parrots that all agree.,None
69,Siroos Shariati,1,2018-07-07,"- Crazy teachers ,
-you should pay A LOT for every LITTLE thing,
-NOT have a strong student union,
- crazy law for using calculators for engineers,
- crowd classes even for masters students!!!
- Some departments are careless about their students(Exp. Department of civil and building engineer )
- In one word, it is ONLY a research center, NOT UNIVERSITY, all facilities are provided for researching, NOT EDUCATING.",None
70,Stephen Ibrahim,4,2022-10-09,It's a world class university with a proven track record in research and innovation.,None
71,Manny Chau,4,2016-07-07,Great open atmosphere University. The downtown Sir George Wilfred Campus have a modern city vibe to it. It also has another campus in NDG called Loyola Campus which is more green and have old building.,None
72,Cao Mạnh,1,2020-07-06,"Concordia Continuing Education

I was a student at CCE in CEFR 625. I have done almost every test, but I did miss the last one due to personal reasons. Yesterday I have asked CCE to arrange a delayed test for me, but got a reply this morning saying I have to re-register CEFR 625 to get the certficate.

I am deeply disappointed about CCE. Only one last test was missed and now I have to re-do the whole thing. This is exactly the oppposite of
@Concordia's motto.
“The aim of education is the knowledge, not of facts, but of values”

I don't know what to believe in anymore.",None
73,Ryan Richardson,4,2020-07-06,Old building in need of renovation- bathrooms are a little rough but I see they’re getting there with renovations on some floors,None
74,Nik Nonnenman,2,2021-07-06,"Writing this during the pandemic. It is very crowded early to late afternoon, and a lot of people were not wearing masks. Stay safe out there!",None
75,Prabhleen kaur,5,2022-07-06,"Amazing Experience, the university and the building itself is just an epitome of architecture.",None
76,kk p,1,2020-07-06,"I wish I could rate lower.
I go to JMSB, but got exploited by my teacher.
The entire class was obliged to work for her and her relatives' companies.
We had no choice but to drop the class.
That class was BTM 480.",None
77,Saud Shaikh,4,2022-07-06,"So I met this guy, who used to say guy street for life. And he let me take several items from his bag. What a kind man!",None
78,Samira Fathali Mazandarani,3,2021-07-06,I enjoyed my time there during my studies. The department was in the middle of downtown and the accessibility was perfect.,None
79,Mahdi Dolatkhah,5,2022-07-06,Good to work again in office at Concordia,None
80,james hesabbi,1,2019-07-07,"If you want to come here as an international student especially for masters, Don't do it, Run away, these guys are more like scammers, you have much better options in mcgill or Udem",None
81,Mo Aryanpur,5,2018-07-07,"I studied there for 2 years. So far I can tell I'm quite satisfied with the service Concordia provides to the students, particularly international students.",None
82,Dinesh D,1,2020-07-06,"Really bad washrooms with cockroaches, spotty WiFi, just overall a horrible building",None
83,Pat Martel,4,2022-11-08,"The bathrooms are filthy, but the education is fantastic",None
84,Slyvia Novac,4,2020-07-06,Concordia University Library a Place where time stops and research begins...,None
85,Dylan Gremory,2,2019-07-07,"Awful teaching ethics, training rather than educating and almost $2000 per semester and cannot even get decent wifi. Funny.",None
86,Daniel Savin,4,2021-07-06,"Good university, but don't expect teachers to spoon-feed the knowledge to you.",None
87,Mel Habip,5,2017-07-07,"I just loved that the school is so modern and that it has a very interesting small/big concept. It is a huge school, but classes are very small.",None
88,Stacey Vos,5,2021-07-06,"I went to Concordia University and I loved it!  Best experience, right in the middle of everything.",None
89,Kade Audain,5,2022-07-06,Can’t wait to see what I can learn from this university.,None
90,Mike Hu,5,2018-07-07,"Great facilities
library has clean spaces and great environments.
A variety of restaurant around.",None
91,Rezihk,1,2019-07-07,As an institution for education it fails. As an unimpressive uninspired example of bad architecture it exceeds.,None
92,Isabelle Vaubert,5,2022-07-06,Université Concordia: best choice of quality and colorful clothes.,None
93,Yasser Hosni,5,2022-08-10,You will find the best students there,None
94,David Adams “David Adams K” K,5,2022-09-09,Walking through the new building. Very nice.,None
95,Nicolas Delcourt,5,2022-07-06,"Great University, great students, the rising star of Montreal!",None
96,Fenilkumar Patel,4,2019-07-07,"main building where all the classes are conducted,
always crowded,
only 2 elevators that are always full and takes more time to return.
only 2 food options but vending machines available.
in house are various support service offices.",None
97,Thang Nguyen,1,2019-07-07,"Terrible!!!They don't care about their student at all,i don't know what the hell i did there!Worst place i have ever studied in Montreal!",None
98,Van Z.,5,2016-07-07,I met incredible people here and the teachers are amazing. I wouldn't change anything.,None
99,Hayat Montreal,5,2022-07-06,Very good visiting UAV lab with Dr. Youmin,None
100,Nightstalker_55_420,1,2021-07-06,"Massive favouritism, inconsistency in grading, ignorance in the teachers at times, and irrelevant test material compared to what is being taught.",None
101,Gabriel,5,2020-07-06,"Took some classes at this uni as a visiting student, I absolutely loved it!",None
102,Akhil Kumar,5,2018-07-07,Good place for late night studies. But it’s a bit hard to find a place to study. Crowd everywhere.,None
103,Alex,3,2017-07-07,"Not a bad university, but they bite more than they can chew.",None
104,Bilal yassin,1,2021-07-06,No guides between buildings you can easily be lost and miss your class,None
105,Abubakar Choudhury,5,2014-07-08,So far I am very happy with the service Concordia provides to the students.,None
106,Thomas Karasek,2,2016-07-07,"The campus is in dire need of repairs (except JMSB), the school itself is poorly organized and corruption is rampant",None
107,Jeffery Monaco,1,2018-07-07,"This place actually turned me off education. Poor services, indifferent teachers and could not seem to find the right fit.",None
108,Surela Ghose,5,2022-07-06,Excellent architecture and great experience with Acorn,None
109,John Sargent,1,2021-07-06,"Everything is reopened... yet can’t talk to anyone at Concordia..... no support, no help.... have been calling and leaving messages for 3 months !! So sad !  I am out !",None
110,Zachary Bergeron,4,2016-07-07,Amazing university. Good reputation. Clean and organized,None
111,Dwight Burrell,5,2022-07-06,Excellent school for business and life,None
112,Bilal Ahmad khan,4,2022-11-08,Best futuristic uni with an attitude.,None
113,Hassan Khakpour,5,2022-10-09,Great university with great instructors,None
114,srikanth suryadevara,4,2017-07-07,Not as great as JMSB but still spacious except during exam times,None
115,abbas salloum,5,2022-07-06,The modern style of the campus is simply amazing,None
116,Kevin,2,2022-07-06,Administration service --> the worst I've ever experienced.,None
117,Tuấn Trần,4,2020-07-06,"I'm not rating on it adcademic quality, just the facilities. The toilet is not clean.",None
118,Pat Coveney,5,2023-02-06,Jam packed everywhere,None
119,Mike Oxlong,1,2018-07-07,Garbage institution promoting and funding leftards political agendas stay away from this dump,None
120,Florie May De Leon,4,2018-07-07,is it true even without IELTS  they allow students to enrol?,None
121,Jasti Phaneendra Prasad,5,2013-07-08,"Very good education system, comparable to top world standards!",None
122,Camilia Loignon-Gagnon,3,2022-12-08,"sometimes I like it, sometimes I don't.",None
123,Terance Lancaster,2,2022-07-06,Not as good as McGill University,None
124,Raymond Afara,5,2012-07-08,"Had a good experience at Concordia, and met a lot of amazing friends.",None
125,Jerry Cheng,5,2023-02-06,Love the vibes,None
126,Henri du Pont,5,2022-07-06,"Work hard Louis, you're on your way.",None
127,Alexa Hinves,2,2017-07-07,Don't take the elevators.,None
128,Francois Theroux,5,2017-07-07,"Good location in downtown Montreal, very good school.",None
129,Skeen Almond,5,2020-07-06,Mcgill is better jk concordia is rich af,None
130,Shabnam Fathollahi,5,2018-07-07,The best university in Canada for computer science.,None
131,Radhika,5,2021-07-06,Best coaching in delhi and noida,None
132,Christopher Côté,5,2017-07-07,Had great guidance here and looking forward to join the program.,None
133,Miss Kothy,5,2023-02-06,Lovely place.,None
134,Dmytro Humeniuk,5,2021-07-06,Good IELTS testing center!,None
135,First Last,5,2018-07-07,Great education for software engineering degree!,None
136,Mohamed Eldesouki,3,2020-07-06,Concordia University is one of the landmarks in Montreal Quebec Canada,None
137,Thomas b,5,2019-07-07,very good business and engineering school,None
138,Jhin Lee,3,2016-07-07,I had nice time for the Fantasia film festival.,None
139,Ash L.,2,2020-07-06,Great space but librarians are rude.,None
140,Cristian Taylor,4,2022-07-06,Great University and great campus and facilities.,None
