ID,Reviewer,Rating,Review Time,Review Content,Owner Response
123,laplka2 laplka2,4,2020-07-06,"Je m'entraîne depuis bientôt 1 an au gym H2O.
Dès les premiers instants, je me suis sentie accueillie et en sécurité. (Je prends les cours de kickboxing pour femmes). Richard est un prof passionné et très professionnel. Les enseignements sont diversifiés, intéressants et motivants et s'adaptent bien à tous les niveaux d'expérience. Je trouve que l'ambiance qui règne dans un gym compte pour beaucoup et je trouve sincèrement qu'il y règne un climat très respectueux, convivial et amical. Bref, je recommande fortement H2O MMA que vous soyez novices ou avancés.",None
124,Dzhamila Shakhvieliedova,5,2022-12-08,"Je recommande le kickboxing pour les filles, un entraîneur merveilleux invite et fait attention à chaque personne qui est engagée. Les gars qui travaillent  sont très responsable . Merci beaucoup à l'équipe!!!!!",None
125,Rob Sch,5,2022-07-06,"Jai commencé il y'a presque une semaine et je me qualifierais comme débutant dans les sports de combat, mais je ne me sens pas en arrière du groupe. Au contraire, le professeur Richard prend la peine de décortique ses techniques de façons à ce que tous les niveaux puissent bien comprendre. De plus, les membres inscris sont extrêmement sympas et amicales. C'est une atmosphere très plaisante  accueillante. Je recommande très fortement!!",None
126,Floriane Szopinski,5,2021-07-06,"Je m'entraine au H2O depuis bientôt 1 an et l'équipe là-bas est super accueillante et professionnelle !
Coach Richard prends toujours beaucoup de temps pour expliquer les bons mouvements et les progrès s'en ressentent beaucoup.
Je recommande fortement cet endroit !!! Merci de nous faire partager votre passion <3",None
127,Michael Dufort,5,2019-07-07,"Excellent, j’ai été à plusieurs gyms dans ma vie, mais celui là est mon coup de cœur. Je suis un pratiquant d’arts martiaux mixtes depuis maintenant 11ans, et j’apprends toujours grâce aux excellents entraîneurs qui sont toujours présent. Certain combattant ne peuvent pas exploiter leur plein potentiel, mais je garantis qu’au H2o mma vous l’atteindrai. Le calibre des combattant est excellent, plusieurs combattants amateurs ainsi que professionnels dans plusieurs catégories de poids différentes. Bref, une belle équipe, le staff à l’entrée est toujours accueillant et les entraîneurs sont pationnés. Visitez cette endroit elle vaut la peine.",None
128,Léa Gagnon,5,2019-07-07,"Le cours de KickBoxing pour femmes est très bien. Quatre cours sont offerts par semaine et un spécial est disponible pour les femmes qui souhaitent aussi participer au cours de MMA mixte.

Un gym est aussi mis à la disposition des utilisateurs.

Finalement, il est possible de mettre l'abonnement sur pause!",None
129,Levy Labri,5,2019-07-07,"Je pratique les arts martiaux depuis plus de 20 ans. À travers les années j'ai eu la chance de pouvoir m'entrainer avec plusieurs des meilleurs athlètes et entraîneurs au monde. Depuis bientôt 5 ans je fréquente le Gymnase H20 sur une base quotidienne et j'ai développé une relation très proche avec Richard Ho ( instructeur chef , propriétaire ) ainsi qu'avec quelques uns de ses athlètes et entraîneurs. À travers ses années j'ai eu la chance de participer a plusieurs camp d'entraînement et aussi de pouvoir partager ma passion avec cette superbe équipe. Nous avons participé avec à  plusieurs compétitions autant au niveau provinciale , nationale et internationale. Depuis pres de 3 ans moi et Richard avons joind nos connaissances et travaillons avec plusieurs combattants qui combattent  parmis les plus prestigieuse organisations en arts martiaux mixtes incluant la plus plus renommée : l'Ultimate Fighting Championship ( UFC ) Ensemble , nous avons pu mettre en applications nos connaissance a plusieurs reprises en accompagnant notre combattant à l'UFC ainsi que travailler dans le coin le soir des combats en connaissant beaucoup de succès. Que ce soit pour vous remettre en forme , pour une initiation aux arts martiaux , pour atteindre d'autres plateaux ou pour vous préparer à combattre dans les plus hauts niveaux le gym H2O MMA se doit d'être parmis vos premiers choix. Vous découvrez une equipe dynamique et motivé. Le gym est tres grand et tres propre. Tout le monde a droit a un premier essais gratuit , vous n'avez rien a perdre à essayer !",None
130,julie ferrigno,5,2022-12-08,Amazing gym! Bientôt 1 an que je m’entraîne la bas et c’est toujours un plaisir :).,None
131,Alex A,3,2018-07-07,Le cours de kick-boxing pour femme est vraiment intéressant mais je suis vraiment déçu du service. J'étais ignore de ma première journée et malheureusement pour moi j'ai dû apprendre par moi-même! le professeur devrait prendre le temps de dire bonjour et proposer aux nouvelles comment mettre les bandages etc...,None
132,Kristina Gotty,5,2020-07-06,"Je vais faire du jiu-jitsu brésilien et le professeur Richard Ho est toujours très accueillant et très généreux de son temps avec ses élèves. Bonne écoute !!! Je recommande H2O a tout le monde !!
Merci à toute l’équipe!!!",None
133,Dorian Palem,5,2020-07-06,"Ce gym est juste excellent, très bonne ambiance, les profs sont très bons, tous les niveaux sont le bienvenu. Si vous voulez faire du Muay thai, BJJ, MMA etc je vous recommande cet endroit à 100%",None
134,Lucía Ringuelet,5,2020-07-06,"Je n'y ai été qu'une fois pour un atelier d'auto défense pour femmes, mais cela été super! Les gens étaient attentionnés et aidants. J'ai beaucoup aimé mon expérience et compte y retourner. I particularly appreciated the staff being so respectful, friendly, and non-judgemental!",None
135,Thida Phengsiaroun,5,2019-07-07,Je recommande entièrement le gym H2OMMA. Je m’entraîne là depuis presque 8 ans et j’ai acquis beaucoup d’experience depuis. Débutant ou pas c’est l’endroit à tous les niveaux. Merci Richard pour cette opportunité.,None
136,Anabelle Cloutier,5,2022-07-06,J’ai envoyé mon petit frère.. il me dit que c’est le meilleur sport qu’il a fait. Il m’a dit aussi que le coach était vraiment bon !! Je recommande;),None
137,Walid Sayeh,5,2018-07-07,Je fréquente H2O MMA depuis 4 mois et franchement c'est l'endroit ou il faut aller pour le kickboxing et le jujitsu. Une équipe professionnelle et conviviale. Je recommande sans hésitation.,None
138,tom e,5,2021-07-06,Super bon gym pour débutant et pro. Super ambiance  dans le gym. Je recommande à tout le monde ce gym même pour les femmes et enfants.,None
139,Yanick Aubry,5,2020-07-06,Un de mes enfants y a son cours de jujitsu. L'endroit est vraiment bien. Un peu intimidant vue de l'extérieur mais le personnel est sympathique et professionnel.,None
140,Wisse B.,5,2018-07-07,"bonne salle de gym/arts martiaux, horaires larges, possible de faire de la musculation, de la boxe, ju jitsu, muy thai, mma ... bonne ambiance également! jamais overcrowded. Je recommande !",None
141,Andrea V-J,5,2019-07-07,"Je recommande! Très bon gym avec beaucoup d'équipements, coachs très professionnels et gentils. Super ambiance.",None
142,Kanuck Istan,4,2018-07-07,"bonne salle de gym/arts martiaux, horaires larges, possible de faire de la musculation, de la boxe, ju jitsu, etc. Charles est excellent.",None
143,Johannie Gervais,5,2019-07-07,"Super gym, belle équipe et super coachs. The place to go for BJJ in Montreal.",None
144,Roger Belanger,3,2017-07-07,JE suis aller pour des infos et visitez le lieu et...de la manière que l'on m'a parler cher Mme cela m'a refroidie!  Alors si cette demoiselle ne filais pas. Alors Ses pas Ca place . Mais je suis sur que cette endroit doit être bien.,None
145,Allan Magloire,5,2022-12-08,Très bon club avec de très bonne personne!!!,None
146,Jo Vallée,5,2019-07-07,Best gym in town !!!!! Gars fille  debutant avancé  ouvert a tout lmonde,None
147,Martine Filion-Paquette,5,2020-07-06,Bel emplacement ! Très bien pour tous les niveaux et tous très accueillant :),None
148,Normand Lee,5,2019-07-07,Très bon gym d’entraînements bravo richard!!👍 …,None
149,Joe Frigon,5,2022-12-08,Belle endroit des vrai pro,None
150,yamo ya,1,2018-07-07,J'essaye de toujours de le contacter par courriel mais malheureusement pas de réponse cela signifie qu'il n'y a pas de responsabilité pour les clients,"Merci pour votre commentaire. Nous sommes désolé d'apprendre que vous n'avez pas pu nous contacter par email. Nous n'avons pas pu recevoir votre courriel à cause de quelques problèmes technique. N'hésitez pas à communiquer avec nous au 514-814-9006 ou vous présenter directement au 6045 Boul. Monk.  Ca nous fera plaisir de repondre a toutes vos questions.  Merci.
/
Thank you for your comments.   We are sorry we were not able to communicate with each other through email.  We unfortunately have had problems with our email server, we have since rectified the problem.  Please do not hesitate to communicate with us as well  at 514-814-9006 or directly at our facility 6045 Boul. Monk.  We will be happy to answer any of your questions.  Thank you."
151,Florence Tanguay,5,2018-07-07,L'une des meilleures écoles d'art martiaux à Montréal 😊 …,None
152,Falkreath Guard,1,2020-07-06,No review text provided.,"Hi Falkreath,
We don't have any record of you ever visiting or training at our gym.  We take tremendous pride in our world class instruction, coaches, fighters, students, facility and customer service. Please contact us through email at h2ommagym@gmail.com, we would like to hear from you and improve any possible future visits.
Thank you."
153,Mee-Rang Ricard-Bouillon,5,2019-07-07,No review text provided.,None
154,Xavier Poiré,5,2022-07-06,No review text provided.,None
155,alison cabana,5,2023-01-07,No review text provided.,None
156,creepackk,5,2022-08-10,No review text provided.,None
157,Michael Lee,5,2019-07-07,No review text provided.,None
158,alanjude mariya,5,2017-07-07,No review text provided.,None
159,jennifer langevin,5,2019-07-07,No review text provided.,None
160,Souhaib Khadraoui,5,2022-07-06,No review text provided.,None
161,Enrique,5,2019-07-07,No review text provided.,None
162,Nicolas Laganiere,5,2019-07-07,No review text provided.,None
163,Bruno L-H,5,2019-07-07,No review text provided.,None
164,Louis-Charles Mauffette,5,2021-07-06,No review text provided.,None
165,Mathew Levitsky-Kaminski,5,2017-07-07,No review text provided.,None
166,Charles Ayotte-Trépanier,5,2023-01-07,No review text provided.,None
167,Alison Lee,5,2019-07-07,No review text provided.,None
168,Irina Ignatova,5,2018-07-07,No review text provided.,None
169,Namita Chandel,5,2021-07-06,No review text provided.,None
170,Vanessa Nekole Ellis,5,2019-07-07,No review text provided.,None
171,Pierina Yupanqui,5,2023-07-05,"J'adore venir m'entraîner au H2O avec Richard, le meilleur coach!",None
172,Iman Ian Changizi,5,2021-07-06,No review text provided.,None
173,Idriss Bedhiaf,5,2022-07-06,No review text provided.,None
174,Julie Labelle,5,2020-07-06,No review text provided.,None
175,Ace Moutaouakil,5,2022-07-06,No review text provided.,None
176,adrian wong,5,2023-04-07,No review text provided.,None
177,Sam Tanedjikov,5,2022-07-06,No review text provided.,None
178,hakio batista,5,2022-07-06,No review text provided.,None
179,Annie Perreault,5,2017-07-07,No review text provided.,None
180,Ann Dugre,5,2023-05-07,No review text provided.,None
181,Theo Monnier,5,2023-03-08,No review text provided.,None
182,Alex,5,2022-07-06,No review text provided.,None
183,Marjo L,5,2023-06-22,No review text provided.,None
184,Corey Jay,5,2019-07-07,No review text provided.,None
185,Mircea Busuioceanu,5,2018-07-07,No review text provided.,None
186,Y H,5,2023-02-06,No review text provided.,None
187,Maxime Hamilton,5,2022-07-06,No review text provided.,None
188,Indu Sasidharan T P,5,2022-09-09,No review text provided.,None
189,Rayan Badreddine,3,2017-07-07,No review text provided.,None
190,Manu,5,2022-07-06,No review text provided.,None
191,Teddy Deschamps,5,2023-01-07,No review text provided.,None
192,Duncan Atkinson,5,2022-07-06,No review text provided.,None
