ID,Reviewer,Rating,Review Time,Review Content,Owner Response
18,Karol Jastrzębowski,4,2022-10-09,"Incredible structure, with a great view over the city, and St. Lawrence river. Gives a good access to Jean-Drapeau park. Accesible on foot and on bike. Has a pretty strong exposure to heights, with good safety protection, still persons with fear of heights may feel uncomfortable.",None
19,Obed Matul,5,2020-07-06,Beautiful bridge at night. Once it’s lit up it’s amazing for pictures taking. We went to the port and photographed it and it’s so amazing.,None
20,Minal C.,5,2020-07-06,"It's a beautiful bridge. At night they are lit up, it's really pretty. It takes you from downtown Montreal to Longeuil.",None
21,Ali Khatibi,4,2018-07-07,It is normally crowded...one of the best places to watch Montreal fireworks.,None
22,Guillaume Militello,5,2019-07-07,"Can be easily crossed by car or bike, a nice way to go to Jean-Drapeau by bixi. There is a little area in the middle where you can stop and take pictures of the view of Montreal.",None
23,Denis Samoylov,5,2022-07-06,"Breathtaking views of the city, and a great biking path for those enjoying the views.
Walking might feel a bit cramped and has to be exercised with care given how narrow the path shared with bikers is.",None
24,Mari Celi Burgueño Caballero,4,2022-10-09,Great views for the skyline of old port and old Montreal.,None
25,Kamran Ayoubi,5,2023-06-06,One of the most amazing bridges in the world ....,None
26,Winona Faith,5,2022-08-10,Awesome bridge to watch the fireworks of Montreal!,None
27,Dante Proulx,5,2020-07-06,It was scary putting my phone over the bridge JUST to take pictures,None
28,Canada Startups,5,2018-07-07,"It's a very pretty and beautiful bridge located on top of St. Lawrence river. The bridge has beautiful and colorful lights which give a great, soothing, and intriguing effect. While you are on the bridge, you can see one side of entire city with biosphere seeming to be at stone's throw place. However, it's not like but gives an impression of London's Tower Bridge or SF's Golden Gate Bridge, a little, maybe 🤔, but it's fun to come here in evenings and quite fascinating to have a cool view of the city. It is a vantage point, especially, if you want to go to a higher spot to view the old-port's fireworks and experience it completely different than others.",None
29,Ranjith Kizhakkey,4,2021-07-06,If you have a cycle please don't hesitate to climb this bridge. It's not that hard but worth the climb.,None
30,Shivendra Bhardwaj,5,2022-09-09,Best night lights on any bridge. Mesmerising view of the river and city.,None
31,Mahsa Salmani,5,2022-11-08,Astonishing view in fall!,None
32,JP Azar,4,2021-07-06,"Very nice bridge! It is well adapted to pedestrians and cyclists. Could be a bit more wide but other than that, great experience!",None
33,Sher G,5,2019-07-07,Very well built and designed bridge. It has bike path also.,None
34,Sebastien Tremblay,4,2018-07-07,"Its an awesome bridge. You can drive right over the water!  It's crazy... In your own personal automobile.
That said the new light shoe is a nice gimmick. Looks ok. But unfortunately, and especially at the price it cost, its a bit of a joke.",None
35,Turtle Power,4,2020-07-06,"The path blockers are terribly placed, it's easy to see that SO many bike handlebars have hit them. Rode over the bridge on a bike and couldn't believe how unsafe those spots are where you have to go around in a narrow turn with cross traffic. Non car riders deserve better!!! Please fix this human-made problem. ♥️Incredible view totally worth it",None
36,Marcelo Bassani de Freitas,5,2017-07-07,"Great view from the city!
A good place to see sunsets.
You can either walk or bike on it.
On the south (or East) side you can see downtown Montreal. And on the other side you can see the Olympic Park and have a great view of the fireworks festival.",None
37,Zoïr Radjabov,5,2022-07-06,"When people tell something about Montreal The Jacques Cartier Bridge comes to my mind. And this is true, that steel truss cantilever bridge crossing the Saint Lawrence River from Montreal Island to the south shore at Longueuil is the real symbol of the city. I can divide the bridge in two parts because it is not connecting the city and the South Shore directly. The bridge crosses Saint Helen's Island in the centre of the river, where off-ramps allow access to the Parc Jean-Drapeau and La Ronde amusement park.

Originally named the Montreal Harbour Bridge (pont du Havre), it was renamed in 1934[3] to commemorate the 400th anniversary of Jacques Cartier's first voyage up the St. Lawrence River.

The five-lane highway bridge is 3,425.6 m (11,239 ft) in length, including the approach viaducts. There are approximately 35.8 million vehicle crossings annually,[2] making it the third busiest bridge in Canada, the first being Samuel-de-Champlain Bridge, just a few kilometres (miles) upstream. The second busiest bridge in Canada overall is the Port Mann Bridge in Metro Vancouver (connecting Surrey to Coquitlam).

Together with the Champlain Bridge, it is administered by the Jacques Cartier and Champlain Bridges Incorporated (JCCBI), a Canadian Crown Corporation which reports to Infrastructure Canada.",None
38,Basil Raza Butt,5,2020-07-06,One drive over this bridge is a must to be able to see Downtown Montréal. The elevation from the surrounding helps a lot in getting a good view. A walk is the best.,None
39,Patrick Hills,5,2018-07-07,Much nicer walk than expected great views be aware that one side was supposed to be dedicated to bicyclists the other side pedestrians this is no longer the case especially if you are starting on the Longueil side there's only one way to get down from there or to get on,None
40,Kevin Cheng,5,2019-07-07,Most distinctive bridge in the city connecting Montreal to Longueuil. Beautiful light show recently added in 2017. Closed during fireworks regularly throughout the summer.,None
41,Tom Valentini,3,2018-07-07,"Very expensive lights for not much. Can be a good spot to watch the fireworks if you show up early enough. For cars, it’s always blocked at 8am and 5pm.",None
42,Kamal Cheikh,5,2019-07-07,"Nice place to visit especially the lights show, liked it !",None
43,S F,5,2022-12-08,This is without a doubt one of the bridges I have crossed in my life.,None
44,Howard Shinder,5,2018-07-07,Now that there are lights on the bridge it makes it even nicer. Plus its the best location to view the fireworks competition from (second to only LaRonde itself),None
45,Ed Pi,4,2016-07-07,A place not to miss while visiting Montreal. Very nice views early in the morning or late in the evening. Also a great place to observe the Montreal International Fireworks Competition,None
46,MILA CDMS (Mila),5,2020-07-06,Amazing view of Six Flags La Ronde from the Bridge and vice versa. The lights on the bridge at night are amazing. It's truly a light show.,None
47,Tom Mariasine,5,2019-07-07,"Beautiful bridge, lights give a nice display every hour on the hour, not happy about the 40 million I had to pay, no corruption there?
But point is the bridge is a landmark in East Montreal.",None
48,Suzanne Freeman,5,2019-07-07,The hourly show every night is really unique.,None
49,Fernando Hernandez,4,2021-07-06,"Amazing view of old port! Thrilling experience to cross it walking above, though you gotta watch out for the cyclists",None
50,Jasskaran Dhillon,5,2023-06-06,Looks awesome from afar!,None
51,Don Natch,5,2017-07-07,Watched the Canada Day fireworks from the bridge and it was fun!,None
52,Mohammad F,5,2021-07-06,"One of the most beautiful and colorful places in montreal, lovely",None
53,Sia LozSanz,5,2023-06-06,"Beautiful
Weather is fantastic",None
54,Omar Rihan,5,2021-07-06,Nice view on the river and on down town montreal. Easily accessible by walking or bike through à métro station near by.,None
55,Philip,4,2019-07-07,I love that the city put light on this bridge,None
56,David Menei,5,2017-07-07,"There is a sidewalk for pedestrians and bikes, great views from the bridge in the morning or late evening, perfect to take pictures, i recommend visiting",None
57,Charbel Abou Naccoul,5,2020-07-06,"One of my favorite bridges! Love the architecture, the colour and on top of that the lighting system on it that changes, feels like a show!",None
58,Mohammed Shaikul Islam,5,2019-07-07,Excellent bridge to visit...,None
59,Kamel El-Fashny,4,2019-07-07,Try riding your bike ; amazing view.,None
60,Саша Брусило,4,2022-08-10,A cool place to take some pictures and watch the wireworks,None
61,Thibaut Fz,5,2022-07-06,Got stuck on it for an hour because of a car accident somewhere. Not the bridge's fault. It's a nice bridge.,None
62,Alanya Atatekin,5,2018-07-07,"For pedestrians, offers incredible views of the city. Just wish they had better separation for bikes and pedestrians",None
63,Anna,5,2023-03-08,Crossing it on a bicycle is the best.,None
64,Dennis Robinson,5,2017-07-07,"Beautiful bridge connecting Montreal to Jean Drapeau Park and Longueuil. You can walk across it to reach the park, but it's a long walk.",None
65,James H,4,2019-07-07,"At night, the reflection from the river could produce some very nice view of the bridge from a distance.",None
66,Trekking Pals,5,2022-07-06,Beautiful bridge and a sport worth checking out when jn Montreal,None
67,Alexandra Nault-Duporge,5,2018-07-07,Beautiful view from the bridge. And it is really nice to walk at night when the bridge shine with the new lights,None
68,mmayer86,5,2020-07-06,"Great place to watch the laronde fireworks from!!! It's loud though, so be sure to have ear protection for children.",None
69,François Lemay,5,2021-07-06,Cycling and walking is a great way to appreciate the bridge and the views it has to offer .,None
70,Neil Hyatt,4,2017-07-07,Nice bridge but would be nice to be able to walk across. Might have been just closed for winter or maintenance.,None
71,Milen Minchev,5,2021-07-06,I love the views from the multifunctional path - the best over downtown Montreal and the Old Port.,None
72,Miss Foodie Traveler,5,2018-07-07,"Took a drunk walk over the bridge, absolutely amazing!
Seriously, take the 30 minutes and walk across this beauty",None
73,Eugenie Robitaille,5,2017-07-07,"Gorgeous and Historic Bridge. Sometimes a pain for cyclists, because sidewalks are always closed on one side.",None
74,ericanadian ericanadian,3,2018-07-07,"The lights are garbage, but it's a decent site for watching the fireworks. Probably a high four for firework days and a low two outside of that.",None
75,Daniel Epstein,3,2018-07-07,"Beautiful bridge, but money should have been spent improving the living conditions of the poorest Montrealers instead of the light show!!!",None
76,Mav O,5,2019-07-07,"So pretty, and much nicer in real.",None
77,ella r,4,2022-07-06,"nice bridge was a bit snowy, only saw from below",None
78,Pakistan,5,2022-08-10,A beautiful view of Montreal downtown from Jacques Cartier Bridge,None
79,Talon Dunbar,5,2020-07-06,Saw the fireworks from the bridge! Would highly recommend since the view was incredible.,None
80,Albert Liu,5,2022-07-06,It is a very beautiful bridge and a part of Montreal history,None
81,Betty Sanders,4,2019-07-07,There's nothing more beautiful than touring it in the afternoon. A unique experience you can't miss.,None
82,Adam B,5,2018-07-07,Excellent view of the city! My friends and I rented bikes for the day and biked over it! Highly suggest!,None
83,Ruby Rose,5,2022-08-10,Loved the fireworks 🎆 …,None
84,Robab Hashemi,5,2022-09-09,Beautiful bridge to watch the fireworks.,None
85,Christian S,4,2018-07-07,"The Montréal icon of bridges , almost as old as dirt and constantly under construction for various reasons,  but we love our bridge.",None
86,Vinh Le,5,2021-07-06,Beautiful view,None
87,Car Noises,4,2019-07-07,"Nice bridge, you can see it from many vantage points and places from Montreal.",None
88,Noémie Desjardins,5,2021-07-06,Great bridge,None
89,TJ Sw,4,2017-07-07,Two open bike lanes. Great views of the lachine canal and city skyline.,None
90,Moody Blue,1,2018-07-07,"A 1925 bridge with $40,000,000 lights, reminds me of Jean Drapeau and the Olympic Stadium and his Expo 67.",None
91,Fahimeh Hajizadeh,5,2022-07-06,Good view for seeing the fireworks!,None
92,Ali D,5,2018-07-07,Beautiful architecture. Lights up at night. Has bike path.,None
93,rob c,5,2017-07-07,I really like how this bridge got me to the other side without getting my car stuck in the river.,None
94,Terance Lancaster,1,2022-07-06,Bridge literally feels like its going to fall apart when a large truck is on it,None
95,leslie l,5,2018-07-07,"Very busy, historic bridge.  Great spot to watch fireworks",None
96,Sam Muller,5,2017-07-07,Amusement Parks on the island gives a lot to the comfort and scenery of driving on the bridge.,None
97,Randy Dimichele,1,2020-07-06,NO clue why they needed to spend 40 million dollars to light up this iron structure when the roads beneath are disintegrating.....,None
98,Joe B,5,2022-07-06,"It's open to cyclists, even during the winter.",None
99,Mehra Keshavarz,5,2018-07-07,If you want to watch the Summer fireworks for free here is the best place!,None
100,Martin Arganaraz,5,2018-07-07,"Best place to view fireworks.
The new lights are incredible.",None
101,priyanka mazumder,5,2022-11-08,What a beautiful view from up here,None
102,Iris Iri,4,2017-07-07,"If you missed an exit, the bridge will give you the views in return.",None
103,Haitang Feng,5,2020-07-06,"Nice bridge, especially when night comes and the lights are on",None
104,Vaisakh Raveendran,5,2020-07-06,Great spot for watch fireworks and night walk with your date.,None
105,kim tho Ho,5,2019-07-07,"beautiful bridge with bike trail, which connects Montreal and South Shore",None
106,Harkirat Singh Sandhu,5,2022-08-10,What a drive on this bridge it feels very classic,None
107,Amreen Shafiuddin,5,2022-07-06,symbol of montreal. stunning and beautiful at night !,None
108,Sagar Khanna,4,2021-07-06,Roam around the bridge because of the footpath. Awesome experience.,None
109,Marie-Ève Assunçao-Denis,3,2017-07-07,Nice view but crowded with pedestrians on the bike path.,None
110,Claudiu Mihael Terenche,1,2021-07-06,Very bad traffic. Often 30 minutes to cross the bridge.,None
111,Mo Jabbari,5,2018-07-07,Nice new light works.,None
112,Chris T,5,2020-07-06,"Thé place to watch the Montreal fireworks,  always enjoying !",None
113,Louis Labreche,5,2018-07-07,Awesome structure. Nice views when walking across.,None
114,hima moussa,1,2023-03-08,As usual,None
115,Raphael Francoeur,3,2017-07-07,Will be more interesting with the lights installed for Montréals 375th,None
116,Conquer Through Fitness Mtl Oliver Glanville,2,2023-03-08,Traffic 😓 …,None
117,Justice,5,2020-07-06,"Cartier was a good guy, champlain not so much, so 5 star I guess..?",None
118,Cresa Morgan,5,2023-05-07,Lovely,None
119,Steven Ball,5,2019-07-07,"Good bridge! Sturdy, hasn't collapsed (yet).",None
120,Claire Poirier,3,2020-07-06,Nice but a bit copy cat from most famous big cities,None
121,ANDRES FERNANDO PLAZA OCAMPO,5,2021-07-06,Very beatiful place!! Good place for visit in Montreal!!,None
122,Steve Beukema,5,2018-07-07,Great place to watch fireworks or bike down ;),None
123,daniel labelle,5,2019-07-07,Well. The bridge as not change for the past 60 years plus ....like to it different colors ...maybe white,None
124,Julio Alva,5,2019-07-07,"Wonderful views of Montreal, Longueuil and Saint Lawrence River",None
125,Andrew,4,2021-07-06,The light show at night is very nice,None
126,SAADALLAH Nawfel,5,2020-07-06,Can't visit Montreal without passing by one of its identity items,None
127,Paul Frei,5,2021-07-06,"Very similar to the Story bridge in Brisbane, Australia.",None
128,Dominic Mercier,3,2021-07-06,Long and road-like. Stopped my car and I from getting wet.,None
129,miKe,5,2019-07-07,It allowed me to cross the river without getting wet!,None
130,Victor Palacios,5,2021-07-06,Going up is hard then you go down ... easy.,None
131,dbJoker,5,2018-07-07,The lights shows are so beautiful!,None
132,If theres a will Theres a way,5,2020-07-06,Wish I could rate it more than 5 stars,None
133,gilles1 vautour,5,2018-07-07,Great vue....and bike ride,None
134,King Kali,4,2018-07-07,Pretty smooth at the time. Almost 0 traffic,None
135,Hootan Asgari,5,2019-07-07,Been underneath to watch Montreal's international fireworks competition.,None
136,Skye Dallaire,5,2020-07-06,I jumped off and went in laronde for free!! Try it it works i als,None
137,Angela Marie,5,2022-10-09,Beautiful at night!,None
138,I A,5,2020-07-06,The most beautiful bridge in Montreal,None
139,Irineu Nem eu,5,2019-07-07,Amazing view,None
140,lilixx boi,5,2020-07-06,Best bridge to cross at night,None
141,Alice Kulyn,5,2019-07-07,Best place to watch the fireworks.,None
142,Vivin Sam,4,2017-07-07,Beautiful view and nice walk,None
143,Jordan Meyler,5,2020-07-06,Great firework need more refreshments,None
144,Jorge Pedrero,4,2020-07-06,Really nice place to visit.,None
145,Patrick Marie François,5,2020-07-06,great place to watch the fireworks,None
146,Dongjoon Lim,5,2018-07-07,Changes color and has a path for bikes,None
147,manjunath c.m.,4,2017-07-07,Awesome bridge to hang around,None
148,Patrick Bayne,4,2020-07-06,Great view of the fireworks.,None
149,daniel zhang,5,2020-07-06,One bridge in Montreal with light show daily,None
150,HL Ooi,4,2019-07-07,Good spot for viewing fireworks,None
151,Cross Marlowe,5,2020-07-06,Love it,None
152,Michaell Jaramillo,5,2017-07-07,Amazing place to see the fireworks,None
153,Jasspreet singh,4,2022-07-06,Was good for first visit,None
154,Jamie Laudi,5,2016-07-07,Awesome spot to watch fire works from .,None
155,Brian Dombrowski,5,2017-07-07,It got me over the river. Would drive again,None
156,K Kalra,5,2019-07-07,Bicycle path is great convenience,None
157,krishna teja,4,2017-07-07,Awesome during Montreal's anniversary,None
158,YouTube Cringe,5,2017-07-07,very nice view i give it a 5,None
159,Brian Cowan,4,2018-07-07,It's a bridge. Hasn't collapsed yet.,None
160,Paulo Unia,5,2017-07-07,Less traffic than Champlain bridge!!,None
161,Mohamed Elsanabary,5,2021-07-06,"Jacques Cartier Bridge

View from Montréal tower.",None
162,Tony C,5,2020-07-06,Great view of the fireworks,None
163,Mike Cope,4,2018-07-07,I would have put that money toward health and education,None
164,Steven M.,5,2017-07-07,39.5 Million dollars worth of lighting!!! 👀👀👀 …,None
165,Louis-Philippe Morand,5,2017-07-07,Pretty all day and night,None
166,Julia Chao,5,2022-11-08,Looking great,None
167,Daniel Veillette,5,2020-07-06,Montreal fireworks are a must see,None
168,TMGCJ 57,5,2022-07-06,Nice plaza.,None
169,Roxanne D,4,2019-07-07,It's the new Champlain bridge....,None
170,Nicolas Gaudreau,5,2017-07-07,Nice bridge man.,None
171,Ahmed Hassanein,5,2020-07-06,Nice veiw,None
172,Jean Numainville,5,2018-07-07,Great fireworks show,None
173,gaetan ross,5,2022-07-06,Ok,None
174,Mohamed Remki,5,2022-09-09,Amazing,None
175,Tarun Bhattacharyya,4,2019-07-07,Nice. Enjoyed.,None
176,Brian Goodyear,4,2019-07-07,Least bumpy bridge in Montreal.,None
177,Gary Chen,3,2019-07-07,The light is beautiful.,None
178,Luiz Filipe dos Santos Gama,5,2022-07-06,Old fashioned masterpiece,None
179,Phoenix Mariasine,5,2020-07-06,Beautiful at nighttime.,None
180,Martin Decelles,5,2018-07-07,Nice view,None
181,Stef,5,2020-07-06,Good bridge.,None
182,David M,5,2020-07-06,Excellent view!,None
183,Khaled Joober,5,2021-07-06,Must see,None
184,JC Gregori,4,2018-07-07,Bon show,None
185,Laura Marianella,5,2018-07-07,Incredible view.,None
186,Samuel Rondeau-Millaire,5,2018-07-07,Awesome for the fireworks!,None
187,Etienne Brossard,3,2020-07-06,Just an old bridge.,None
188,Gemma Swan,5,2018-07-07,Lighting are beautiful✨✨✨,None
189,Petr Raab,5,2020-07-06,Super shou pyrotechnics,None
190,CrackurZz,1,2018-07-07,i wanted to go to laval,None
191,Dave Lachapelle,5,2018-07-07,Nice lights,None
192,marc morrison,4,2019-07-07,Highway 132 is the 'hood,None
193,Chawki Refes,4,2018-07-07,Nice.,None
194,Grégoire Senneville,3,2018-07-07,Cute...,None
195,Navdeep Kaur,5,2022-07-06,Beautiful,None
196,stephane cadieux,5,2019-07-07,Love the lighting,None
197,Fahed Kozah,5,2018-07-07,Amazing lighting,None
198,Shajan Kumar V R,4,2017-07-07,beautiful bridge,None
199,Saurav Sharma,5,2021-07-06,Engineering Marvel ❤️,None
200,Pamela Cooke,5,2020-07-06,It was very bridgey?,None
201,Bilal yassin,5,2021-07-06,Beautiful,None
202,Larissacamille Gagne,5,2018-07-07,Very nice.,None
203,Vahid Gh,5,2021-07-06,Beautiful,None
204,Joe Pouzet,4,2022-07-06,Ok,None
205,Kavindra Jain,4,2020-07-06,A Unique Idea,None
206,kim hyungju,4,2020-07-06,Good,None
207,Iván B,5,2020-07-06,Big,None
208,Boi Anh Nguyen Dinh,3,2018-07-07,Nice,None
209,Khaled dandachli,5,2018-07-07,Nice to pass by,None
210,Alexander Casallas,5,2019-07-07,Fantastic,None
211,Melissa Bascombe,5,2018-07-07,Cool,None
212,Pejman Mo,5,2018-07-07,Nice and expensive!,None
213,norma aketzali,5,2018-07-07,Beautiful,None
214,Teresa Lopez,5,2020-07-06,Beautiful place,None
215,Charbel Sayegh,3,2020-07-06,It was great,None
216,Kent Conover,5,2021-07-06,Dramatically shaky!,None
217,Noman Majeed,5,2020-07-06,Stand Historically,None
218,karim benmouh,4,2018-07-07,Traffic dense,None
219,Anthony Bohonos,5,2023-07-01,The traffic can be bad during rush hour but it’s managed well with a flow changing middle lane. Nighttime light shows have only added to the historical iconic-ness of this bridge. The bridge is also shut down during the summer through the fireworks shows for amazing viewings.,None
220,Bleuet T,5,2023-06-22,"Spectacular bridge, it is very high and long above the St. Lawrence River. There is a wonderful bike path that offers spectacular panoramic views of downtown Montreal, the river, Île Sainte-Hélène and Parc La Ronde. Once I even saw a whale jumping out of the water.

Spectaculaire pont, il est très haut et long au dessus du fleuve Saint-Laurent. Il y a une magnifique piste cyclable qui offre des vues panoramiques spectaculaires du centre-ville de Montréal, du fleuve, de l’île Sainte-Hélène et du parc La Ronde. Une fois, j’ai même vu une baleine qui sautait hors de l’eau. Je vous conseille fortement de le traverser à pieds une fois dans votre haut, la hauteur est hallucinante.",None
221,Julia Raithel,5,2023-06-06,Beautiful and impressive bridge with a great viewpoint nearby. From here you can see the Montreal skyline perfectly. 👍🏼,None
222,womanhattan,3,2023-05-07,J avais jamais roulé sur ce pont étant française je ne connaissait pas mais l etat des routes est assez halucinant et surprenant pour moi sinon tres belle vue,None
223,Stéphanie Spearson,5,2022-08-10,Beau pont. Donne une excellente vue de Montréal et de l'île Sainte-Hélène. Il y a un espace protégé et sécuritaire pour les piétons et les cyclistes. Bel endroit également d'où regarder les feux d'artifice de La Ronde gratuitement vu que le pont est fermé ces soirs-là et que c'est juste à côté.,None
224,Jérémie Kardos,3,2022-07-06,"Vue magnifique du côté de la piste cyclable... mais cette dernière n'est clairement pas assez large pour le nombre de vélos qui y passent l'été, en plus des piétons qui sont parfois très lunatiques et dangereux :( De plus, je ne comprends pas du tout l'utilité et la pertinence d'installer des barrières de ralentissement dans les pentes sur la piste cyclable. Est-ce que ça se ferait installer des barrières de ralentissement sur la route? Non? Alors pourquoi en mettre sur la piste cyclable?",None
225,Yann Lebourg,4,2022-07-06,La traversée du pont à pied ou à vélo est juste magnifique avec la vue sur la ville.,None
226,François Démontagne,4,2021-07-06,"Passage essentiel pour les piétons et cyclistes entre les deux rives du fleuve. Malheureusement, fermé 4 mois par année aux piétons et cyclistes. Incompréhensible quand on prétend se soucier de l'environnement.
[Edit] septembre 2020 : l’accès pour les piétons et cyclistes est désormais maintenu toute l’année, même l’hiver. Vive la mobilité active entre les deux rives 🚴🏽‍♀️🏃🏼‍♀️!",None
227,Jean-Francois Gagnon,5,2022-07-06,"Quoi dire ? Ce pont un l'un des principal symbole de Montréal. Impassible et majestueux, il surplombe le fleuve d'une manière grandiose. On y trouve une piste cyclable reliant les iles Ste-Helène et Notre-Dame",None
228,Evla,5,2021-07-06,"C’est un super beau pont sur lequel il fait bon de conduire tout en admirant MTL, le fleuve St-Laurent, le parc d’attraction la Ronde et ses environs.

Attention ! Ne rentrez pas pour autant dans le derrière d’une voiture. ;-)",None
229,Jery May Lopez,5,2023-05-07,Beau pont de St Jacques Cartier,None
230,Mike Hariot,5,2021-07-06,Spectacular bridge over the Sankt Lorenz river. Great lighting as available. It's a shame that the footpath and bike path are closed in the winter months.,None
231,Gérard Fortrie,5,2020-07-06,"La question que je le pose... combiens de temps , de fer, de matériaux  et  d'hommes pour faire  ce pont ....  et juste un mot .... magnifique.",None
232,Ulryk Laperrière,5,2023-06-06,"Excellent pont, pratique pour traverser le fleuve St-Laurent.",None
233,Joana Zghaib,3,2019-07-07,"La marche y est incroyable, la vue est à couper le souffle!!! À faire en été ou même au printemps. Le seul hic est l'aménagement de ces lumières qui ont coûté beaucoup trop cher et alimente la pollution visuelle de la ville.",None
234,Max Bauer,4,2022-12-08,"Très beau pont commémoratif et monument signature architectural de la ville, du 400 ème anniversaire de la traversée transatlantique originale, inauguré en 1934. Agréable à traverser en vélo ou à pieds, pour des vues de la silhouette urbaine magnifiques, les îles, et la rive-sud, ainsi que lumières artistique de couleurs alternée de nuit. (longueur: 3.4 km / hauteur maximale du tablier de pont 36.6 m.[120 pieds])
~~~
Very nice commemorative bridge and architectural city signature monument, of the 400 th anniversary of the original transatlantic crossing, inaugurated in 1934. Enjoyable to cross on bike or by foot, for amazing views of the city skyline, islands, and the southshore, as artistic alternate color lighting by night. (lenght: 3.4 km / maximum height of bridge deck 36.6 m.[120 feet])",None
235,yES smertes,5,2020-07-06,Une belle construction!! Nous l'avons emprunté pour nous rendre sur l'île Saint Hélène et visiter la biosphère.,None
236,Thierry Mbiya Officiel,4,2019-07-07,Je n'ai toujours pas eu le temps d'y faire ma promenade à pieds ou à vélo.  Été 2019 inch'Allah,None
237,Beatriz Garcia,5,2022-11-08,"This monster! 💝 It is monumental, masterful, it is completely beautiful!👍💯💃💞",None
238,jean-marie fortier,5,2023-06-22,"Pour contourner le tunnel , pont Jacques cartier est une très bonne alternative",None
239,etienne vallee,4,2022-07-06,"maintenant illuminé, il est beau a voir le soir. soyez prudent sur le pont, il y a une courbe et gardez bien votre ligne! Le parc d attraction  La ronde est la , en plein milieu du pont, prenez la sortie et vous y êtes. En vacances a Montréal, c est un arrêt pour la famille!",None
240,CNET ENR.,5,2023-06-06,Ça devrait être tjrs 3vois ouvert ça viderais Papineau même après 7 hrs,None
