ID,Reviewer,Rating,Review Time,Review Content,Owner Response
11,Jonelle Browne,5,2022-07-06,"So happy I found this place. The owner is professional, friendly and welcoming. The shape and design of my nails came out PERFECTLY. I will 100% go back and will recommend this place to anyone looking to get their nails done.",Thank you so much for your review Jonelle! Really appreciated 🥰
12,shabnam Chehrenema,5,2021-07-06,"The best manicure & pedicure services that I have ever had. A cozy, clean and well decorated place with the professional service specially during the pandemic. Stuffs are so professional, creative, detail oriented and always with the new and beautiful designs. They use high quality materials and new methods for designing.
Highly recommended for all.",Thank you for your compliments! We will try to do our best 🥰
13,Cyn,5,2022-07-06,"First time coming here and I'll be back. I had something in mind, showed a picture and she did it better than on the picture. It was professional yet friendly and welcoming. I picked gel with extensions plus her free hand design, pricing was good too.",Thank you so much for your review Cyn! We’re appreciated it. Can’t wait to see you back 😘😍
14,Yasmine A.,5,2022-07-06,"I’ve never been so happy with a manicure. The place is beautiful, clean, and the owner is an absolute Gem.",It was my pleasure to serve you in Holly Yasmine! Thank you so much for your kind words…. You’re so sweet 🥰🥰🥰
15,Amanda Pounder,5,2022-07-06,"Love! Love! Love!

So happy my friend told me about this place!
So friendly and amazing nails!","Thank you for your time to give us a wonderful review 😍. Really appreciated.
Love love to have you at Holly 🥰"
16,mikaela rose,5,2021-07-06,"I don’t even know where to start she is so amazing! And I have been in love with my nails every single time I’ve gone. My nails last so long, never any breaking or issues. They always turn out even better than I could have asked for! I will never go anywhere else again, she is so sweet and kind too! I always leave with a smile!",That’s fantastic 💕. Thank you so much for your wonderful words! You’re so sweet. We will make sure you leave with a smile Mikaela Rose 😉
17,M M,5,2021-07-06,"This is a must-stop in the area if you want a manicure and pedicure. The service and the quality is all that you hope for! Julie is wonderful. It has a cozy, calm and serene vibe. You’ll love it and want to go back. I do :)",Thank you so much for your compliments! We are sure to do our best for the customers. 🥰
18,shannon tahamont,5,2021-07-06,I had such an amazing experience here ! she really takes her time doing your nails to make them perfect! super friendly and such a nice salon and great service 10/10!!!,You just put a big smile on my face ❤️ thank you so much Shannon! It’s been pleasure to have you in Holly. Love.
19,Sam F,5,2021-07-06,Holly was incredibly nice and very professional. She treated my nails so well and I'm definitely going back. So happy to find a really clean and nice looking place in LaSalle. This has become hard to find in the recent years. Thank you Holly!,Thank you for your kind words Sam 🥰.
20,Marie-Claude Blais,4,2023-06-29,Good service and friendly staff!,None
21,Nicole Greene,5,2022-07-06,My daughter introduced me to this salon and I have no regrets.  My nails last long without breaking or falling off.,Thank you for the great review! We can’t wait to have you back at Nails Beauty Holly ♥️
22,Tatiana Cardenas,5,2022-08-10,We loved it!! They are so kind and professional.  We will be there again soon!! Thank you so much!!,Thank you so much for taking the time to leave us a rating ❤️❤️❤️
23,Mercedes Aurora Pèrez Lòpez,5,2021-07-06,"She is so cute, kind and Professional.
Her place is super clean.
Her job is amazing, I really appreciate and recommend ❤️","Thank you for your kind words Aurora!
I appreciate that. I love having you always in the salon 😁"
24,Perline Hardy,5,2021-07-06,I always love my nails everytime I go. Its always super clean and it's a charming place. :),"Thank you for your compliments Perline .
It’s so good to know you love your nails 🥰"
25,Brenda Vittachi,5,2021-07-06,Excellent experience. Julie does a great job. The shop is pleasant and parking accessible.,Thank you for your compliments Brenda. We hope you received a pleasant feeling after too 🥰. We really appreciated your evaluation.
26,Élodie,5,2022-07-06,Cute shop. Owner is listening to the client needs. Great price/quality,Thank you for your review! That was a nice surprise today! I’m really appreciated what you wrote here Élodie. We’re happy to serve you in Holly ❤️
27,Michelle Senecal,5,2022-09-09,Amazing services and the nails were beautiful.,"We really appreciate you taking the time to share your rating with us 🥰
We look forward to seeing you again soon ❤️❤️❤️"
28,Ashley Roberts,5,2022-12-08,Best nail salon in the neighborhood!,None
29,Elizabeth Armstrong,5,2021-07-06,excellent as always love julie,"I’m glad to have you Elizabeth.
Thank you sincerely."
30,N Khalifa,5,2022-07-06,Everything about this place is awesome ❤,Thank you for your words. It really give us a booster 🥰
31,Melanie Marshall,5,2021-07-06,Will definitely be going back,Thank you Melanie💕. It’s very kind of you to take your time to review for us here ❤️❤️❤️Hope you enjoy your nails and see you back soon 😍.
32,Cupidz Box,5,2022-07-06,A real nails artist,Thank you so much for taking the time to leave us a rating ❤️❤️❤️
33,Alex A,5,2021-07-06,Belle place à découvrir ! Si vous cherchez une place pour le nail art  c’est la place idéale. Je suis aller pour une pose d’ongles et j’étais très satisfaite du service et du résultat finale.,"Merci pour votre évaluation Alex,
On a vraiment apprécié ❤️."
34,Nadi Nehdi,5,2022-10-09,"Écoute, communication et sourire
Un service impeccable
Finition magnifique
Je ne changerai jamais cette adresse",We really appreciate you taking the time to share your rating with us. We look forward to seeing you again soon❤️❤️❤️
35,Agnes Ygorra,3,2022-07-06,"Résultat moyen....
J'ai lui montré ce que je désirais  et j'ai eu.... rose bombon... trop épais, forme des ongles pas naturels du tout et sans lavage de mes mains avant le vernis. La dame est gentille mais le résultat est vraiment pas top...","Bonjour Agnes Ygorra!
Merci beaucoup pour votre évaluation ici.
J’ai toujours demander les clients si elles sont contente avant de partir notre salon!
Si vous ne aimez pas votre ongles après, j’offre de refaire ou rembourse votre argent.
Merci encore et vraiment apprécié votre temps."
36,Marie-Ève Bouchard,5,2022-12-08,Une place qui prend le temps et soin de ses clients avec une qualité de service hors pair ! Je recommande !,None
37,Célia Desruisseaux-Bessette,5,2021-07-06,"La propriétaire, Tan, est exceptionnelle. L'endroit est accueillant, charmant, propre et calme. L'ambiance est agréable. On est un client à part entière, pas un numéro. Le service est professionnel. J'en suis sortie ravie.",Merci beaucoup pour votre évaluation Célia! Vraiment apprécié 🥰. Vous êtes tellement gentille 💕
38,betty boops,5,2021-07-06,"Très belle expérience, travail professionnel et accueil comme je n'ai jamais eu. Je suis venue avec ma petite fille et nous nous sentions comme à la maison. Je recommande vraiment même si ce n'est pas encore très populaire, tout est réuni pour que cet endroit soit apprécié.",Vous êtes Flora? J'apprécie énormément votre commentaire.
39,Cynthia Angrand,4,2021-07-06,"Une personne très professionnelle et très gentil, endroit propre  et agréable.
Je vais y retourner c'est certain.
Elle a fait exactement ce que je lui ai demander 😀
Merci merci merci  hate au prochain rendez vous 😁😁 …",Merci merci merci à vous aussi Cynthia.. 🥰🥰
40,Josee Desilets,5,2022-07-06,"Super service, bel endroit intime et propre, la madame elle est super sympathique, minutieuse, professionnel et de bon conseil juste WOW",Thanks so much for sharing your experience. It’s mean a lot to us 👍We hope to see you again soon. ♥️😍
41,Déborah BIEUX,5,2021-07-06,"Très satisfaite, des ongles toujours au top, très douée, très professionnelle. Et niveau qualité prix c'est très raisonnable.",Merci beaucoup’ votre commentaire est très apprécié.
42,Vava Voom,5,2022-07-06,Fait bien les ongles. A l' écoute du client. Bon résultat et les ongles durent longtemps. Vous ne serez pas deçu.,"Merci beaucoup votre temps pour évaluation.
On est vraiment apprécié 🥰."
43,Celine Lavoie-laforest,5,2022-10-09,Wow !!!! Juste belle découvertes ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ Je vous le recommande ❤️❤️❤️❤️❤️❤️,Thanks so much for sharing your experience with us. We hope to see you again soon ❤️❤️❤️
44,Cindy Legault,5,2021-07-06,"Belle place , propre ,tranquile. La technicienne ( propriétaire) est tout simplement merveilleuse et a l'écoute de nos besoins 👌❤️ …",Merci pour votre évaluation Cindy!🥰
45,audrey Drey,5,2022-11-08,Très talentueuse et accessible 10/10 recommende,None
46,C C,5,2023-07-04,Très bon service et prix raisonnable bravo.a tout le.personnel,Merci beaucoup Christine pour votre évaluation 😍. Appreciated ❤️
47,Pierrette Mouscardy,5,2022-07-06,No review text provided.,Merci beaucoup pour Votre review Pierrette 🥰😘.
48,Francesse Rene,5,2021-07-06,No review text provided.,Merci pour l’évaluation Francesse!
49,Emma Gougeon,5,2021-07-06,No review text provided.,Merci Emma pour l’évaluation.❤️
50,Ania Janjic,5,2021-07-06,No review text provided.,Thank you for your evaluation Ania 😘❤️
51,Annik Lapierre,5,2023-06-06,No review text provided.,None
52,Elisabeth B,5,2021-07-06,No review text provided.,Merci pour ton évaluation Elisabeth. Vraiment appreciate 😍🥰
53,Melissa Erika,5,2021-07-06,No review text provided.,Thank you for your evaluation 🥰.
54,Imelda Abra,5,2021-07-06,No review text provided.,Thank you for your evaluation Imelda. Appreciated 🥰😍
55,Gisele Ornella Nkie Eyenga,5,2021-07-06,No review text provided.,Merci Gisèle pour l’évaluation 🥰❤️
56,Tiara Smith,5,2022-07-06,No review text provided.,Thank you very much for your review Tiara! Really appreciated 🥰
57,Josée Simoneau,5,2022-07-06,No review text provided.,Thank you for your review Josée ❤️
58,Vân Anh Ngô,5,2022-11-08,No review text provided.,None
59,Sherida Watts,5,2022-07-06,No review text provided.,Thank you so much for your review Sherida 😍😍😍. Hope to see you again soon 😘
60,Efstathia Sgoumpopoulou,5,2021-07-06,No review text provided.,Thank you for your evaluation! Appreciated ❤️
61,Lilianne Lavallée,5,2022-07-06,No review text provided.,Thank you so much for taking the time to leave us a 5 star rating!
62,Erin Tartre,5,2022-07-06,No review text provided.,Thank you very much for your review Erin. Really appreciated ❤️
63,Natalie,5,2023-06-15,No review text provided.,None
64,Sarah Mcaughey,5,2022-07-06,No review text provided.,Thank you so much for taking the time to leave us a rating Sarah 🥰♥️
65,Senjuti,5,2023-06-15,No review text provided.,None
66,M D,5,2021-07-06,No review text provided.,Thank you for your evaluation! 🥰
67,L Myriam,5,2022-07-06,No review text provided.,Thank you for your review Myriam! Appreciated 🥰🥰🥰
