ID,Reviewer,Rating,Review Time,Review Content,Owner Response
32,Krystal Styles,4,2023-04-07,"This church was beautiful and was definitely worth seeing in person.  I only gave it 4 stars, because it is not as grand and beautiful as Vatican City and St. Peter's Basilica.  After seeing that, all the other churches I have seen around …",None
33,Avinash Mehra,5,2023-05-07,I had the pleasure of visiting Notre-Dame Basilica in Montreal and it was truly a magnificent experience. The stunning architecture and intricate details of the basilica are a testament to the dedication and skill of the craftsmen who built …,None
34,Anjaly Pulickal Sajeevu,5,2023-05-07,Notre-Dame Basilica of Montreal is a magnificent and iconic place of worship that should be on the itinerary of anyone visiting Montreal. The basilica is located in the heart of Old Montreal and is a stunning example of Gothic Revival …,None
35,Luciano Silva,5,2023-06-06,"Must see spot in Montreal. I highly recommend the AURA show. It is definitely well worth the money. The show lasts about 40 minutes. I suggest trying to show up early to get decent seats. Line up was long but it moved pretty quick. Also, if …",None
36,Tomasz,4,2023-04-07,"I went to the AURA experience and I am conflicted. Because the experience was actually good but I really think they are charging too much for it (32$ for adult ticket). Saying that, I do not regret going. The first 5 minutes of the show …",None
37,Ms Outlier,5,2023-03-08,"One of the most beautiful churches in Canada. I’ve been to the Notre Dame in Ottawa, Quebec City, Montreal and this one’s my favourite!
There’s an entry fee of $15 & I’d suggest you buy it online a day or two in …",None
38,Rylan Gordon,5,2023-06-22,"Beautiful cathedral! The history, architecture, and detail in the craftsmanship is astonishing. Highly recommend.",None
39,Gus Cee,4,2023-06-06,15 CAD for entry. It's a really impressive room without a lot of depth. Ticket vendors were friendly. Restroom is in the back and down a flight of stairs. Able to take pictures in main room but not side areas.,None
40,Jennifer Martinez,5,2023-06-29,The show at night is beautiful. It is worth every cent. Kids 5 and under are free. Strollers are ok. No photography or recording of the show.,None
41,chaitra,5,2023-06-22,I am in love the architecture of this church omg fallen in love with it so peaceful place good vibes they have also got laser show one should plan to go for it too ! It was beautiful experience being here!!💙💙💙 …,None
42,Surya Arunkumar,5,2023-04-07,This is the first time visiting such an amazing basilica. Completely impressed with the architecture and the atmosphere. Can't even imagine how they can maintain such a historical place. Visit their online site and buy tickets so that you can save some money.,None
43,Manveer Singh,5,2023-05-07,"One of most beautiful Church I have ever seen.
There is an entrance fees to enter this church which is the only thing I don’t like about this. But otherwise you will love the architecture and design of this church. Even the organ is very powerful & surrounds the music pretty nicely.",None
44,Aliyeh R,5,2023-03-08,A majestic historical church located in the heart of Old Montreal with a breathtaking interior design. Stained glasses are very pretty. You should not miss visiting this place if you travel to Montreal. Book your ticket in advance.,None
45,Taric Abadla,5,2023-06-22,A beautiful church in the heart of old Montreal. Definitely worth visiting. The staff there are very helpful and pleasant.  I’d recommend buying both the sight viewing and the aura show. Took my gf here and we both enjoyed it very much !,None
46,Mittikset on The Road,3,2023-06-06,Interesting architecture in this over 200 years old cathedral. Glass window picture not only biblical sights but also Montreal's history. Definitely worth of visit. They have laser show in the evenings.,None
47,A Sabbagh,5,2023-05-07,"Nestled in the heart of Old Montreal, this stunning basilica is a breathtaking masterpiece of Gothic architecture. …",None
48,Peter Huang (Pete),5,2023-06-06,"Came to see Aura for the second time. Much longer than the first version but I guess the longer version align with the ticket price better.
Although on website they said door open 15 mins before show, we were able to get …",None
49,Jordan,5,2023-06-06,I came for the Aura Experience in the evening - it was beautiful! The lights and the music are extraordinary and it's well worth the price of entry. You get to walk around a little after the show to take photos and see a few more things up …,None
50,Jake Chen,5,2023-06-06,I came here for its fame (the wedding Cathedral for Celen Dion) and its laser show. It's indescribably beautiful.  Make sure you stop by the square right outside of the Cathedral.  We witnessed a peaceful gathering organized by Ukrainians in Quebec by surprise.,None
51,hansel tan,5,2023-05-07,"We came here right after easter weekend, the temperature was very cold outside, yet it was so warm on the inside. Let’s not forget the breath taking views of the cathedral ceiling, ornaments and statues inside. It was truly breath taking and will recommend this place to others.",None
52,Jonathan Lau,3,2023-02-06,"I'm pretty sure the point of this church is to go inside to take a look at the windows and walls and stuff. However, the prices to enter to look at stuff for 5-10 minutes isn't ideal. Especially when other local guides have done the paying, …",None
53,Scott Hughes,5,2023-06-06,"This church is beautiful. All of the hand crafted woodwork, marble, and the painting is amazing. Not to mention the stained glass. The organ is one of the biggest in the world. Def a must see",None
54,Yue Hu,3,2023-06-15,"For someone from southern Europe, both my boyfriend and I felt it was not worth paying so much to enter a church. The interior is definitely very beautiful, but if you're used to churches in southern european countries (most if not all, free to enter any time), you may feel the way we did.",None
55,Ravika,5,2023-05-07,"Beautiful Cathedral located in the heart of Old Montreal. Exterior has a little square that has crowds from around the world. Artist shows, live music and benches and chair to take a break, relax and enjoy by yourself and or with family & …",None
56,Soraya Kaoroptham,5,2023-05-07,The most stunning cathedral I have ever seen. Don’t miss the light show. It usually start at 6pm. Very mesmerizing and very magical.,None
57,Rajni Nautiyal,5,2023-06-15,"Gorgeous. The light and sound show was astonishing good. I was flabbergasted to see the fine interior work . The organ here constitute 7000 pipes , the largest one being 9.75 meter high and the smallest pipe being 6.35 mm. Must see .",None
58,Carla Hunter,5,2023-06-15,"Gorgeous place!  If you're going, there is a QR code on the wall to buy tickets online to skip the line.  Don't wait in the line, just pay for your ticket and get tickets in your email.  Takes about 5 minutes and you're in.",None
59,Quana Johnson,5,2023-04-07,Beautiful. I cannot go into detail about this experience as it was very personal & intimate. I can only say that it is worth a visit & recommend that you set aside ample time to sit & revisit each section.  It is so detailed & grand.,None
60,Alex K,5,2023-05-07,"This is an architectural marvel with remarkable details and fine craftsmanship. The beautiful arches, stained glass windows and carvings all combine to create a beautiful atmosphere. If you appreciate fine architecture and design and are …",None
61,Karunya Rao,5,2023-06-06,Highly recommend for anyone who appreciates great architecture or history or are practicing/ religious Christians. The only thing to remember is to be respectful of the space because it is a place of worship and maintain the peace and quiet.,None
62,Dannie A,5,2023-06-06,Beautiful and well preserved gothic church in the heart of Montreal. I lived in Montreal all my life and never visited this church. The design and architecture were absolutely stunning and breathtaking. You can spend your time looking …,None
63,no name,5,2023-06-06,Very nice church from the inside. The whole interior seems to be made out of wood. This is true art.,None
64,Jeffrey Nguyen,5,2023-05-07,"In awe of majestic beauty inside Old Montreal's Notre Dame Basilica the largest in North America! Mesmerized by countless incredible details of sacred master craftmanship from previous centuries without much technologies! A not-to-miss highlight of every visitor's trip to Montreal, even if one is not of Chistian faith!",None
65,Jesse Locklear,5,2023-02-06,"It was the most beautiful  church I have ever been in! This is a must-see if visiting Montréal. There is plenty to see, and you can spend a while just admiring  the colors, the art, the ceiling, the organ, and so much more. There is an entrance fee but it is totally worth it!!",None
66,Jordan Evans,2,2023-06-06,"The church itself is a beautiful sight,
But i don’t personally feel that it is right to charge $15 to be able to even enter the church. …",None
67,Philip Welch,5,2023-01-07,No words or pictures can describe or show the beauty of Notre-Dame. You really need to visit and see it in person. We will come back and visit again as well as take mass here. A very beautiful and impressive place that needs to be seen. At the time of our visit there was renovation work being done on the outside. Check it out!!!,None
68,Aditi Jain,5,2023-06-06,"Amazing architecture. Since it's a tourist attraction, it's always crowded. I suggest buying tickets online to avoid queues.",None
69,Brook Sternberg,5,2023-04-07,I saw the Aura show on 3/23/23. It was AMAZING! Tickets were 34.00/adult. The music and the lights and the church were magnificent. You cannot take pictures or video during the show. But after the show the regular lights turn on and you can take pics then. Well worth it!,None
70,Elio Yaacoub,5,2023-01-07,"Simply Holy!
Huge basilica in the heart of Montreal that attracts visitors from all over the world. A unique monument that offers a trip of serenity and holiness. …",None
71,Crispin Lewis,5,2023-06-06,This Cathedral was absolutely stunning! Entrance fee was only $15. It’s a must see if you’re passing through Montréal!,None
72,Brian Martin,5,2023-05-07,"Beautiful during the day and even more spectacular for the Aura show at night.
Would recommend anyone coming to Montreal to visit this church. Religious or not, the beauty alone is to admire.",None
73,HCY,4,2023-05-07,"The ticket is a little expensive.
But the light show you have to watch it!
Recommend understanding the story of the light show in advance.",None
74,Ehab Madokh,5,2023-02-06,"The location in downtown Montreal is perfect. The parking is an issue.
The museum is one of the best.
The decorations are unique 👌 😍 …",None
75,Sweeton Dmello,4,2023-06-15,"It's a beautiful church but  it's not always open for visitor's, you need to check the timings and go incase you need to visit from the inside.",None
76,Agnes P.,5,2023-02-06,The basilica is very beautiful. We also attended AURA which which was very heartfelt and magical. I wish I could go again. The chapel was closed for prayers only during our visit so we were not able to go in,None
77,kannuri sai kiran,5,2023-01-07,One of the best architectural churches in Montreal. Have been waiting for quite a long time to visit this church after covid. Just got a chance to be there and I was not disappointed. The sheer volume and the capacity of the church amazes me. Best times to visit - Christmas eve and new year's eve.,None
78,Raish Siddiqui,5,2023-05-07,"The interior of the church is amongst the most dramatic in the world and regarded as a masterpiece of Gothic Revival architecture.[1] The vaults are coloured deep blue and decorated with golden stars, and the rest of the sanctuary is …",None
79,parizad aria,4,2023-05-07,"We went there on wednesday noon. The visitors were quiet numerous and it wasn't as much tranquil as I was expecting.
It has two salons. One is the large and main room of the church with all the …",None
80,Libi Mirkin,5,2023-01-07,"Must visit!
Incredible place with a huge history. Inside the Cathedral you will see many beautiful paintings …",None
81,Anna,5,2023-06-06,"Amazing place...mesmerizing view, can't imagine the amount of work and time that had been spent to make this architectural treasure.
I will suggest to visit during workdays to avoid huge line, tickets are 15$ per person and it absolutely worth it.",None
82,Neetika Agarwal,5,2023-03-08,"What a beautifully preserved architectural marvel!! As an artist I am always drawn towards intricate and beautiful designs, but the delicate work here is something else. Definitely a must visit place.",None
83,Chun Loe,5,2023-06-08,"Went of the Aura experience, which was a light show.

It was an unreal experience that I would recommend everyone check out. The mix of this historic building and a modern contemporary light show is something unique",None
84,Kaleb,5,2023-03-08,"Such a cool place to visit!

The Aura light show here was a major highlight of our trip. It’s amazing to see …",None
85,Carolyn Coulombe,5,2023-06-29,"This is a beautiful and breathtaking scenery area. You will get lost in all the different sculptures, paintings and windowpane. I was there for a first communion and it was amazing. Would recommend for any local and tourists.",None
86,JOSEPH KORANTENG,5,2023-06-06,Marvel at the work pit into this magnificent building. It's a must-see edifice to see once you get to Montreal. You can take a break with touring to reconnect with God in this beautiful Temple.,None
87,Toni Sterling,3,2023-06-29,"There is a fee to enter. Was nice on outside, although construction was being conducted on one side during my visit",None
88,Jennifer Waldrop,5,2023-06-15,Beautifully detailed cathedral. Low cost entry. Quiet attraction,None
89,JEM,5,2023-06-22,Very pretty basilica and sculptures! Interesting backstory and fun concept. If you are visiting Montréal this is a must!,None
90,CAIO VINTURINI,5,2023-06-06,One of best place to visit in Montréal. I’ve feel in peace like in the Basilica. Highly recommend!,None
91,Arvind Ravulavaru,5,2023-01-07,"The Notre Dame Basilica of Montreal is an absolutely stunning church that is a must-see for anyone visiting the city. The beautiful architecture and gorgeous stained glass windows are a sight to behold, and the peaceful atmosphere inside …",None
92,Dee Shah,5,2023-05-07,This place awsome and cannot completely trip without exploring this Church. FYI - It has tickets and only time its Free is in morning at 7 during Mass.  we bought ticket online which is quick process. in evening it has light show but tickets way expensive.,None
93,Alejandra Aboud Keenan,5,2022-12-08,"Absolutely stunning! I got tickets to visit the Basilica and for the Aura show. You must get tickets in advance for the show because it sells out quickly.
The Basilica is beautiful, with intricate designs and full of colour. The Aura show is worth seeing, a mix of music, light image and color!",None
94,Kass Oakes,4,2023-06-06,"It's beautiful, easy to buy tickets. There's obviously very slim pickings for parking near by especially if you're in a truck.",None
95,Amanda Abirached,5,2023-06-15,Majestic! We watched the Aura show and it was just superb! If you are visiting make sure to reserve for the show.,None
96,Maria Mainart,5,2023-05-07,Paying a visit to the grandeur of this Roman Catholic church built in the mid-1800s is a must for anyone walking the streets of Vieux Montréal. Entrance fee is $15 for adults and it’s honestly very worth it. This gothic beauty is comparable to European jewels.,None
97,adelina panosso,4,2023-04-07,"It’s no question a beautiful church. We enjoyed visiting it but I found $50 for family of 5 a little pricey just to see inside of the church. We did not do the show. Buy tickets online, to cut the entry lines.",None
98,Roxana Velasco,5,2023-04-07,"Self guided tour that started because of covid and still no decision to add tour guides back, which I think would make for such a better experience. I’m sure it holds a lot more history that you would get from someone showing you around. We …",None
99,Bruce Heath,4,2023-06-06,"It's a copy of the cathedral in Paris, without the tower and well, without the massive fire. Nice for a visit.",None
100,Batsala Batsala,5,2022-09-09,It is the most beautiful church i have ever been to. The area is huge and the interior is so pretty. The statues and paintings all have history behind it. It was nice to know the our past is preserved in such an honourable way. The upper …,None
101,Aman Yadav,5,2023-02-06,An 18th century church which is intertwined with the history if Montréal. The bascilla's altarpiece is it's main charm which has intricate statues with Eucharist theme. The stained glass windows and the art tell the tale of Montreal through …,None
102,bill hua,5,2023-06-06,"A lot of beautiful details in wood carving to stained glass windows.  The structure, both exterior and interior, gives visitors an awe feeling.",None
103,Emily N,5,2023-06-22,Beautiful cathedral in the middle of old town in Montréal. Would recommend getting tickets online to skip the line and get right in,None
104,Mostafa Alizadeh,5,2023-06-15,"Unbelievable church, art, majestic, religious, history, music, and myths you can find there.
I have never visited the same place.",None
105,Martyn Z,4,2023-05-07,Impressive structure and interior. One star off for charging a set fee for candles. Should be a donation.,None
106,Aadesh Khanna,4,2023-06-06,"Very artistic and beautiful. Purchase tickets online so you can walk in direct to, which can be done right outside",None
107,Jose Padilla,5,2023-06-29,"The interior is the most beautiful church I have ever visited, and I have been to churches in over 60 countries.   The photos do not do it justice.   They also charge the most to get into a church, but I understand.  It would get too crowded otherwise.",None
108,Kanika Rathore,4,2023-06-06,Its a beautiful church but I felt the per person $15 entry fee is bit high for what you see or experience. I would have preferred lower entry fee for this place considering there is only one hall you see and they have huge footfall on daily basis.,None
109,Annabelle Begonia Ferret,5,2023-06-15,"I love this place. Quiet, beautiful art. Service on Sundays allows you to see the place without paying the entrance fee, but the paid show is always worth it. Thank you for sharing your beauty with us every day. We all need spiritual renewal and this is where I go when I need a big boost.",None
110,Tracy Gaut,5,2023-02-06,"If you have the opportunity to visit, do it. This is a beautiful church! We also stayed for Aura, a light show. It was definitely worth the money and one of my most favorite parts of the trip.",None
111,Paul Bryden,5,2023-05-07,"Grand, superb, magnificent! The Basilica rivals many of those in Europe for scale and decoration.",None
112,Morteza Babaee,5,2023-01-07,It was a great place to visit in Montreal. I have visited similar churches on Germany and Netherland specifically Ashen. Inside was decorated with high number of beautiful statues and lights. I learned so many things about christianity and religion symbols.,None
113,Kenny Kwan (Kkwan),5,2023-05-07,"Beautiful place, even if you are not religious worth a visit to appreciate the craftsmanship.",None
114,Isabelle forest,3,2023-05-07,"This place is really cool and I fully recommend a visit! However.. It is very strange that everywhere you turn they are asking for ""donations"" and you must pay to light candles. Everyone in the building is taking pictures. I really hoped …",None
115,Simon Wright,5,2023-05-07,Beautiful old basilica located in the historic part of Montreal. We were there to see the Aura show which was incredible.,None
116,Harinder Kumar,5,2023-05-07,One of the most beautiful places i ever been too. Amazing wood work inside. Must visit place during Montreal trip,None
117,Jeffrey Adaya,5,2023-03-08,A place that you should not miss when visiting Montreal. The most beautiful church I have visited. Prepare $15 dollars entrance fee.,None
118,Meily Fortuna,5,2022-09-09,"What s historical landmark, the Gothic European architecture is so amazing all the interior design details are incredible. It's great place to worship also get a museum like experience. …",None
119,Andon Duckworth,4,2023-05-07,"Beautiful architecture, I think the entry price is way too high, it's not like the church is lacking funds. Should be way cheaper for youth.",None
120,柯淳偉（Wei）,5,2022-12-08,"Notre Dame Basilica is absolutely magnificent and beautiful.
Every decoration is completely delicate and spectacular, such as paintings, sculptures, stained glasses, and so on. …",None
121,Bharath Kumar,5,2023-03-08,It is a very good church with an ancient feel and we have to take the ticket of 15$ and go inside to visit the place.,None
122,Viru Agrawal,4,2023-01-07,"Very beautiful Basilica, but a bit sad to see a monument like this turn into a tourist trap. Ticket prices are exorbitant for such a small area, and they have even gone as far as installing tacky credit card readers for the shrines. I have …",None
123,Trevor C,4,2023-06-06,Beautiful building with some awesome imagery. Little pricey since most areas were closed off but staff was great and it was worth it overall.,None
124,Ali Baranpourian,5,2023-06-29,Excellent place of worship. Quite breath taking! Almost as beautiful as the Notre Dame cathedral in Paris. Definitely worth the admission fee even if you're not the religious type.,None
125,Marty J,5,2023-06-06,"It was a great show, well done with music. Some negative reviews on here, but I thought it was worth seeing. The price is high but to be expected in such a tourist town.",None
126,Josh Kaz,5,2023-02-06,Notre Dame Basilica of Montreal is beautiful! It is definitely worth the visit. Keep in mind that they charge you a fee just to enter (I think is was about $15 usd when we went).,None
127,Garry,3,2023-06-06,"Beautiful; mesmerizing and well worth a visit.
I am in no doubt that it was intended to be a place of peace and tranquility, however when I visited it was impossible to find. Selfies; ring tones; people …",None
128,Andrew Stokes,5,2023-04-07,"Aura show... simply beautiful. The best multimedia show I have ever seen in a cathedral, with phenomenally well coreographed music, choral, drums, electro, lighting, lasers and video. Absolutely a must-see in Montreal.",None
129,Soumik Roy,5,2023-06-22,"Get your tickets online to skip the queue. Don’t worry about carrying cash, you can pay with your card if you want to light a candle. …",None
130,Ranjitha Raghu,5,2023-03-08,Beautiful place to visit in Montreal. It’s spectacular inside and there could be a big queue for ticket if you are planning to buy it onsite. To avoid waiting but tickets online.,None
131,Dw Studios,4,2022-08-10,8.5/10 Love Montreal. This is a must See in Montreal. The artwork and detail here is insane. The woodwork and stain glass is amazing. I found the admission price to be a little high (10$ is fair) also the gift shop was not open. Also top …,None
132,Lancy Yang,5,2023-06-15,A startlingly beautiful and ornate interior that contrasts with the rather austere exterior makes this basilica a memorable visit.,None
133,Neha Patel,5,2022-10-09,"Gorgeous architecture, especially in the night time, before the Aura show.   Fun merging of old art and history with new age music and lighting technology.  Worth the $30 USD.  Best seating is 1/4 into the church, 3/4 away from the front.",None
134,Walter D'Mello,5,2023-06-06,"Blessed and miraculous place if you have the faith and belief, was amazed by the architecture",None
135,Ermanno Papa,4,2023-06-22,This is a must do in Montreal. This is the best church in town to visit. Need a ticket to enter.,None
136,Aastha,5,2022-12-08,"It was a very peaceful environment. Very spiritual and serene. It was absolutely beautiful. I didn’t get to experience “the aura experience” but didn’t make much difference I guess. Better buy tickets in advance, it was freezing while waiting in a long queue.",None
137,Parnavi Chakraborty,5,2023-05-07,Super awesome church. A must visit. I was amazed by the intricate designs and architecture. Very well maintained …,None
138,Michael La Posta,5,2022-08-10,"If you're into older architecture, especially churches and temples, Notre-Dame Basilica in Montreal is worth a visit. At $15 for adults, it's certainly not the cheapest entry, but it truly is a beautiful work of art. The details on the wood …",None
139,Yvonne Fu,2,2023-01-07,"Cool church to visit if you’re into that kind of stuff. Not worth $15 entry fee in my opinion. Took about 30-45 mins to do a walk through and take pictures, sit for a bit.",None
140,Ronald MAC10 Donald,5,2023-04-07,What a Beautiful cathedral. The blue lightning inside this piece of architecture is gorgeous and inviting.,None
141,Hiten Rathod,5,2022-08-10,An historical monument from 16 th century  is worth your time if you go through the display boards and signages as you move around. …,None
142,Susanna SS,5,2022-08-10,"This is a stunning basilica inside and out. The architecture, the stain glass, the sculptures and paintings are all superb works of art. It can be very busy; there are tourists and there are the worshiping faithful.",None
143,Matty B,5,2023-01-07,Incredibly beautiful church. Every wall has a ton of ornate details. Take your time admiring it all.,None
144,Alicia Adams,5,2023-06-06,"It is beautiful. Worth a visit at least once. Unless you plan on spending time the prayer or reflection, it doesn’t take long to walk through and read the signs and look at the artwork. Most people are quiet and respectful while inside.",None
145,Анастасия Кулик,5,2023-06-06,"I saw aura show, which highlight all shapes and art pieces inside. It was nice experience probably I would not go again but it was worth to see it once.",None
146,Kavish Rajyaguru,5,2023-04-07,The first basilica I have ever visited and it definitely encouraged me to visit more of them. The architecture is astonishing and little history facts around the whole place makes it more intriguing.,None
147,Peter Daffern,5,2023-02-06,"Attended the Aura experience and can easily see why it’s one of the top rated attractions in Montréal - incredible light/projection and sound experience in a beautiful Basilica, completely mesmerising.",None
148,Alyssa Mackinnon,5,2023-01-07,"Absolutely beautiful exterior & lovely square, the light art was a stunningly wonderful touch to the experience!",None
149,Vicky Martins,5,2023-02-06,"The Aura light show was breathtaking. I expected less. It is only 30 minutes, but it's worth it. Book online it is $32 CAD.",None
150,rick james,5,2023-06-06,One of the most beautiful churches I've ever seen.,None
151,megan widman,5,2023-03-08,"Absolutely stunning, it took my breath away upon entering. More colorful than other basilicas I've visited.",None
152,Paul Vetrano,5,2023-05-07,A beautiful place to enjoy Sunday mass. Loved the experience!,None
153,María Guillermina Véscovo,5,2022-07-06,What a breathtaking experience AURA was. I had never seen something like that before — not even in the Tokyo digital arts expo. Sublime and perfectly developed. I’m not religious myself but the show has nothing to with the catholic credo. …,None
154,Precha Mok,5,2022-12-08,"Beautiful church.  I did the aura experience here, and wow it was breathtaking. Truly a piece of art with drama and a story to it. I can see why it's won several awards.  The show was $36 and I bought my tickets online.",None
155,Gary Linerode,5,2023-06-15,"Gorgeous church, with beautiful lighting that enhances the experience.",None
156,Tanmoy Som,5,2023-06-06,Awesome church . Loved old architecture ❤️❤️,None
157,Ruhi,4,2023-01-07,"Beautiful place.. the architecture is amazing

tickets are like 15-18 cad per person- students and kids pay abt 13 cad
It’s preferable to book online than to wait in the long queue outside",None
158,Martin Ng,5,2022-08-10,Amazing Cathedral. Your neck will hurt looking up into the heavens. It is effuses tremendous beauty that cannot be fathomed. It is almost unbelievable that human creatures can through the work of their hands bring about such glorious art …,None
159,Sharmaine Yap,5,2023-02-06,Let me tell you: it's a really beautiful place. It's so grandeur with all the colors/lighting/organ and not to mention the amazing stained glass,None
160,Omair,4,2023-05-07,Surreal experience. Revisited after over a decade. A very calming experience. Must try.,None
161,Marc Epstein,5,2023-04-07,"The Aura light show was spectacular, and the architecture of this place is beautiful. No, it’s nothing like the Notre Dame in Paris, but it’s beautiful in its own right.",None
162,M S,5,2023-04-07,"The Notre-Dame Basilica of Montreal is absolutely stunning.
The faith of the people who have built this church is expressed in beautifully carved wood, georgeous stained glass windows, faith-filled paintings, and …",None
