ID,Reviewer,Rating,Review Time,Review Content,Owner Response
67,Dwain Richardson,4,2021-07-06,"Friendly, professional service; items ordered in a timely manner.",Thank you so much for this great review! We hope you'll continue to do business with us in the future
68,Martin Neuland,5,2020-07-06,Very good band instrument store. Helpful staff.,Thank you for your comment Martin ! We really appreciate that you took the time to write us a review.
69,Jeremy Braziller,5,2015-07-08,"If you have any needs concerning woodwinds; they are the best. Always helpful, always nice.",None
70,Xing. S.,5,2020-07-06,"Always get sax gears I needed, warm and knowledgable staff. 5 / 5!",Thank you for this great review ! We appreciate the time you took for us. Have a great day !
71,miguel berdugo,5,2020-07-06,Great customer service,Thank you for taking the time to review us Miguel ! We appreciate it greatly and we are happy you got the service you deserved in our store.
72,Belina T,5,2018-07-07,Good place for musical stuff very helpful staff as well.,None
73,Francois Fabiola,5,2023-04-07,Excellent service,None
74,Allan,5,2022-07-06,Great selection of instruments and nice staff,None
75,Deni G.,4,2021-07-06,Lots of instruments and also the ability to rent instruments.  Knowledgeable staff!,"Hi Deni ! Thank you for your evaluation we are so happy to know you got a good experience in our store. Let us know how we can improve our score to a 5 stars, we pride ourselves to have the best customer service in our industry. Feel free to email us at info@twiggmusique.com with what we could improve !"
76,Preston Martelly,5,2022-07-06,Very knowledgable staff and the prices are fair.,None
77,William-Philippe Barriault,5,2018-07-07,"great service , great ambiance , great price its simply amazing !",None
78,Robert Ellis,4,2018-07-07,Nice store especially if you're wealthy.,None
79,Sébastien Chicoine,5,2022-07-06,Great service and selection!,None
80,Rayna Slavova,5,2020-07-06,Great store and great customer service.,Thank you for your 5 stars rating Rayna !
81,Stefan Maier,5,2020-07-06,"Very helpful staff, large selection",Thank you for your great evaluation Stefan ! We are happy to know you had a great service in our store.
82,Laurie Williams,5,2020-07-06,"Great store, knowledgeable staff.",Thank you so much for this great comment !
83,Traziiex Productions,5,2023-01-07,Super !,None
84,Elaine Corriveau,5,2022-07-06,"Great place
Very nice service",None
85,ultraviolet light,3,2020-07-06,Nice store with knowledgeable staff.,Thank you for your review ! At Twigg Musique we really want our customers to get a 5 stars service. Since you only gave us 3 stars don't hesitate to contact us either via our website or our facebook page and to let us know of your experience and what we can improve ! Your opinion matters !
86,Michael Slinn,5,2021-07-06,"Careful work, priced fairly",None
87,Samantha Harriet,5,2021-07-06,Awesome and helpful customer service!,"Thank you for your message Samantha ! We take pride in our customer service and we are happy to know you had a great experience at our store. We hope to be able to help you with all your music and instrument related needs in the futre, have a great day !"
88,Krzysztof Kędzierski,5,2021-07-06,"Good service, competent staff.","Thank you for your review Krzysztof ! We appreciate the time you took to give us a 5 star rating, this helps out a lot small businesses like ours !"
89,J F,5,2022-07-06,Great service.,None
90,Nola Ferguson,5,2019-07-07,Good food,None
91,Rami Alsalloum,5,2022-07-06,Perfect,None
92,Conrad Gluch,5,2020-07-06,The music shop to check out.,Thank you for this great 5 stars review Conrad ! We hope to see you soon in store and were glad you had a great experience in our store.
93,Charles Sporky,5,2021-07-06,Truly splendid service,Thank you so much! We appreciate that you took some of your time to recommend us!
94,@ob OSC,5,2018-07-07,"Courteous, helpful and knowledgable.",None
95,Hengameh Irandoust,5,2021-07-06,Very friendly staff.,Thank you for your great evaluation! We appreciate it a lot
96,Mathias Graf,5,2020-07-06,👍👍🎺🎺📯📯 …,Merci pour votre évaluation Mathias !
97,Alpha Wolf,4,2020-07-06,Great service,Thank you for your comment ! We really appreciate it
98,Manuel darosa,4,2019-07-07,Good,None
99,Izak Smart,3,2019-07-07,Pretty fine,None
100,L'aigle Mauve,4,2019-07-07,Cool store,None
101,Chantal Beaulieu,5,2023-05-07,"Pour l'entretien de ma flûte Brannen, tout est A+ avec Baptiste. Elle revient toujours impeccable et en pleine forme!
Le service des vente est également A1..J'ai pu essayer plusieurs flûtes en toute tranquillité et avec tout le temps dont j'avais besoin pour apprécier la sonorité et l'efficacité des différents instruments. Merci de vos conseils et opinions","Merci beaucoup Chantal pour votre confiance ! Merci pour ce bel avis, c'est grandement apprécié. Au plaisir !"
102,Alexandre St-Arnaud,5,2023-04-07,"Une ambiance chaleureuse, amicale et relax ce ressent à ce magasin. Des conseils excellents, service à la clientèle et du personnels qualifiés fait en sorte que Twigg est un sommité dans le milieu de la musique. J'y suis arrivé pour m'acheter un saxophone alto et j'ai eu un EXCELLENT service. Encore une fois ... merci beaucoup","😃 Un immense merci Alexandre ! Ça fait tellement plaisir de vous lire ! N'hésitez pas si vous avez besoin de quoi que ce soit, nous sommes toujours disponible ! Merci de votre confiance et MERCI pour votre avis !🥰"
103,Yves Gagnon,5,2023-04-07,Je suis allé au magasin Twigg de Montréal à plusieurs reprises pour essayer des saxophones et des becs et j'ai reçu un excellent service à tous les niveaux et d'excellents conseils. Le support après vente est hors paire. Je suis très satisfait et je recommande le magasin à tous.,None
104,Laurier Lavoie-Giasson,5,2023-04-07,"Geoffroy et Pascal m'ont été d'une grande aide dans la recherche de ma future trompette, ils étaient tous les deux très compétents et dévoués. Ils ont pris le temps de bien me servir et de répondre à mes questions, ce qui m'a donné confiance que mon nouvel achat est le bon. Merci!",None
105,panthererousse,5,2023-02-06,"Excellent service à la clientèle! On voit que Twigg Musique tient à offrir un service de qualité. J’ai malheureusement eu un problème avec mon achat et j’ai dû communiquer avec eux plusieurs fois. On m’a répondu vraiment rapidement à chaque fois et on a réglé mon problème. Donc, n’hésitez pas à faire affaires avec eux. Un merci particulier à Jade pour sa courtoisie, son écoute, et son professionnalisme.",None
106,Audrey Charbonneau,5,2023-02-06,"Belle expérience! Ils sont très accueillant  et offre d'excellents conseils. J'ai acheté une clarinette basse, l'instrument a été vérifié lors de l'achat. Super service !",Merci beaucoup Audrey pour le commentaire ! Au plaisir !
107,ReaforNicorob famille,5,2023-05-07,"Vous etes vraiment mon magasin ''favori'; au fil des ans, j'ai acheté mon sax tenor , 2 sax altos, et une clarinette chez vous, Je suis tres satisfait de la maniere dont vous traitez vos clients. Merci beaucoup et continuez votre bon travail. Réal Fortin",Merci beaucoup Réal ! Toujours un plaisir de vous servir ! Au plaisir !
108,Simon-Pierre Morin,5,2023-03-08,"Service impeccable fait par des gens connaisseurs. C'est un peu dommage que je doive faire autant de route pour faire l'entretien de ma clarinette, mais c'est toujours une expérience agréable. (Dans l'espoir de voir une succursale en Estrie dans un futur pas trop éloigné 😉🎶 ) …",None
109,Claude L,5,2023-02-06,"Entreprise sans pareil pour l'équipement musical et l'entretien de nos instruments.  Même si c'est a deux heures de ma résidence, le détour en vaut la peine avec leur atelier de réparation composé  de professionnels qui effectuent un entretien minutieux de mes instruments.  Merci Twigg!",Merci Claude ! Wow ça fait tellement plaisir à lire ! Au plaisir !
110,Sam Chartrand,5,2022-11-08,"Après avoir fait une commande en ligne, je me suis rendu compte que l'accessoire ne fonctionnait pas sur mon instrument. Je suis allé sur place rencontrer leurs représentant et après une courte discussion avec Pascal, il s'est vite aperçu que l'item n'était pas le bon et m'en a proposé un autre en échange, avec un remboursement en prime. Wow! Quel service. Des gens empressés et rapides à répondre à nos demandes. Je les recommande à toute personne désireuse d'avoir une expérience client des plus agréable.",None
111,Evan Bolduc,5,2023-06-29,"Personnel à l'écoute et axé sur les besoins du client (et pas du prix). Ils sauront répondre à toutes vos questions et ce, très rapidement.",Merci beaucoup Evan pour ce commentaire ! Ça fait plaisir à lire ! Au plaisir ! 
112,Lucie Proulx,5,2023-03-08,"Excellente qualité, j'ai acheté une flûte traversière ainsi qu'un lutrin. La livraison fût rapide et les produits intacts. Bon rapport qualité prix",Un immense Lucie pour votre commentaire. Au plaisir !
113,Mich Michel,5,2023-04-07,Merci Émile au magasin de Québec pour m’avoir guidé lors de la sélection de mon embouchure de trombone avec des conseils judicieux. Merci Twigg pour l’accompagnement et la qualité des produits qui ont complété mon ensemble d’instruments à vent.,"Merci Michel pour cet avis, c'est grandement apprécié ! N'hésitez pas à communiquer avec nous si vous avez besoin de quoi que ce soit, nous sommes toujours disponibles ! Au plaisir !"
114,Serge Gervais,5,2021-07-06,Toujours un bon service.  On peut essayer les modèles sans pression.  Très content de mon achat.  Buffet crampon ténor 400,None
115,Edouard Bourgeois,5,2023-04-07,Un service incroyable. Les personnes qui y travaillent sont vraiment passionnées et ils connaissent leur sujet! Je suis très satisfait du service que j’ai reçu.,Merci Edouard ! Toujours un plaisir de vous servir ! À bientôt !
116,Jayson Ho,5,2023-05-07,Tout les employés sont vraiment gentils et ils sont là pour vous aider. Je suis déja venu Twigg plusieurs fois et à chaque fois ça a été très agréable.,WOW ! Merci beaucoup Jayson ! Tellement un plaisir de pouvoir vous aider !
117,Richard L'Ecuyer,5,2021-07-06,"J'ai acheté mon premier saxophone en 1974 chez Twigg Musique a Montréal , je se suis entré dans un atelier et magasin spécialisé dans les instruments a vent ou régnait une atmosphère familiale, de bon conseil pour le débutant que j'étais, c'est là qu'a  commencé ma carrière de saxophoniste, au fil ses jours , semaine , années , j'y retourne fréquemment , pour achats, réparations et entretien de mes saxophones  et flûte traversière, un service hors-pair, fiable , des employées a l'écoute , dévoué .
j'enseigne le saxophone et la flûte maintenant depuis plusieurs années , je dirige mes élèves chez Twig Musique pour achat, location ,réparation etc  à  très bon prix
L'atelier de réparation répond parfaitement aux exigences des musiciens de tout les nouveaux avec un soucis de qualité
Il y  règne toujours cette esprit familial que j'ai découvert a mes débuts.
Un gros merci a cette équipe formidable.
Richard L'Ecuyer",Wow ! Merci énormément pour ces beaux mots et cette recommandation incroyable. Depuis 60 ans nous travaillons avec acharnement pour des générations de musiciens au Québec et ça fait toujours chaud au coeur de voir que nous avons la communauté des musiciens pro derrière nous. Merci d'avoir pris le temps de nous noter et au plaisir !
118,Charles Imbeau,5,2023-01-07,"Je fais affaire avec l’équipe de chez Twigg depuis de nombreuses années, et on m’y a toujours offert un service hors paire. Attentifs, professionnels, et constamment à l’écoute de nos besoins, je ne peux que fortement recommander leurs services. Les meilleurs !",Merci Charles ! Toujours un plaisir de pouvoir vous servir et conseiller. Merci de votre confiance. Au plaisir !
119,Denis Chabot,5,2023-01-07,"Depuis plusieurs années, Twigg Musique est un partenaire de premier plan des Productions Denis Chabot MTL en offrant aux musiciens la possibilité de récupérer les partitions de nos productions à leur magasin de Montréal. Aujourd’hui, j’ai pu récupérer les partitions restantes pour les concerts de fin d’année Homage à Vienne malgré que le magasin était fermé pour les fêtes. Ça c’est du service. Bravo à toute l’équipe de Twigg!",None
120,Manuel Gasse,5,2023-06-06,Super service de Pascal. On s’est sentis accueillis et entre bonnes mains. A1. Merci!,Merci beaucoup Manuel ! Ça fait tellement plaisir de vous lire ! Au plaisir !🤩
121,ZePoisson Du45,5,2022-12-08,"Selon moi c’est la meilleure boutique pour les cuivres à Montréal, ils ont tout ce qu’il faut même pour les instruments un peu moins connus et utilisés, le service est vraiment au top tout le monde est très accueillant. Bref pour l’instant c’est un sans faute ! Je recommande beaucoup !",None
122,Robert Gratton,5,2023-05-07,"Merci pour la bonne restauration de ma flûte Muramatsu  , elle n'a jamais aussi bien jouée depuis 50ans.  Merci beaucoup",Wow super ! Merci pour votre confiance !
123,Jérémie,5,2023-05-07,"Excellent travail de Mégane en entretien! Ma clarinette est comme neuve, toute shiny!",Super ! Merci pour votre commentaire ! Toujours apprécié de vous lire ! À bientôt Jérémie ! 
124,Raphaël Frn,5,2022-07-06,"Un grand merci à Twigg et particulièrement à notre vendeur, qui nous a aidé pour nos achats de flûte traversière et de piano.
Nous avons reçu d'excellents conseils pour débuter et choisir les bons instruments. Il était très sympathique, et a vraiment passé beaucoup de temps pour nous aider.",None
125,André Plante,5,2022-07-06,"Dans mes recherches sur la toile afin d’acquérir un saxophone ténor, j’ai lu souvent combien il est important de tester l’instrument avant d’acheter. Plusieurs se disaient incapables de faire cela, car les boutiques de revente étaient trop loin de chez eux ou n’avaient pas beaucoup de choix. Au Québec nous sommes chanceux d’avoir un commerce comme Twigg musique. Le personnel est compétent et chaleureux et l’on se sent très à l’aise et respecté quand on fait des tests d’instruments, même si l’on fait de fausses notes et qu’on n’est pas des pros. En plus, l’atelier de réparation nous assure d’acquérir un instrument ajusté et un bon service d’entretien pour le futur. C’est un plaisir d’aller chez Twigg musique.",None
126,Denis Desnoyers,5,2022-12-08,"Pour moi, depuis 1973, Twigg musique est LA place par excellence pour faire réparer mes instruments à vent. Le personnel qualifié et humain qui n'essaye pas de vous vendre n'importe quoi, équipe du tonnerre qui a toujours eu un excellent rapport avec ses clients et amis. On se sent toujours en confiance.

Pascal et Daniel sont impliqués dans le milieu culturel musical et toujours à la recherche de nouveaux produits que les musiciens recherchent.

Merci à vous d'être là pour nous depuis plus de 60 ans !",None
