ID,Reviewer,Rating,Review Time,Review Content,Owner Response
40,stuckInTime,1,2022-07-07,"RUDE security guard. Asked a question politely and the security guard intimidated me and would not answer my question because I didn’t say Bonjour first. Unbelievable!!! I have been going to this library for 10 years and It has always been like a sanctuary to me. I have returned back to the city and went there just to be intimidated. I don’t feel like going there anymore!!!!
Security staff are supposed to make users of the library feel safe NOT intimidating innocent people. What a shame this guy is. He certainly doesn’t deserve being a security guard. This needs to be investigated. Incident happened on 21 June 2022 between 17hr30 to 18hr00. Totally unacceptable.",Hi! We’re sorry to read that your recent visit to the Grande Bibliothèque was not satisfactory. Rest assured that the necessary checks and reminders will be diligently carried out with the security guard in question. Libraries are indeed sanctuaries and we hope that this experience does not keep a long-time patron like you from coming back. Thank you and have a nice day!
41,Elí MuGu,5,2021-07-07,"Beautiful and modern library, in the center of Montreal. If you're interested in Canadian history, books or stories. Don't miss it.",None
42,Omar El,4,2023-06-23,Good section for the Kids.,None
43,Naive Explorer,5,2022-07-07,"I wish to have a living place inside this place!Such an amazing place with a hugeeee amount of collections! This place offers outstanding environment to study or work on your laptop or you can use the computer of the library.
It is easy to get the book and read them there or you can borrow them for 21 days. The staffs are so friendly and efficient. Grab your coffee and go there for a day long experience!!",None
44,Nikhil,5,2022-07-07,Huge multi level library. Very friendly staff. Millions of books. Non fiction section is amazing. Comics and children section is unsurpassable. Can't thank enough to Quebec government for making this a public library and accessible to all.,❤️
45,R,5,2022-07-07,"Beautiful library with plenty of study space, and options in multiple languages. There’s also some sound “booths” on the top floor. Just the perfect example of a library meant for people to frequent.",None
46,mathusan,4,2022-07-07,"Great library. Huge. Clean. Beautiful architecture and design. Really comfy chairs to sit, study and read. Collossal variety of books, comics, videogame discs... The only reason I am taking off a star is because the place always has few weirdoes here and there, tweaking and screaming randomly and that can be distracting. It is near Berri Uqam after all.",None
47,Kelpely Kelp,5,2022-09-10,"Friendly staff, huge variety of books (even in braille), easily accessible computers (you need a membership, but it's free!), amazing place overall",None
48,Jo,5,2022-07-07,"I love this library. Lots of options for many things, even for video games, and the staff is very nice. It's a huge blessing this is a free service. And when you leave on vacation you can let them know and borrow things for much longer than usual. So handy.",None
49,Sony L,5,2022-11-09,"Montreal is gifted with many good libraries (of which, I will always miss the old and historical Bibliothèque Centrale de Montréal on Sherbrooke Street), and Grande Bibliothèque de BAnQ is a reminder of how Montreal takes its libraries seriously: full range of timely information and services, clean, comfortable and spacious.",None
50,Sandy Nguyen,4,2021-07-07,"Absolutely gorgeous building! A very modern library if we talk about its architecture. The floor-to-ceiling windows allow natural sunlight to come through which add a homey vibe to it. However, I don't suggest you to study there since all floors are open and sounds resonate a lot (we can hear noise from the 1st floor all the way to the fourth floor) which can be distracting for people that needs silence. Nonetheless, great library!",None
51,Nga Duong,5,2022-08-11,"Great library - clean, modern and huge with a lot of books! I love the comic section here it is very sad that I live in Vancouver, their comic selection is NOT impressive 😭 …",None
52,Siara Isaac,5,2022-09-10,Kids and I love this place. Great place for a warm/cool quiet time with desks or bean bags. So many exciting books to bring home!,None
53,D. K.,5,2023-04-08,Huge library. Fun to visit and kill time.,None
54,Vg G,4,2018-07-08,"Largest Public library in Quebec with a large collection of books, cds, movies, maps, and other pertinent documents . Registration is free for Quebec residents.",None
55,Carl,5,2023-04-08,"Perfect place to study, read books and newspapers and pass time",None
56,Alan Fregtman,5,2018-07-08,"It is Grande indeed! Such a beautiful, calm space to explore books and media. Being that it is a library books are to be expected, but I'm continually amazed by the incredible selection of non-book items like films, documentaries, series, cartoons, comics of all kinds and even video games... Hell, there is even board games for kids in the kids floor. How cool is that?! The staff are also very helpful. I love this place and everyone of all ages deserves to visit and make the most of it. 👍",None
57,Lieven M,5,2021-07-07,"Anyone who lives in the City should absolutely visit this amazing masterpiece!! The architecture of this location inside and outside is gorgeous! The library has thousands of books of course, CDs, DVDs, and wait .. video games?!?! Yes it does.

The investment into this location can be compared to those at major universities in the US.

Si vous habitez MTL ou de passage, n’hésitez pas de visiter la Grande Bibliothèque! There’s a kids and toddlers space as well.

You can literally borrow up to 25 books for up to 3 weeks ... wait what?!?!

Alors abonnez-vous à BAnQ and enjoy this amazing ride!",None
58,Kos Saxon,5,2022-07-07,I love this library and the huge selection of books inside of it - the multilingual selection is on point. The online selection through the virtual portal is vastly helpful for those who prefer to use electronic access!,❤️
59,Alex,3,2021-07-07,"While it's called the grand library and it's supposed to have a lot of different spaces and facilities, there are very few spaces for studying or reading the books. There isn't enough new book titles, movies and music, they're at least a couple of years old. I thought it would be better than my university library in most of the aspects, but it's simply not.",None
60,Dennie Nguyen,5,2022-07-07,Most beautiful library and the staff there are helpful and kind. You need to visit at least once. They have a huge collections of all materials - every book that I've search up is always available to borrow. One of a kind library!,None
61,Smiae,5,2021-07-07,"Amazing selection of books, movies, video games, and journals. There's a good amount of materials that you would normally require a university library for. I also recommend signing out a travel guide from the library before travelling instead of buying your own.",None
62,Pat Laugh,3,2017-07-08,"Great place and very accessible!
However, there are 3 elevators, mostly used by lazy people, in practically constant use, making constant noise in most of the library (they had the ingenuity of putting them in the centre of the library), making reading quietly impossible in most of the library, really defeating a main purpose of a library. Either listen to music or walk far away from the elevators. They have many chairs and desk available -- you can still hear the noise, but it's less loud. The constant noise of the elevators is really a turn off for me, though. Why are people so lazy?? And why do they need THREE elevators, one somewhere discrete would've been well enough! And the door rings twice each time it opens, for even more noise! Because of this, I don't go study at this library, except when other, more quiet libraries are closed (like during the summer).

Grande Bibliothèque maintains its long hours throughout the year. But, it is closed on Mondays (why??). Another annoyance: they make a global announcement about the children's place closing (why not just make the announcement there instead of throughout the whole library?).

Also, on their online database, if it says a book is available, don't count on that, especially if it's a popular book! Books that not at their location (lost) are marked as available! So don't go expecting your book will be there!

Incredible architecture, and beautiful place, but with serious fundamental flaws.",None
63,Rachel Green,4,2021-07-07,"i love libraries, and this one has it all...usually. Covid has reduced it's cosy seating and café hours (actually, I'm not sure if the café is currently open), but you can borrow all the books, CDs and DVDs you've always eanted to read, hear and watch. the spaces have optimal  natural light and the staff is knowledgeable and helpful. it'll be back to 5 stars when all the services are reinstated.",None
64,Justin Anthony,5,2022-07-07,"Best library in town to study or just explore, friendly staff, and yay for the fact that it's air-conditioned during the summer and feels warm during the winter.

Just confused about the reviews about the lack of English books...you're either not looking enough or you're just entitled lol. Would you expect a Francophone to go to Edmonton, Fredericton or Vancouver and complain about the lack of French books in the library? Would you go to Germany and complain about why public libraries have more books in German than in English? Make it make sense",None
65,H Vaillancourt,3,2018-07-08,"Nice place, the architecture is amazing! The staff is always helpful and, if you speak French, there is a huge variety of books. However, the place is always crowded, sometimes it looks like a shopping mall and not a library. And if you are looking for books written in English... sigh... you are not at the right place. There are a few books in English but only old ones and no major work. I tried to find novels written by contemporary authors, but to no avail. The clerk told me that the target clientele of this library is French reading persons, even if it is the biggest library in the province.",None
66,Vile Meme,4,2017-07-08,"An excellent resource for research, with plenty of books, physical or numerical, magazines, newspapers and audiovisual content. There are some desks available for work and relatively comfortable seats for reading. You can also work in private rooms, which is useful for team projects. The library has plenty of computers available for use. However, my main annoyance with the library is the noise. The library tends to get crowded and the staff struggle to apply the rules. There are plenty of rude people who don't seem really concerned about silence which sometimes makes work or reading a pain in the ass. You also have the occasional homeless person sleeping in a chair. My suggestion? Borrow the things you need and work/read somewhere else.",None
67,Gabriel R. Rizzoli,5,2017-07-08,"I love this place. Yeah the sound of the elevators can be slightly distracting when you're reading, and the bathrooms could be vastly improved, still I'm so glad this place exists. It's modern, warm and inspiring. I notably enjoy the seats in the back. I stopped renting my films when realised i could get them for free here.",None
68,Paul Rebar,4,2018-07-08,"Great place to study and get work done!  Clean, modern, with decent wifi and lots of seating and outlets.  The catalogue is enormous in French and pretty good in English.  It can get a little crowded but there are usually plenty of free seats before noon.

The only downsides with this place are:

1) Closed on Mondays.  Kind of inconvenient for students, freelancers and remote workers who want to give themselves a standard workweek in a reliable location.  It's busy enough on the days it's open, after all.

2) There are a lot of drug addicts, homeless and mentally ill hanging around, which can get distracting and brings up questions of hygiene and theft.  I’ve witnessed more than one violent, shouty outburst and just the other day I saw a crusty old guy with his shirt off doing self-grooming in one of the chairs.  I’m not sure what the solution is, but I am sure a library should be peaceful and safe.

3) The centrally-located elevators are in constant use and ding loudly every time the doors open.  I assume this is to help the visually impaired, but a quieter signal would probably work just as well.  In many areas it's hard to concentrate without headphones.",None
69,Austin Graff,5,2020-07-07,"This is a library close to the university. It's often open late and HUGE! There are plenty of spaces to read, study, or even connect (quietly) with a friend. The design itself is beautiful with many levels and opportunities for the natural light to shine through.",None
70,Jeff Jefcoat,5,2022-08-11,"Found what I was looking for and the staff, as usual, was very helpful. Much better now that the covid-19 restrictions are lessened (not eliminated yet, though)
Stiil very helpful and the staff is exceptional in its work. With the covid-19 restrictions lessened, it's much more enjoyable",None
71,Phat Pham,5,2018-07-08,"one of the biggest library in Quebec, especially free to obtain membership.",None
72,Natalie Chickee,5,2017-07-08,"This is the place I used to make myself bilingual in French!  I use to go here everyday and every book or movie I watched in English I found in French.(well almost all)   The library is super cool about ordering books, movies and music you want/need.  The wifi is fast the 4th floor is my favourite, it's the media section so you can watch films get movies and music watch it there or bring it home.   I discovered so much music I love.  This is a nice big library and on the weekend it's lively full of people but still nice and quite.  I love this place!",None
73,Rony,5,2023-05-08,One of my favorite library in Montreal.,None
74,Joel Miller,4,2014-07-09,"This is a very good public library with excellent policies designed to seriously involve the public. It is easy to navigate and there are many comfortable spaces work spaces. It is as good as most medium sized university libraries but falls short in some ways, particularly as much of its scope doesn't reach beyond Quebec. I can forgive them for the major holes in U.S. Canadian historic documents and in English literature to some extent but unfortunately the ethnocentric ethos extends to the sciences as I was doing research on North American geology and found very little south of the border that was useful and not much material for the rest of Canada.",None
75,Quentin Auvray (golbarg),5,2016-07-08,"Wow. If you want to listen to and discover music, find any kind of book or even just have an awesome elevator ride, go to BAnQ! The building is impressive. Grab two pieces of ID and get your library card done ASAP! You can get books put aside online. Many great cultural events also take place here, be sure not to miss them.",None
76,Discovering Destinations,5,2017-07-08,"Where: BAnQ Grande Bibliothèque - Montreal, Quebec
What: A huge central library
How was it:  We are lucky because this place is very close to home.  It's so close that we'll go for long periods at a time without going or even forgetting it's there.
One of the perks of living on the island - you don't need to pay for the membership.  They have lots that you can check out online, even reading material, renew your almost due books with a simple click or even rent music or movies.  It's huge, well decorated and clean.  We'll even come to study here sometimes.
Grade: Eli = 5, Serge = 4+
Recommend: Yes, if you're in the area and you like libraries.  Best case scenario you can even get your membership !",None
77,L B,4,2016-07-08,"Aside from the few rude security guards and few aggressive people, it THE library for everyone to go and have a good time reading, listening to music and watching movies. I've been a member since 2012 and I only go there now for my book borrowing. At first I wasn't sure if it was expensive to join or if I had to live downtown in order to join, once learning that they except anyone regardless of municipal heresay I was overjoyed and surprised. So many items and they keep improving and adding more features and services each and every year to make the members more happier. They sell items during the Summer outside til Fall and have the once-a-season merchandising sale. Its truly one of the best places ever built in this city and am very thankful and  happy it exist.",None
78,Carma Daria Companiona,5,2018-07-08,"This is a huge huge place. 5 floors of tons of resources. If you can't find something to read, watch, listen to, or play here that you would like, then there's little hope. The architecture of this building is especially impressive. Open staircase. Three glass elevators that allow you to see your voyage up or downstairs. I'll definitely be returning!",None
79,Carlos Denner,5,2023-04-08,First class library with lots of activities for kids,None
80,Qiot Riot,5,2018-07-08,Awesome public library.  Wish ours back home was like this.  Lots of programming for kids and families. quiet areas to just sit and rest. Relatively clean but the bathrooms get used by anyone off the streets. Wish we had more time to explore this place.,None
81,Simon S,5,2018-07-08,"A beautiful building with a knowledgeable heart inside :) a great place to visit and granb a book, movie or listen to music",None
82,Sam “montrealsam” Totah,5,2020-07-07,Excellent!  Huge place. Friendly personnel! A great many subjects. You need several visits to get to know. Some sectors full of students. Public stay on the ground floor. Children section is paradise. Music and video section for the connaisseur. The only missing point there is no personnel to help you if your computer fails. You are on your own. Limited print section. Besides books there are activities such as lectures. First come or reservation. Strongly suggest you visit to feel at home! February 2020 still 1 of the best spots in Montreal! Visit & re-visit at your leisure!,None
83,Raehyun Han,3,2019-07-08,"I have really loved this library. I used to go there every weekend with my kids. But I was bitten 7 shots on my arms and legs by bed bugs yesterday while I was reading books. I think library should be closed for a while, or just don't go there. If you must go there, please don't sit on chairs. You will surely know what I am saying.",None
84,Louigi Addario-Berry,5,2019-07-08,"I really like this place architecturally. Checking out books is super smooth and the book return conveyer belt is awesome. Too bad that multimedia loans have to be returned back to the BanQ rather than to other Montreal library branches - it would be a big plus if that could be changed. Bustling place, friendly staff. Keep up the good work.",None
85,Kara Thrace,5,2013-07-09,"One of the biggest libraries I've ever seen. High ceilings and hard-wood floors, this is a work of art. They have all sorts of different sections, including one on Japanese books. I spent a few hours going up and down the shelves and looking at art. Those massive windows give this place a clean, calm feel. Definitely will be stopping back when I'm in town again.",None
86,Alexander Peplowski,5,2022-07-07,"An amazing resource for Montrealers. Lends out physical and digital copies of both English and French books, guides, textbooks, comic books, video games, movies, journals, magazines. Also has desktop computers stations for personal use, study spaces, conference rooms and printing services.",None
87,Cynthia Mah,5,2021-07-07,"Been coming here for years and it never disappoints! More than just books: DVDs, video games, comics, manga, and music. Accessible from the metro level too, which is a godsend in the winter.",None
88,Marieve Lacelle,4,2018-07-08,"Very clean and bright library with a lot of options from books, sc.research, ebooks and DVD/blue ray. Great coffee and service. However don’t take a nap in your study breaks, napping is not allowed even if you have been studying for long hours",None
89,daniel lucia,4,2021-07-07,"I’ve been coming to this place for 3 years now to do homework, job applications even to create a to do list. It doesn’t even feel like I’m at a traditional library. However, you are downtown so it’s distracting for me to get things done and it does take some motivation.",None
90,Tessa Blanc,5,2018-07-08,"This is where you go when you need to escape Life and wish to get lost in Thought and Imagination.  Beautiful setting for a library (4 floors of books, music, and videos) and competent staff members.  A perfect getaway on a rainy afternoon.",None
91,Maey,5,2021-07-07,"This is a massive sprawling library with options in french, english, and to a lesser extent, other languages such as german and spanish. The staff are kind and patient. They don't speak much english (this is a french part of town, after all, with its closeness to UQAM) I have spent hours perusing the isles and reading. Its a marvel. Its what all libraries should be. And their top floor!!! Filled with movies, CD's, video games. THEY EVEN HAVE RECORDS!!!! And record players. They have music production studios you can RENT OUT! The bottom floor is the childrens area, filled with color and life. It's clean, with a beautiful modern design, without feeling cold or unwelcoming.",None
92,Jamal Abdallah,4,2019-07-08,Great library! It literally has everything you can ask for,None
93,Sun Yueru,5,2021-07-07,"The library and the staff went above and beyond in keeping the services accessible during the pandemic. They are incredibly responsive to general inquiries, and fast to adjust to COVID-specific restrictions, e.g. contactless pick-up. Kudos for keeping the library open and running!",None
94,P.H Henry,5,2018-07-08,"Amazing place for studying and quietness. Maybe one of the fastest internet you can find in the city  from over 250 to 300 mbps speed. I suggest you to come very early at 10 AM to get the best spots possible because it's get very crowded from 12 PM to 19 PM. The staffs very are friendly. You don't need to bring a book to stay here, just don't get caught sleeping by the security guards because it's quite embarrassing.

The only downfalls are the lack english books (for the english speaker)  ,it's closed on Monday and a lot of homeless people.",None
95,Mehran Islam,5,2023-03-09,One of the best libraries in MTL ever!!!,None
96,Aur D,5,2021-07-07,"Nice and empty, you should take your time if drive a car, not a lot of  parking places near ( i didnt use their parking, no idea what to expect ).  Paper books seems to become a taboo now ...  you can not wash a book, no ?  😆 …",None
97,John Holmes,2,2018-07-08,"nice collection, but mercenary approach to collecting 'overdue' fines, as many ( mostly donated?) films inexplicably seem to be  'reserved' upon attempting online renewal, with big fines ..they brazenly block last minute online renewals by removing the 'mon dossier' option from the page....they are greedy for fine revenue, &  you have to ask them after to remove unfair fines...many smug, bureaucratic employees.  Warning: It is best not to visit the bathrooms ( especially those outside the ground floor 'sensor' area) as the guards will follow patrons ( men OR women)  inside, and wait directly outside the stall while the patron performs their 'business'....this is 'normal' guard behavior, according to a library receptionist. It seems voyeuristic, if not a breach of privacy, to me.",None
98,Kathy Nga Ting Ho,5,2017-07-08,"There is plenty of space to sit!! You know how hard it is to find a spot to read in a library in Toronto and in universities and in coffee shops. Well at BANQ, this is not an issue.

It is a fantastic library, I'm so glad it lives.

You need to be a member to use WiFI and check out a book. If you live in Montreal, your membership is free. Their website explains what documents you need.",None
99,Francois-Xavier,5,2016-07-08,"Great place to study! Free membership for resident of the Montreal Island. Free Wifi, Free outlets, print or photocopy (0,15$ per pages). It is also possible to use one of the many workstation available.

Also possible to use the meeting rooms for free for your study groups (up to 12 seats), just need to reserve the room.",None
100,Abderrahmane Djerourou,5,2022-07-07,A very good library. Workers are nice and helpful. I love working there.,None
101,Imran Chowdhury,5,2021-07-07,I don't think I have anything to add about this place it's as everyone said about it.It is a beautiful and fantastic library i don't think I have ever seen such a gigantic library before in my life.if you go in the alleyway right beside the library you'll find two small bookstores.which has diverse books of diferent languages.,None
102,Steven Bjerke,5,2020-07-07,"Vast selection of books, newspapers and documents spread out over many floors. Cheap photocopiers and good internet access too. After 7 can get sketchy with a lot of drug users and homeless in the area.",None
103,John O'Meara,4,2022-07-07,"Selection is good and hours are decent. English library is limited and being closed on Monday is a little annoying, but it's fine otherwise",None
104,Amir,5,2021-07-07,"Best library that I've ever seen and experienced. Unlimited resources,  books, music, games etc. Amazing service, friendly staff. Love their online service.",None
105,JJ Junio,5,2016-07-08,"I love our public library system and BAnQ is its crown jewel. There are a lot of desks available for everyone on regular days, although you might find yourself looking for a spot when exam week is upon us.

You can borrow books, dvds, audio cds, games and use their wi-fi if you have a BAnQ borrower's card which you can easily get if you have a driver's license or other proof of residency documents. They also do have the kids space at the basement where kids could watch movies and read children's books and play games. You could definitely spend a day easily here if you are a book lover! I love this place!",None
106,Ricardo Fernandez,3,2017-07-08,"The good: This place is really great to study they have a lot of resources and reading material. They have desks, comfortable seating places and even space for watching movies in the 4th floor. Located in the downtown area there are plenty of cafes and restaurants around.

The bad: Their costumer service is very unprofessional and easy to snap at you with rude remarks. I was inquiring for printing and photocopies and the clerk laughed at me saying they were not a printing house. I didnt understand why they were charging a few fees for late return and upon asking I met with staff that gave me attitude. I paid the fees since I did bring the material late yet dealing woth their costumer service was not a pleasure. Lastly on this note they really dont have a lot of english material, they have more french which is okay for me.

The ugly: lots of homeless people or people that seem to be anyway. Watch out for your stuff.",None
107,Jack Reid,5,2022-09-10,Excellent and clean location. Great selection of periodicals. Enjoyed studying the lsat here,None
108,prs,3,2018-07-08,"Please Please, Please consider this comment. I really like this place, but I will take 2 stars off to get your attention guys..... who ever reads this comment PLEASE , PLEASE, PLEASE extend the hours. Saturdays, Sundays and please include Mondays too..... please please please. We need to study 7 days a week. Montreal is getting crowded, we need more on the hours ; and these days everybody has a laptop. Some of the tables don’t have an electricity plug. Please consider.",None
109,Josh Le,5,2016-07-08,"All residents of Montreal get a library card! You just need two pieces of ID with your address on one of them. The building is very beautifully constructed, but the magic is inside with access to endless amounts of information. There's access to the library from the Berri-UQAM metro station, so you don't have to brave the elements to feed your mind. Happy learning!",Thanks/Merci!
110,Alex Su,1,2021-07-07,"It was negative 15 outside and my friend was late to pick me up, so I thought it would be acceptable to wait here until he finds his way around Montreal. (I am a university student from Ontario and not familiar with the area). I was quiet, and standing on a corner with no one around me. The security guard approached me and insisted that I have to leave without giving any reason and forced me to stand in the cold for 10 minutes.","Hi! Thank you for sharing this with us. We value your comment and would like to respond properly. May we ask you to submit your comment in our online form (https://www.banq.qc.ca/formulaires/commentaires/index.html?language_id=1)? Please specify when this happened (day and hour) and in which part of the library. It may seem like a hassle, but we assure you that it is the best way to get to the bottom of what happened. We’ll then be able to directly follow up with you."
111,Gab Lauzon,5,2018-07-08,"My favorite place in the world. They have basically everything you could want in terms of books, tons of videogames and lots of movies and series. It's easy to find a quiet spot you can spend the entire day in.",None
112,Jian Yi Zhang,5,2021-07-07,"I had to resubscribe recently and was happy to learn that any administrative fees such as to replace a card had been waved due to the pandemic. Reservations, which I've done a handful, take a minimum of 2 (open) days to process. If you reserve items on Friday, expect to pick it up only by Monday at the earliest. A minor inconvenience.",None
113,Lucia Taddeo,5,2023-05-08,Wonderful library with a vast selection of books from different categories in different languages. Large reference center. Computers available for individual use.,None
