ID,Reviewer,Rating,Review Time,Review Content,Owner Response
31,Aleya Wight,5,2020-07-06,"Fast friendly returns, clean bathrooms, lots of selection in the food court which was also kept clean. Staff members in every area we encountered were polite and helpful. Such a great selection of products and best showroom we have been in so far.",None
32,Shirin N.,5,2022-12-08,"Just like all other Ikeas around the world, affordable prices, good variety. Quality could be better of course.
We had also swedish meatballs and poutine at the restaurant and it was perfect.",None
33,Fat and Funny,5,2021-07-06,"Despite covid lines move fast and and the service is  great. The show room is fabulous, giving you so many ideas of what you can do with your house. You will find an abundance of great, affordable and classy furniture for whatever your room …",None
34,NIKHIL MUKHIJA,4,2022-07-06,"Great Selection in almost every thing
Great Return Policy …",None
35,Camila Henrique,5,2019-07-07,"Incredible selection, also the take and go system is great since you can do everything by yourself! The scenarios created in the store will also help you with getting ideas. Prices are good and there is a great variety of products for every piece of the house.",None
36,Brandon Vesely,5,2023-05-07,"Ikea is awesome! I give it five stars, but you have to build them yourself.

They are constantly updating the rooms in their showroom - and there are always …",None
37,Mike So,4,2023-04-07,Walking through the ingeniously and meticulously designed showrooms is an experience every artist and design student should have.,None
38,Julie Paillé,4,2023-06-15,"Always a nice visit
But i lot of sold out items.
Maybe you want to research on the website to make sure what you want is available before to go",None
39,Aditya Pulya,5,2023-05-07,Best place for buying furniture. Nothing can beat the quality and durability of IKEA. All our house furniture have been bought here only. Numerous options available to order and pick it up here or deliver it to home with extra charges,None
40,Yedir,5,2023-05-07,Very good store !,None
41,Puneeth PB,5,2018-07-07,"Amaaazing place, looooots of verities.. Never ever go there for a window shopping. You will end up buying something for sure. ;)",None
42,Paul John Jeffrey,1,2023-02-06,"Shame on you, IKEA! Buyers beware!
I purchased two identical beds from IKEA's website on December 6 - the beds were for two of my children who share a small room. …",None
43,Dhananjay Narayan,5,2022-08-10,Very well arranged display of all the furnitures. A very good showroom with lots of options for every household requirement.,None
44,Ralfy flo,1,2023-05-07,"My little wife was looking for tiles for the
terrace this sunday and found some nice
wooden tiles at @IKEACanada …",None
45,Sater brothers,1,2023-05-07,"Worst customer service experience i have ever had, manager named chris B, very rude, disrespectful, so much attitude. Patiently waited for an hour and a half to discuss undelivered item, and then he talks to me with this attitude.
Disgusting treatment, i hope this review gets to headquarters management team",None
46,Firebird,1,2023-02-06,"If you have time to waste, please come to Ikea and waste your time with the super specialized time wasting professional staff..! Wow I have been to IKEA in a different country and it is a total different experience. …",None
47,Chrissie Geronimo,4,2019-07-07,"I enjoy visiting this place. I love that they have sample models to get you inspired in decorating or renovating your own place. Some items though, i do not agree in terms of pricing as some are priced a little too high but other than that, it is a good place to buy home fixtures not to mention their food that is truly within the budget.",None
48,Mick Kopis,4,2022-09-09,"Definetely refreshing experience since the latest round of renovations. It will get ridiculously busy on weekends so try to head down there on weekdays or weeknights, especially if you plan to go around the whole showroom and marketplace. …",None
49,Utsav Sharma,5,2021-07-06,"Totally loved this place. Definitely a one stop shop for all home stuff. Though many a times products do go out of stock in the store, but the online service compliments the brick and mortar store pretty satisfactorily.",None
50,Satish Kumar Tumulu,5,2020-07-06,Nice place with several things to buy with reasonable price and good quality. Best place to go when you plan for setting up a new house.,None
51,Phidrian,4,2023-06-15,"Helpful staff, great food and well structured. Only issue is it takes a while to get through the whole thing and getting out early isn't so easy.",None
52,Frank Pietracupa (Vette),2,2023-03-08,"First of all, the online designer took a step back in usage.
Second, you stand in line to get your prestigious spot on one of their computers, only to be told that what I want to do is too complicated so I need to go to …",None
53,Rony,4,2023-05-07,"It's a beautiful shopping experience going here.
I just get tired with the long walk all around the huge shopping mall though and it is hard to get out without walking the full path - don't understand why?",None
54,Md Shafiqul Islam,1,2023-02-06,"Avoid IKEA:

Ordered by online 27 Jan 2023 morning and was showing will deliver before 6PM. …",None
55,Farhan Samin Prionta,5,2019-07-07,The food is sooooo good. I can't believe I am saying this but I would visit a furniture store again just to have the food they serve. The chocolate tart is a must try and the Swedish meatballs are delightful too. And the prices are amazing. Great deal for great food.,None
56,cindy-lyne frechette,1,2023-02-06,"I used to be able to place my order online and pick it up a couple of days later as I am an hour away from Montreal. Now you have only 24 hours to go pick up your item... What is this? not only do they not have stock on most of the items, …",None
57,Aref Almousa,5,2020-07-06,Great place. We went for restaurant.. the food was good and the service was fast,None
58,B C,2,2023-06-06,Ikea used to be great but it's really gone downhill. A lot of apathetic and unhelpful  employees when you can actually find one. Restaurant very disorganized with items missing. Does not make me want to go back.,None
59,Emmanuil P,4,2018-07-07,"Good service, thank you. Love the new cafeteria decor. Much larger and wide open space. Lots of free parking and easy access from the highway 40. Arrive here early and allow for ample time to shop around.",None
60,Stan Carman,4,2023-04-07,"Lots of furniture (some assembly required), and a great place to recycle batteries, lights, and small electronics. They also have a cafeteria-style restaurant with reasonable prices, and a place to buy food items to take out.",None
61,Hatim Abu Hugier,1,2023-06-06,beautiful missing parts IKEA. I bought Brimnes the bed frame or the useless bed frame that cam without slates !! It was too late when I knew it was not included I tried to order online the slates but they are not available to deliver so …,None
62,Prince Torres,3,2023-03-08,It's okay if you just wanna grab something quick. Some items aren't organized. I'll stick to the one in Boucherville. Food's better there too.,None
63,Bilal yassin,5,2023-04-07,"I always come to grab a snack before entering very delicious and vegetarian hotdog option available for 1$ only. Also, if u want there is a restaurant next to the elevator at the second floor. I recommend buying the poutine from there large …",None
64,cora & Manuel Gomez Bridgeo,4,2023-05-07,Always fun to come to ikea! Wish the kiddy place was open but it’s been closed the last 3 times we went. We always go to try and find one thing but it’s always sold out. Wish they kept more in stock if they know it’s such a big seller.,None
65,Shilpa Negi,2,2023-06-06,"I had a chance to visit ikea today to buy wardrobe, overall I got what I was looking for but the employee working there did not delivered even one star customer service, so I asked the women where could I find wardrobe in the store, would …",None
66,Christopher Addison,4,2023-05-07,"I love IKEA, but getting to the store by public transport is not as easy or as comfortable as it should be. Having a proper lit pathway to the store from the bus stop is essential for a better experience.",None
67,Ali Noor,2,2022-07-06,"I get frustrated with every visit, A lot of items out of stock for many months, in all IKEA’s branches in canada. They need more employees to help customers when they want to ask.",None
68,James Huynh,2,2022-07-06,"+ The only plus is for the actual company's outstanding products

Store experience …",None
69,Roy Doron,5,2023-06-29,Love shopping here. Wait lines are terrible sometimes but staff are tolérant,None
70,Deniz Yilmaz,1,2023-03-08,Everything it was hard at IKEA. They told me to collect everything I buy and then they said they can delivery my order which is weird after they said I have to collect myself. It’s almost 4k order and I bought a lot of things. And then they …,None
71,Melek Şen,1,2023-06-15,"They said the countertop would come in 3 weeks but made us wait 2 months, and when you cancel it they didn't refund all of the money.",None
72,Glen Mac,4,2023-06-06,It’s ikea.  Not much else to say.  Save yourself the long walk and order online.  The pick up is really fast and easy.,None
73,Mayson C,4,2022-08-10,"Good, I found what I need but the price goes  up a bit",None
74,Reachill Franche,5,2022-07-06,"Super great prices! Has a huge options for home ideas, decor & styling, furnitures, kitchen accessories and almost everything!💞 …",None
75,Jesus Emmanuel Lostanau Sánchez,5,2023-06-06,They make you realize you had needs even if you had none before entering the store! 😂😁 …,None
76,Mike Perreault,3,2023-03-08,"The store itself is great
Had a decent meal in cafeteria
We love the IKEA product …",None
77,Tiffany Woo,4,2019-07-07,Food isn't bad and isn't so expensive. You can spend the whole day there.,None
78,Chary,4,2023-02-06,"As usual, there are so many beautiful things that you want to have everything. It wasn't so crowded during the afternoon on the weekend, it is huge and if you go to buy something specific you could take longer than expected",None
79,Lily Huynh,1,2023-04-07,"Online stocks are far from being accurate and this location is overcrowded.
By the way, better make an appointment for any return or be ready to wait 30 minutes, even on a Monday 10h00 am.",None
80,Manav Chadha,4,2019-07-07,Nicely set up. Has some very nice trendy designs. The food also has some new options but wasn't so good like it used to be.,None
81,Zozica,4,2020-07-06,There is not much to say about IKEA. They have what you need in stock. They might need more cashes because the lineups are a bit intense. They also have a liquidation center where you might find some gems.,None
82,Pat Mercier,4,2020-07-06,Great price for furniture. The restaurant there is really worth it too.,None
83,Al Johnston,1,2023-06-06,The screws are the oddest things they don’t work with Phillips tips. I have no idea what they’re supposed to work with and their instructions on putting cabinets together are an embarrassment.,None
84,Marco Marone,5,2018-07-07,"IKEA is like Disney Land for poor people, and we live it. Spacious and full of affordable goodies this place is like home, minus all the strangers. The food is also absolutely great and affordable. Think jail food but like if you were incarcerated at the Ritz.",None
85,Cristian Pidborski,3,2021-07-06,"In general, I love them, but today was not one of their best days. First, don't forget to bring your own water. In the store the fountains are off, the resto is closed for a reason, Covid. But still, no water? It is too much to ask to …",None
86,Sher G,5,2018-07-07,"It is reasonable with good quality. There is fun place for kids, food for kids and adults, hot dogs .. A very big parking.",None
87,Walid Amghar,5,2018-07-07,"You can find everything you need for your house, also very nice and helpful staff",None
88,Catherine Chen,5,2023-03-08,for my 20th wedding anniversary i would want to go to the ikea food court for dinner that's how much i love it. came at a time where i had no appetite and still ate 2 plates of meatballs (i only oredered one plate but my mom was knot hungry),None
89,Nu Dub (indipride),4,2022-07-06,"One stop for all your house furniture and decorating needs, the staff and very friendly and helpful. You need to bring your own bags to carry hints back home or you can purchase on the spot. Everything is super well displayed. Parking is …",None
90,Melissa Khalil,4,2023-03-08,The only downside is they never have enough cashes open … but I love ikea and their concept. The restaurant upstairs is great in terms of choices and for kids too !,None
91,Joe A,4,2020-07-06,It's a great place to buy furniture. I would advice anyone to come early as the queue gets really long after 4pm. Their return and after sales counter is really bad. I had to wait for around 2-3 hours just to get some screws. Go with an …,None
92,Jan Eurelson,5,2019-07-07,One of the best places for  cheap furniture,None
93,atieh ys,5,2023-03-08,"Love shopping from this store. You can find everything from a candle to a sofa. And you can return anything easily.
Ikea’s delivery is also the best.",None
94,Sandra El Khouri,4,2021-07-06,"It's always fun to go to IKEA! The choices are endless. I put 4 stars instead of 5 because a lot of items are out of stock... An employee told me that if the card is white instead of red, like in my photo, it means that the item is not …",None
95,Sameeun Choudhury,5,2023-06-06,The new locker system pickup is amazing ! Open 24/7 and free!,None
96,sunil bisla,5,2020-07-06,Very good management. But do take time for shopping as it can get really busy. The staff is helpful. Lots of good quality product at a cheaper price but you should know what's cheap as there is stuff you happen to pick just because its ridiculously cheap.. Parking can sometimes be a challenge here.,None
97,Pokemon Café,5,2019-07-07,"Love this store. So beautiful design, nice stuffs.",None
98,Princess Ponytail,5,2022-07-06,Nice store. You can find anything here. From affordable daily use products to expensive fancy items. I always visit ikea to get ideas to decorate my house,None
99,Shea Naftali E.,5,2023-06-06,"Lovely experience!!
Nice big store!!
Excellent costumer service...",None
100,Maxime Provost,4,2021-07-06,"Long waiting time during the pandemic but it is what it is during weekends. You can quickly get what you're looking for by skipping the showroom and go straight to checkout. It is really crowdy. If you want to go for a quick in and out on weekends, just go inside 30 minutes before closing. No wait time like in the picture i took.",None
101,serge moukhtarian,4,2022-07-06,"Very nice place, good decoration and so many items to shop around for.

I recommend if you're looking for redesigning or decorating your home.",None
102,Carol Rudy,5,2022-07-06,Who doesn’t love ikea…we went 2 days in a row because they were out of mattresses… but luckily we were able to find what we needed for her to move in her apartment. Yeah!,None
103,Anahid Zolalian,5,2023-05-07,"I love shopping for kitchen, the only thing that I don't like is the waiting for the kitchen planification and the order to be prepared.",None
104,YU-CHUAN HU,5,2020-07-06,We can find everything for the housing and even delicious foods and many kinds of desserts here. Amazing...,None
105,GOOD DEAL GUY,5,2022-11-08,Nice and clean store. Bought few things and so far so good 👍 …,None
106,hossam Nofal,5,2023-06-06,Great customer service will find new items suitable for your imagination,None
107,Yahya Saeed,5,2019-07-07,The best place to buy home and office accesories.,None
108,Jahid Hasan,5,2023-06-15,"All types of day to day life products available here, with reasonable prices",None
109,Steven Ball,4,2019-07-07,"Standard Ikea.... What is really there to say? Well, it's clean, spacious and offers all you would expect from a modern Ikea. Mass production, cheap furniture, flat pack building experience, manic parking during the peak hours; enjoy.",None
110,Elizabeth Tate,5,2022-08-10,"This is one of the Canadian IKEA’s where you can get poutine. I think it actually tastes better here because they use the exact same gravy for the Swedish meatballs, but that’s the American in me not fully understanding the importance of duck fat gravy probably. I think it was a fun twist on the usual poutine though.",None
111,Sarah Hunter,1,2023-01-07,Do you love wandering around in retail h4ll? Lost in a maze of products that may or may not even truly exist? With staff that turn over so quickly that no one knows what's going on? With their trusty app (that isn't up to date) at your …,None
112,Rafaëlle Bégin,5,2019-07-07,Always a good place for inspiration! Good for any DIY project too🙌 …,None
113,Martin Pomerleau,4,2023-01-07,"Parking is a bit of a mess but it was expected. Inside very clean, food court is my favorite place 🤣 price seems to go up since last time I went but every store did. Workers are nice. …",None
114,Nitika Thakur,5,2023-02-06,"My first time at Ikea. The price, quality if products and variety is unmatched. Also liked their food specially the vegetarian swedish meat balls.",None
115,Natasha Dicaire,4,2023-04-07,"a quick healthy bite before shopping  is a must...love to look at every thing, great prices too and thr sraff is so helpful",None
116,Adam Jacques,5,2022-12-08,How can you not love IKEA? I don't know what cultural importance it has on us but it does. It is always fun to walk around on a stormy day and they have a surprisingly good cafeteria and quick bit to eat downstairs too. For your furniture and eating needs.,None
117,MARWA Mohammed,5,2018-07-07,Nice furniture and a great price,None
118,Nagy Gamal,4,2023-06-29,a lot of staff to choose from but you need really a full day if you dont know where is the location for what you looking for.,None
119,Tarik,5,2023-03-08,I visited this branch in montreal last year and I was astboshird how big and tidy and well organized.  Have everything that anyone's may think of and according to each one budget.,None
120,George,5,2023-06-29,Everything we needed was in stock and easy to find,None
121,Sycamore,1,2023-04-07,"Worst company ever. Opened a case for my in January and promised to resolve in a week. Two months later, still no resolution, and asking me not to contact them again but wait till THEY contact me IF there is an update. Worst customer service ever seen.",None
122,Mauricio Ramirez,4,2019-07-07,"Don't be in a hurry. It takes hours to get shopping done at IKEA. Great prices, something for everyone, assembling is hard work.",None
123,Kiki D1975,3,2023-01-07,"Well, I was a big fan of IKEA until last night!
I went to the self-serve cash, scanned all 15 of my items, then as I pressed the button to pay, I  was told by the machine that I was "" randomly "" selected for …",None
124,Mylee St-Jean,4,2018-07-07,Always so MUCH people its unbelievable! But you can find anything your home needs! And good food at the lowest price. Full Breakfast starting $5.00,None
125,Ahmad ABBOUD,5,2022-07-06,"Wide place to shop all kind of furniture with affordable price.
In general, the price is cost effective compared to quality",None
126,Ahmed lz,5,2023-03-08,good stuff but they don't have anything for ppl longer than 1m80 hhh,None
127,Loujin Khalil,4,2023-05-07,"Good to have quick fix furniture
Quality in general is not good
But compared to price it is reasonable",None
128,Dar,4,2023-01-07,Who knew you can go there for breakfast. Bacon was perfect. Fun to walk around and get ideas for decorating,None
129,Cristian Asenjo,5,2017-07-07,Great products and food. Their customer service is really helpful as well.,None
130,Nathan Wright,4,2022-07-06,I have just moved to Montreal with my family and live within ten minutes from here. As regards getting fourniture for our home it is a bonus beyond measure. …,None
131,Dipashree Salunkhe,5,2023-03-08,"Good place to shop all your house hold stuff like kitchenware, Bath abs bed and furniture. Huge place to have so many options.",None
132,Hedia B,5,2022-11-08,"I could not believe my eyes when I arrived at this location at 9:30am on Sunday to see a packed parking lot. The store opens at 9 and everyone must be there before they open. Great store. Very organized. So happy to find things that I can’t find in Ontario stores, in Montreal while I was visiting.",None
133,Quinn Barnes,2,2023-05-07,Too busy. Parking lot is terrible.,None
134,arnaud philibert,2,2022-12-08,"Store with a lot of products and well displayed but most of it is out-of stock. It is a real headache to try and buy furniture : most is out-of stock and overbooked. Be prepare to wait ! When calling the aftersale services, they don't help much and do not know when supply will be available.",None
135,Sara Gomez,5,2021-07-06,"Love Ikea! Fun place to go, decent quality for the amazing prices. Displays to be inspired.
Big parking lot and easy access from the highway. Hand sanitizer upon entering and leaving.",None
136,Leighton Carter,5,2019-07-07,This is a truly massive shopping experience. Very nice cafe upstairs to enjoy a coffee or a meal before or after your shopping expedition. Can find literally anything anything your heart desires for the home. The number of people three in weekends is a bit overwhelming!,None
137,Y Chen,5,2023-04-07,very clean and stuff are friendly. After shopping you can order food from IKEA . Very convenient,None
138,Sean Teed,4,2019-07-07,Cheap hot dogs and a maze that confuse an frustrate for hours. My wife loved IKEA. Me not so much,None
139,Kiki Reno,5,2018-07-07,I love the products. This place seems like it is always busy so it was a little hard to find things. Their swedish meatballs and Daim cake are very good!,None
140,Kevin Massabni,5,2022-12-08,Vegan meatballs and Plant based 🌱 chocolate cake delicious …,None
141,Coralene Remegio,1,2023-01-07,We checked for a product online and it says that there is over 100 in stock. We looked everywhere for the product and couldnt find it. We looked everywhere for an employee to help us ane was told that everyone was on break. Horrible service.,None
142,Milad Mokhtari,3,2022-07-06,Not as big as the other IKEAs that I’ve been to and it’s really far from downtown Montreal where I live and it’s such an ordeal to get here.,None
143,Mayara De Conti,2,2019-07-07,"We went to see the materials of the kitchen cabinet, to buy online. The prices are affordable.",None
144,David Bainbridge,4,2023-06-15,It's ikea. We come here once a year. This time was uninspiring so we spent less than we have ever done.,None
145,Faisal Hasan,1,2022-08-10,"More than hour waiting to return and refund my money, no enough employees, some customers give up and go!",None
146,Avid Fan Nelson,5,2023-06-22,"Luv Ikea, could move right into some of their room setups, best way to see their stuff",None
147,Mary Portela,5,2022-07-06,Amazing! Really good prices and quality!!,None
148,Amanda Laraby,4,2022-12-08,To be honest its a great place to find a great value for your dollar. Especially for deco its the place to go they have everything you can think of but it really isn't the greatest quality I bought a dresser for 150 and was totally …,None
149,Bruce Weese,5,2023-06-06,Found wine glass hangers that slide on any cupboard shelves. How cool is that!?!,None
150,Felipe Perez,4,2022-09-09,"Pretty standard for an IKEA. While the stock these days is low (it's the same everywhere; you can't really blame one person/company in particular), you can find something to your taste. …",None
151,Amanda Di Pancrazio (My Girl Montreal),5,2018-07-07,"Everything about IKEA's store layout, service, and system is streamlined. Love dropping by on a Mon-Wed night when there's *less* people than usual and getting inspired or picking up stuff I need.",None
152,Jonathan Dubois,2,2018-07-07,Feels like your a rat in a maze. Parking is hell and the run-around inside is worst. Don't care to ever go back.,None
153,Antonio Masecchia,5,2020-07-06,"All I can do is share a story. I told a staff wow, you must all sorts of Ikea at home. His answer"" everyone has Ikea at home!! I love this place !! If you can assemble, it looks great but if you can like me cut their panels and customize to your needs, makes you look like a pro!!",None
154,Tommy Guan,5,2023-02-06,"Do the research on the internet first, then I can either finish the job by online purchase or give it a visit. Also very professional and nice staff overthere.",None
155,charif haidar,4,2022-07-06,"finding a parking spot can be challenging at rush hours, not many selections for home textiles, clean bathrooms, nice restaurant but not cheap.",None
156,JR gaspard,4,2020-07-06,"I bought a cactus, love it. But IKEA wouldn't let me go back to their restaurant  with my purchase.",None
157,Nikolaos Grigoropoulos,5,2023-01-07,Great choices and prices. Wish there were more chairs to sit and rest a few minutes as the walking can be quite challenging otherwise love shopping at IKEA.,None
158,Lou,5,2018-07-07,"This is my favorite store in the whole world 🗺 who doesn't like IKEA. The food at the restaurant is gorgeous, specially the salmon and do not miss the carrot cake. …",None
159,erik R,5,2019-07-07,Nice furniture and swedish food shop,None
160,Mitra Taraghi,1,2022-12-08,"The services, inventory and staff are not the same as it was before the pandemic. Wrong inventory data in the app, never found what I was looking for, messed up items in the aisles, refused to let me return another item although they had time.... Just awful. Will try to never go again!",None
161,Eric Arantes,5,2018-07-07,Everything you need for your home you will find it there. Excellent prices and quality materials. …,None
162,Derek Schaffer,5,2020-07-06,"Ya know what? Even though it's a big cold building with racks of get-it-yourself stuff, I had very helpful and pleasant interactions with four employees there, and I got everything taken care of quickly. Also, anywhere I can get a couch and swedish meatballs at the same place is great in my books!",None
163,Igor Ghoul,5,2019-07-07,"Big parking, great variety of ikea goods included beverages from Sweden and canteen with very tasty swedish dishes!",None
164,Mohamed Eldesouki,5,2021-07-06,"High quality and convenient in price furniture.  IKEA Canada offers affordable, well-designed furniture and home furnishings to create a better everyday life at home. I have spent around 4000 Canadian dollars to furnish the whole apartment. …",None
165,Skot F,3,2022-08-10,Got lost in the maze as usual. Would go there more than every few years if it was a normally setup box store. But did end up finding what we needed. Oh and there is a very good reason the breakfast is cheap. It's ok but the eggs were interesting (posting nice as i can). Edible but probably made from powder.,None
166,Mithu Kurian,5,2019-07-07,Great place to shop your home stuff,None
167,Ruge Shen,4,2021-07-06,Line up at the entrance. The cleaning level is good. Staff give people specific seating and limited to 30 min to control the distance in the dinning area.,None
168,Mahmoud Adel Abdallah,3,2023-06-06,"Far from town,  be care when you buy thing be sure it is ok before you leave otherwise you will back again to return.",None
169,Germain Char,3,2022-09-09,Some things were not available that we were looking for and unknown time-frame for when it will be available.,None
170,Samuel Bouchard,4,2018-07-07,"Large selection of products for house, kitchen, office, bedroom, etc. Different ranges of prices under the same roof which is very convenient. Nice overall shopping experience but the store is always very very crowded and this could become a bit exhausting. You will most of the time have hard time to find parking.",None
171,ali emec,5,2022-08-10,"Seriously I just love these kind of places.
They just have everything you need for very cheap. It’s like high quality products for really cheap! You will save a lot of money and will find new and easier …",None
172,Mignonne YOU,4,2018-07-07,"If you do not drive,its takes long time to get there.  Many ideas and inspiration around showrooms. I bought i a tea cup and glass teapot. Good price on small pieces.",None
173,Dusty Productions,1,2023-04-07,I haven’t had food this good since I served time at the Bordeaux Prison,None
174,Pin Fo Chen,5,2020-07-06,Great place to go and even have parking spots for young families and low emissions cars. Downside is no one verifies it. Picture as exemple.,None
175,Princess Mamlakati,5,2020-07-06,Love it customer service always top,None
176,Karen R,4,2020-07-06,Great store & price. Go there in person as much as you can. Calling cutomr service is just impossible on the phone...,None
177,Pablo Rodriguez,5,2022-07-06,"Always a lot of people, but everything goes smoothly usually. We've used their click and collect service a few times and there's never been a long wait. If you really want something, especially if it's low on stock, I would suggest using …",None
178,philippe dupont,2,2022-07-06,Products are good but try to avoid the kitchen department. They have problems with the staff there. They need to figure out a new system and more staff and training. It seems like half of them are new and don't know enough to actually help …,None
179,Sam Wong,5,2019-07-07,m'y favorite store. never ceases to inspire you. great prices for design. quality can't be beat.,None
180,Jamie Morabito,4,2019-07-07,Ikea is Ikea ! Besides having to do the whole store when you walk in !! You can't beat there prices,None
181,Sue Ann,1,2022-12-08,An hour wait time for a return. Makes no sense that there isn't an easier way to return items. Every other store does it without having to wait in line over an hour. …,None
182,Brian O Connor (BrianO),4,2018-07-07,"Overwhelming home furnishings selections. Everything from room accents what you need to create a room that reflects your specific taste(s). That even Includes all the appliances, and at very reasonable cost. …",None
183,Stîv Bor,4,2023-04-07,Love going to IKEA especially their kitchen section but needs more cashiers...,None
184,Spencer J.,5,2022-11-08,"Immersing yourself in a dream house. The food is good and cheap. Always spend a lunch time there. Near the courter area, there is a discount region which u can find returned goods but new. The discount sometimes is really seductive.",None
