ID,Reviewer,Rating,Review Time,Review Content,Owner Response
28,Sarah Hanson,5,2023-06-06,"If you have not been, you need to go. This is one of the best markets in Canada. There is a lot of variety and many lovely products. During the spring and summer, the market has outdoor food and garden vendors. It is a wonderful place to visit!",None
29,M B,5,2022-09-09,"Better than Jean Talon! Not the quantity of produce to admire but a good selection plus a large variety of meat, seafood, cheese, bread, sweets, plants, and more. A must on a Montreal trip! Loved it!",None
30,Soheui Park,5,2021-07-06,"I go to Atwater Market often.

Varieties of things you can get at Atwater market is wide. Last week, I visited …",None
31,Lina Gonzalez,5,2022-12-08,"One of the best places to have breakfast, go for a walk and get fresh, yummy fruit. The croissant framboise was very unique, different and delicious some of the grilled cheeses have spring mix spinach and almonds which give them a nice …",None
32,Ajinkya Sathe,5,2023-06-06,Amazing huge market in Montreal! Amazing variety of farm to table produce and goods!,None
33,Marine,5,2022-07-06,This market is amazing right by the river. So many produce and dessert choices. Has cafe inside to hang around. Veg all out side inside are baked goods and pre marinated meat,None
34,Hannah N (Hannah),5,2023-06-06,"Love the vibe there! There is a coffee shop selling sandwiches for breakfast, pastries and Coffee! The staff were friendly as well! I can one of the best almond croissants I have ever eaten was here!",None
35,Rafael Carvajal,5,2022-12-08,"Very clean great produce offer, meat and several gourmet products. Very clean. Bio meat looks awesome",None
36,Rony,5,2023-05-07,"It’s a good place for shopping fresh farm fruits and vegetables. I like the variety available and the price to quality of products. Also worth noting is the atmosphere of the place which is filled with fun, joy and laughter… A wonderful place to come for shopping…",None
37,Summervibes C,5,2022-07-06,"🥖My first time visiting Marche Atwater, it’s clean and tidy!  Love the small restaurant outside the market. Good vibes and have lots of seating outside.  Highly recommend if you are looking for fresh vegetables, great steak, good pasta and garden flowers! 🧡🌸🪴 …",None
38,decousus thibault,5,2022-07-06,"Nice place to buy some original vegetable, fruits and meat! People are friendly and you can enjoy with some other shop who sell some french fries, cocktails, etc.",None
39,NB,4,2022-07-06,"Year round open farmer's market offering fresh produce, breads and other local specialties. Indoor shops include those offering gourmet local Quebecois foods, such as wine, vinegars and oils, honey and other delicacies. Several options for a meal as well. Easy to park on local streets during visit.",None
40,Saman Tayari,5,2022-07-06,"I love this place!
Amazing choices. Very friendly vibe.
The large store at the entrance selling all spices, syrups, bitters, vinegars, …",None
41,Tracy Gaut,5,2023-02-06,"What a wonderful market! They had everything from produce, meats and cheeses to pastries, desserts, and wine. Not to mention ready-made snacks and meals. Everyone was very helpful and the costs were within reason. It was relatively close to the metro so we'll definitely visit when we return!",None
42,Taelyr Keeley,5,2020-07-06,"Huge market offering many different selections of food, flowers and coffee. My favourite place to go anytime of the year",None
43,David Converse,5,2022-09-09,Walked through here on the way to the Lachine canal.  Lots of fresh items for sale.       Had to post the pic with the dogs  it was too funny.,None
44,Regina Miranda,1,2022-07-06,"Today I visited the bakery inside the market and the atmosphere in general is very pleasant.  just that the staff has a horrible attitude, they looked at us in a very rude way and made us feel bad .",None
45,Zach “Zach is One Tired Dog” Il,1,2022-07-06,"no dogs welcome, no safe place to leave a dog, better to not go with a dog or at all unless you want the best brisket, satay brothers, the fruit stand that Mathieu runs, the sauce shop",None
46,Zara Khan,4,2022-07-06,"Marche Atwater is a pretty decent market to buy fresh produce, breads, cheese & meat.  The prices are great and the vendors accept card payments on minimum spend. …",None
47,Giorgio Russo,5,2021-07-06,"Lovely little market with a nice bakery, butcher shops and etcs. Good quality and very clean, warm and cozy. Not to be missed.",None
48,Jane,5,2023-05-07,Interesting market.many special food .have quick electric station here.,Thank you for your comment!
49,Crista S,5,2023-06-29,Really nice market with affordable produce. Great to grab food from then walk the canal.,None
50,Julie C,4,2019-07-07,I personally like Jean talon better but the location here is nicer. I love the food option here too. There are more selections for produce and meats at Jean talon though.,None
51,Ateayeh,4,2022-10-09,"Nice market, where you could find fresh fruits and vegetables. Also there are bakery, and flower stores.",None
52,Benoit C.,3,2023-01-07,"Convenient but need a refresh, old building and lack of store diversity inside on the main corridor.  Few nice stores for chocolate and pizza.  Would be nice to have an oysters bar in the summer at the fish market.  Nothing fancy, just fresh oysters and fair price like at Jean-Talon market.",None
53,F K,4,2022-10-09,"This market is clean, produces are fresh and vendors are friendly,  some let us try some of the products.",None
54,smallwang,5,2022-07-06,It’s a lovely market and I really recommend visit during summer because it will be much more vivid. Besides I strongly recommend the yogurt in a cheese store. So much flavor and yogurt itself is iconic!,None
55,Marty J,5,2023-06-15,"Great market, lots of flowers and plant vendors. Great pastries, meats and more. Grab coffee and sit outside by the River.",None
56,Brett Alan,5,2022-07-06,"I had a great time at this location! Good variety of markets, and a very cold indoor area that was nice for a warm day to check out other vendors. Unlike Jean Talon, this market had more options for cooked meals which was appreciated. There …",None
57,J K,5,2023-05-07,In summer this market is full of flowers.,Thank you for your comment!
58,Sébastien,5,2022-09-09,"Obsessed with this place. You can get good coffee and bagels, fresh pastries at première moisson, the meat section is always packed with the most amazing marinated ribs, chicken, pork.. honestly a must go for good cuts. …",None
59,Shama,5,2020-07-06,"This market is lovely. The bakery is filled with so much goodies. The produce is fresh, clean and the vendors are friendly--bilingual or not--there's a lot to look through when grocery/food shopping!",None
60,Marcy McCallum,5,2023-02-06,"Incredible coffee, vast selection of shops offering fresh produce and meats from a variety of local farms, baked goods, cheeses and much more - Atwater market is always a wonderful experience! Free parking & restaurants on site - it's my happy place 😊 …",None
61,Shekhar Mishra,4,2023-03-08,Perfect example of an Indian Mandi !! You get all the fresh produce from farmers at your disposal. Decent peoples. I was amazed at the variety and the quality of products. Loved it.,None
62,Matt,5,2017-07-07,"This place is awesome as well as a classic. Great food, and such a lovely place. They have awesome meats, seasoned very well, great seafood, great chocolate, and superb baked goods. Prices aren't that expensive. One of the best markets out there.",None
63,WK,4,2022-12-08,Farmers markets are a must to go in Montreal.  No exception to this trip.  Nice people and pricing is reasonable.,None
64,Chris Cussen,4,2019-07-07,Great place to find farm fresh fruits and vegetables as well as ethnic food both fresh and preserved,None
65,Davindra Ramnarine,5,2022-07-06,"This market is open year round and visitors can easily find fresh produce, meats, breads, and many other foods and products from Quebec. The food court has an eclectic mix of vendors serving dishes from seafood to bbq to Asian and then some. Not as big as Jean Talon but definitely worth visiting.",None
66,Leonardo Santana,5,2022-09-09,"Very nice market. Lots of fresh delicious fruits. The near by canal worthing a walking is amazing.
Even better with the Sudbest festival and some live music.",None
67,Kinuyo Paddock,5,2022-08-10,"Fabulous location with a wonderful selection of bakeries, fish shops, chocolate shops, fresh produce and more.",None
68,bassem youssef,5,2020-07-06,Super vibrant place with fresh fruits and veggies.  Alot of fresh groceries and an amazing bakery too.,None
69,Emilie Noel,4,2022-07-06,"Beautiful market near the Lachine Canal with a wide variety of stands that offer anything from fruits, vegetables, baked goods, cheeses, flowers and more. Very busy especially on weekends but worth a trip if you’re looking to buy local products.",None
70,Thuy Nguyen,5,2022-12-08,"Great market all year round, but the Christmas market was disappointing.",None
71,Luke Browder,5,2018-07-07,We had a great experience here. vendors were very willing to let us sample and sell us small portions so we could leave with a little of everything. HIGHLY RECOMENDED,None
72,Sean Crockett,5,2023-06-22,There are many great stores to buy Acropolis Organics Extra Virgin Olive Oil and their other delicious products.,None
73,Benoit Houle,4,2023-06-08,Hard to enter ; as many entrance were blocked by dining table but a slew of great deal while you are in - some of the best cheese in town,None
74,S Googz,5,2023-03-08,"There are probably 5 different butchers with various products and marinades. There are about 5 fruit and vegetable shops as well, saucissiers, two cheese fromageries and one bakery...along with a couple restaurants + flower shops. One spot to get it all done!",None
75,Priya Kelkar,3,2019-07-07,Very Beautiful and clean market. However I found the Fruits and Vegetables very expensive but Fresh. Proximity to Metro is good. Beautiful nurseries in the summer,None
76,Delia Iannalfo,4,2023-06-22,"A fun place to wander around and a very lively food hall. The food is overpriced, though",None
77,Caroline Giroud,5,2018-07-07,Great market where locals are shopping for fruits and veggies but also meet cheese and all sorts of French products,None
78,Jon Mcrae,5,2023-06-22,An amazing market. This is a must see place for any food lover.,None
79,Jodi Wyman,5,2019-07-07,"This is a modest sized market with fresh fruit and veggies, cheese, meat, breads and live plants and flowers. It has great places to eat and isn't as overwhelmingly crowded as some markets.",None
80,Ming ChAn,4,2023-06-22,Love coming to shop here for fresh produce and flowers and plants etc and have a good lunch at some of the local shops,None
81,Khorshid Yaghmai,5,2023-01-07,"Great atmosphere , great local farm products, I love this market.",None
82,Ontario Rural Routes,5,2023-02-06,"Visited on a Monday, so very quiet, peaceful time to shop and eat lunch. We especially enjoyed the 'Brulerie aux quatre vents' and the cheese venders. Entrance doors could be marked much better coming from parking lot.",None
83,Danielle O,4,2023-06-22,"Not as good as Jean Talon (pricier, more pretentious), but the BBQ place that's open for summer is phenomenal.",None
84,Lorelei Jensen,5,2022-07-06,"Amazing veggies, fruit, cheese and meats! And get a coffee and sweet treat at the Patisserie upstairs! You won't regret it!",None
85,Kana,5,2019-07-07,Really good place to buy food and something botanical!!,None
86,Elle Sing,5,2019-07-07,Wonderful place to buy things for a charcuterie board. Lots of cute shops with flowers and fresh vegetables.,None
87,Michelle Shafer,3,2019-07-07,"We have been to dozens of markets all over the world and have to say this one was no big thrill. There’s a huge pastry place at one end and other vendors in the middle.  There are several vendors outside, but again, not much.",None
88,Katia Lizet,5,2018-07-07,love this place. so fresh and so good pricing also good. the food amazing,None
89,Johanis T. Patsikos,5,2017-07-07,"This market was great... super colorful with flowers, fruits and vegetables. Great prices for local products. If you want to get maple syrup Or some fresh organic jam, this is the place. Its very authentic and in general the area where is located is nice to spend some hours. Very very nice!",None
90,Rory Rosszell,4,2022-07-06,"Charming place to shop for fresh local produce, cheese, meat, bread, pastries, and many other delicacies. Highly recommended.",None
91,Melissa Fernandez,5,2020-07-06,"Wonderful selection of fresh produce, flowers and a fun and diverse "" food court"" of sorts.",None
92,Neal Patel,5,2023-01-07,"This is a great market to get fresh produce and some specialty items. Also, a good place to find things to have a quick bite to eat. Close to city center with parking available and it is free at the moment.",None
93,Agustina de Urtiaga,4,2018-07-07,"Great place for fruit and veggie shopping! It is definitely not the cheapest but they never sold me anything bad! The bakery inside is just delicious! Best place to buy flowers and plants also during the summer, great selection!",None
94,Visar Aliu,4,2023-06-06,"Atwater Market is a market hall located in the Saint-Henri area of Montreal, Quebec, Canada. It opened in 1933. The interior market is home to many butchers and the Première Moisson bakery and restaurant. The outside market has many …",None
95,Antoine Assaad,4,2023-06-06,"Fresh fruits, vegetables and lovely flowers but pricy!  Great experience though!",None
96,Kim Y.,5,2023-06-22,Best market with local fresh products. Been around for years.,None
97,Shanny Foo,5,2022-07-06,"An open air market with plenty of fresh local selections of produce, sweets, and baked goods. There is also an interior market with specialty items like cheese and fish. There was a huge seating area outdoors and protected by tent with restaurant vendors. It's fall and so of course there were pumpkins, endless pumpkins!",None
98,Minh Bao Le,5,2019-07-07,"Very nice atmosphere, people are friendly. Prices are high though but that was to he expected.",None
99,Zakary Morrison-Barter,5,2023-06-06,"Very beautiful, very nice stores and very organized. A great place to bring your family on the weekend.",None
100,Liz Bradshaw (pezliz),5,2020-07-06,"I love Atwater Market - easy to access via Metro or car, a huge variety of vendors, the best meat, produce, flowers and more!",None
101,Camila Henrique,5,2019-07-07,"The market has great prices and excellent choices for salads, fruits and cheese.",None
102,Mark Shapiro,5,2022-07-06,"A great market to walk to just off the Lachine Canal to buy Fish, farm-freah corn, tomatoes, apples, Niagara peaches etc",None
103,Batsala Batsala,2,2022-09-09,This place has namy local shops which offer a wide variety of food and things. I loked the local touch of Montreal here. It is however very small and many stores are congested together which makes it hard to move around and take your time …,None
104,Leah Cann,5,2017-07-07,"There was so much amazing food! Specialty cheese shops, amazing fruit&veggie stands (with 3 foot tall celery), butchers, bakers, etc. Anything you want to make an amazing meal is here.",None
105,Alex Handyside,5,2022-07-06,"Wonderful place! The cheeses, the meats, the pastries, the visuals, the smells!!
It's my version of heaven!",None
106,Conner Morgan,5,2023-04-07,"I wouldn’t even think to review Marche Atwater, but I noticed something a while back: THIS IS A GREAT PLACE TO PRACTICE YOUR FRENCH. …",None
107,Ahmad Ayyub,4,2021-07-06,"Interesting food market with a variety of foods: produce, cheeses, meats, fish, jams. This place gets pretty crowded during peak times. There is free parking just outside the building.",None
108,Shawn Brown,5,2020-07-06,A lot of nice local products and fair prices. Everything tasted fresh.,None
109,Katy Hung,4,2018-07-07,"This is a much smaller scale market than Jean Talon and it mainly sells food and produce. It's a great spot for lunch as you get multiple choices on different food. Our favorite was laksa! It was sooooo delicious
and authentic!",None
110,Jason Dorey,4,2018-07-07,Great market with a wide variety of fresh food and lunch items.  Great location near the metro and Lechin canal.,None
111,Ashley Hinton,4,2020-07-06,Very cute little market in near the canal with fresh fruit and veggies and flowers at reasonable prices.,None
112,Carlos,3,2022-07-06,"A Market place where you will find some great meat products, veggies and variety of cheeses",None
113,Justin G. Murgai,5,2018-07-07,"Heard it's a bit of an overpriced market. Jean Talon definitely has better prices, but it's still a nice market! Definitely worth a visit especially during flowering season!",None
114,Nic Côté,4,2019-07-07,This is a decent market but much smaller than Jean Talon and more expensive. There are really good butcher's and outstanding cheese shops. You can pretty much get anything you want here. …,None
115,Christine,5,2021-07-06,I’ve been to the Atwater market once in the winter and now once this summer! It’s not a big market but there are lots of different foods to try. …,None
116,John Stephens,5,2023-01-07,"Everyone owes it to themselves to check this place out as the variety is outrageous, and you might just find something totally amazing!
I don't want to spoil the fun for the curious and seekers of the unusual, so go check it our, you'll love it...I know I did!",None
117,william mcanirlin,4,2019-07-07,"Love farmers markets. Nice assortment of vendors, loved the desserts and pastries. Also got some candy and sausages. Love the old mill building. Parking seemed a little tough, but arrived as soon as they had opened so it was fine.",None
118,Clayton Jacobs,5,2023-06-06,Excellent market. Has everything I wanted and more. I'll go there frequently for sure.,None
119,Julieta A,5,2020-07-06,"I have never been a cleaner market!. This market has everything you want meat, chicken, boulangerie, different types of food. We loved it. I recommend having the french breakfast of baguette and Québécois cheese with a capuccino..Yum!",None
120,najd saleh,5,2022-07-06,Nice market to get fresh fruits & vegetables. Even good place to have delicious meal from one of the food corners . Falafel was so 🤤 …,None
121,Calorie 2 Joules,4,2019-07-07,Amazing experience! People are so friendly and helpful. I didnt like the experience with the fruits and vegetable stands. Their prices are a bit high for some stuff. The butchers and pasta place are astonishing and just walking around is an …,None
122,Christina Vandette,5,2022-07-06,Great spot to pick up fresh produce and enjoy some people watching.,None
123,Martin Gouda,5,2023-06-29,a fun place to buy food and have a  drink on a weekend.,None
124,Yasaman Jalilian,5,2022-07-06,"if you are visiting Montreal this should be in your must Go list .
local market , Variety of Shops . One of my favorite bakery also locate there . recommend visiting all summer long and around Christmas . nice place to grab a coffee and  walk ,shopping from locals",None
125,Joe Hsu,5,2020-07-06,"Local farmers market with all different foods fruits and vegetables, and some bakery stores are good place to have a coffee and sweet to treat yourself",None
126,Vaibhav Gupta,5,2023-02-06,"great place to shop and eat, especially in summers when you have a full array for vendors selling local fresh fruits and veggies.",None
127,Cassia Attard,5,2022-07-06,"Awesome market, especially if you live in the area, for fruit and meat shopping. In the fall, make SURE to get a tub of berries cause they are soooo gas. La Fromagerie is a great spot for small food items. The bakery within the market is good, but Mamie Clafoutie down the street is better :)",None
128,CAI GAN XIAN Lucas,5,2017-07-07,"A place to spend the day. Through the small shop you can get everything from fresh food, coffee, meat, flowers, restaurants, ... The staffs are very nice. And the market is close to Canal Lachine. Another nice place to rest and relax.",None
129,Camille Verreault,5,2019-07-07,Gorgeous place during fall! There is a ton of products and great variety for a very good price.,None
130,Vívian Meister,5,2020-07-06,"Great place to eat,  buy food  or only spend some time walking around  enjoying the atmosphere.",None
131,Crystal Y,4,2023-06-06,It’s a great market hanging out. Variety choices. I like premium jamon iberico the most.,None
132,Ken Pinksen,5,2019-07-07,"Great market in the Atwater area. Lots of vegetable and fruit stands. Excellent selection of cheeses, meats, and flowers stalls. And a few great places to grad a bite to eat. There is something for everyone here.",None
133,maritza Sardinha,5,2023-06-06,Great place to visit.,None
134,Reza Nikzad,5,2018-07-07,"I love this place and this my favorite place to visit on weekends always fresh.
On Saturday always crowded for brunch and breakfast.",None
135,Marielle Stowe,5,2020-07-06,"Wonderful place to visit - pastries are out of this world, excellent selection of meats, cheeses and fresh vegetables and fruit = everyone is pleasant would go back any time.",None
136,Giovanna Chavez,4,2018-07-07,"This is a typical market with plenty of options of ready made food (for a picnic in the canal close-by?) . Lots of plants/flowers, local fresh produce and numerous fun ingredients. I noticed that all vendors were helpful and friendly. There is a bakery with delicious breads and coffees at the main entrance.",None
137,W,5,2018-07-07,Great variety of foodie stuff you can't get anywhere else.,None
138,irene karpontinis,5,2018-07-07,"The vendors very friendly and the produce top quality.  What was really great was the array of colours.  Outside the market, musicians compliment the atmosphere with their music.  The perfect place for a relaxing stroll.",None
139,Tu Vuong,5,2022-07-06,"Perfect pitstop to pick up bites and beverages for a picnic ride along the Lachine canal! So much variety, definitely stop in!",None
140,leane poulain,5,2020-07-06,"Go visit, nice place, nice food, nice mood. Especially during the xmas market",None
141,Christine A,4,2018-07-07,"Large market, went on a weekday afternoon and enjoyed the quieter time to browse. As out of town visitors we found quite a few things to take back home. We would recommend it and we would come back, maybe while it's busier to grab a bite to eat outside. Wished I could get some of those varieties of plants easily at home.",None
142,Olivier Madel,5,2023-05-07,My market close to home .. love it .. great for meat and cheese lovers.,Thank you for your comment!
143,Whitney Brown,5,2019-07-07,Great market. Had a fun time.,None
144,K Ch,5,2023-05-07,Must visit !!,Thank you for your comment!
145,Amélia Koeppel,5,2018-07-07,"Really nice place to find some fresh food, and in the summer, enjoying the flowers 🌺 …",None
146,Giovanni,4,2021-07-06,Long que around 30 min wait but nice vendors and very nice veb and eating booths.,None
147,H B,5,2019-07-07,Fun afternoon spent perusing for flowers and croissants. Definitely a fun way to mull about.,None
148,Christopher Hammock,5,2023-05-07,Excellent array of shops with great local products and exotic goods,Thank you for your comment!
149,Patrick Shearing,5,2022-08-10,"Great place to bring the kids. The pizza was amazing and one of a kind. The kids really enjoyed the pasta, one had penne rosé and the other had fettucini alfredo.  The cook spoke to us and he seemed like a fine gentleman. Will definitely go back.",None
150,Dean Gadoury,4,2018-07-07,Great market with good variety of food and produce. Great food stalls with excellent prepared food and drinks.,None
151,Mary Trenty,3,2018-07-07,Great selection of meats and breads. Would not recommend for families with strollers as you need to climb stairs to get inside. Not as big as Jean talon but ok for a quick trip.,None
152,Chuy Carranza,5,2023-02-06,"A lot of options to eat. Fresh vegetables and fruits. Fresh meat, seafood. Different spices. Many, if not all, local growth.",None
153,Johanna Carolina Vega Sequeda,5,2020-07-06,"It is a nice market, you can find many kind pf products and eat there",None
154,behnush shakeri,5,2019-07-07,"This local market is a must-see place.
You can find fresh vegetables, lots of local products like maple syrup, high quality meat and much more!",None
155,jacques luiggi,5,2023-06-29,"Don't miss it, wonderful and welcoming market.",None
156,AnMark Zawi,5,2023-06-06,Great customer service and liquors,None
157,A. T,5,2020-07-06,"Family destination in the weekend. Nothing can beat local fresh fruits and vegetables. From basic to gourmet, you can find pretty much everything you need here. They do have some imported food here as well.",None
158,K Q,5,2019-07-07,"Such a nice spot to hang out in Montreal during the summertime. Great little shops with baked goods, cheeses/meats, smoothies, and fresh fruit. Definitely recommend checking it out.",None
159,Ramin Soltani,4,2023-06-06,"A very beautiful, old and traditional bazaar of food products, flowers and plants",None
160,Iris L,4,2019-07-07,Fun Sunday activity! Produce looks super fresh and color especially against a backdrop of fall colors!,None
161,Selin S.,5,2020-07-06,Grabbed a bite at Aylwin BBQ at Atwater market. I highly recommend it! Was delicious :),None
162,AJ Turner,5,2022-07-06,"I love this market so much! I wish I could go every day. The produce is top notch! The selection of cheese, pastries and breads are out of this world. Really an excellent place to spend a few hours and explore. If you like to cook or eat, you'll more than likely find what you're looking for and possibly more much, much more!",None
163,Vladimir Perez Vacalla,5,2020-07-06,It's a beautiful place. Have everything you need and its fresh.,None
164,James Pipino,5,2019-07-07,Great place to visit amazing shop lots of fresh food,None
165,Tatiane V,5,2020-07-06,"I love this supermarket, the fruits, vegetables and meat are always fresh.  Big variety.  I like to go on weekends and take the opportunity to have a nice coffee at Première Moisson and after buying a piece of Italian pizza on the lower floor.",None
166,Melanie Tam,2,2020-07-06,"Well this was pretty underwhelming and disappointing...

I thought it would be more than just produce but that's mostly what it is. …",None
167,Nikhlesh Malli,5,2022-07-06,Nice place to hang out with family.,None
168,Arsho Melidonian,5,2021-07-06,"Very nice and different vendors selling veggies, fruits, cheese, meat, etc. It’s worth buying croissants from Première moisson and eat them at the canal.",None
169,Rachel Milne,5,2019-07-07,"Love the Atwater market!  Amazing selection, expert advice, great place to spend an afternoon!",None
170,Kelvin Lau,5,2019-07-07,"About the best local market you can get. Tons of local businesses, Keep your local butchers in business, they do very good dry aged product. Bakery was wonderful, the best bagels you can find with heaps of dairy  products and fresh vegetables.",None
171,Lindsey Ross,4,2020-07-06,"Decent market for produce, meat and cheese. Dried goods, jams etc.

There isn't a ton of variety in the shops. The same items are found in quite a few places, but it would be good for some basics.",None
172,SM,5,2022-07-06,Lovely local farmers market with a wide variety of things!,None
173,vivian tao,3,2019-07-07,"I had been here on 4/24. Maybe the weather is not well as summer. Not too much stores. However, we still find the bakery at the end of left hand. It's good. And also a store selling all kind of seasoning!",None
174,Katerin Abarca,5,2020-07-06,"Yummy food and produce, nice and cheerful people 😊😋 …",None
175,Laura Loiseau,5,2020-07-06,"Beautiful market with great shops and friendly vendors. Everything we bought (cheese, cured meat, bread and pastries) were incredible. I highly recommend you go early to avoid the rush, take your time, talk to people and bring multiple shopping bags!",None
176,Arun Potta,5,2020-07-06,"Great local market for flowers, veggies, alcohol and more",None
177,NiNa C,5,2022-07-06,"you can buy a lot of beauty flowers and nice plants here, but the price is little expensive",None
178,Ricardo Ugalde (Ricky),5,2020-07-06,"The variety of flowers is amazing , and the price is very accesible. If you want to decorate your place you have to come here.",None
179,Meyung Robson,5,2022-11-08,"We just love this public market to bits! We came at the right time (Canadian Thanksgiving week) to see and taste the most delicious, freshest foods Canada has to offer and came away most impressed! If we ever return to Canada, Atwater Market will feature as one of our destinations! Highly recommended.",None
180,Altinay Cortes,5,2020-07-06,So much good food at this market. It's a must visit location in Montreal.,None
181,Tally Pun,5,2022-08-10,"We saw this Italian place which has a lot of snacks. The food is good and they provide a very good service, coz we asked for the food warmed up. I am not sure if they suppose to serve you, coz they are quite busy all the time. Anyway, the shop associate was very nice. The food is nice!! We will come back",None
182,Ted Van Rossum,4,2019-07-07,I love going to the Atwater market to buy flowers for my garden.... they have such a wonderful selection.,None
183,Kim Hayes,4,2022-09-09,"So many vendors with lovely and super fresh produce. I found it way too hot to sit in the eating area outside - very crowded with no fans - but it was great to go there, get some lunch, picked up a specialty cheese, and bout fresh lemonade. Walked over to the canal and enjoyed the view for a while.",None
