ID,Reviewer,Rating,Review Time,Review Content,Owner Response
63,Rachael C (MsRachieboo),5,2017-07-07,highly enjoyable thrift store with super cheap tea options. great place to spend a lazy afternoon :),None
64,Alexandros Efremidou,4,2023-06-22,i always come here. There’s so many things and i live for the vibe of it all.,None
65,Nick Wheeler,4,2023-02-06,Pricey but not rediculous. qUiRkY atmosphere. I'd probably go again but don't really see myself buying anything.,None
66,Aaron McKinley,5,2022-07-06,"Having read all of the positive reviews before coming here, my expectations were pretty high and Eva B. definitely lived up to the hype. Their selection of clothes is unmatched and the staff were super friendly. Highly recommend if you are looking for a vintage clothing store in the Montreal area.",None
67,Kate Sheridan,5,2023-03-08,"Amazing 10/10 good food good selection huge and sprawling, don't miss the upstairs. …",None
68,L Reumont,5,2022-07-06,"Here’s a little detail that makes my European heart happy: their 1$ samosas are exactly 1$, tax included. And they’re so good! The perfect snack. Eva B also has a nice selection of clothes— with a few pieces made in Canada.",None
69,Ig-nat-ius,3,2022-09-09,"I like this place but it's an atrocity to navigate with a wheeled mobility aid. The floor is uneven and there are many different levels and steps. I had to lug my walker up and down and was soaked with sweat (it was a hot day and really busy). I also didn't find any plus size clothing, but did find some craft supplies.",None
70,Alex Ferguson,5,2023-04-07,coolest store ever. also check out their sister store eva d right up the road :),None
71,Adam Jacques,5,2022-10-09,Literally love this thirft store!!! They have such a wide selection of items and fair prices. You can trade in your old clothes for store credit. They also have great food and a little terrace. It's really everything you want in a thirft shop. Recommended if you're in the area.,None
72,BAE JEONGEUN,5,2018-07-07,"Cheap coffee and second-hand clothes and cute maggie.
Americano is just 1dollar and the clothes are cheap compared to other secondhand shops. The decoration and the atmosphere is quite nice.",None
73,raman ramachandran,5,2023-04-07,"Great place for vintage
Good one for window shopping
You might find something",None
74,Jessica Navar,5,2022-07-06,I’ve been coming here since 7 years ago. It’s always been a staple at Saint-Laurent and I think it’ll always be. …,None
75,Louise Herzog,5,2023-02-06,"Great place to go with friends, grab a tea and pick out great thrift finds",None
76,Kensey Crane,5,2022-07-06,"Really fun, affordable clothes. Cheap tasty food and friendly staff. This place survived so many other changes in the city. Still feels the same as it ever did. It's a fun spot to bring out of town friends. I consider it an important Montreal institution!",None
77,Isabelle Athena,5,2022-07-06,Really cute vintage thrift store! got a cute top from here,None
78,Robert Fraser,5,2017-07-07,"This place is an experience in vintage shopping! It has a fabulous, artistic energy. The staff are very congenial!",None
79,L,5,2023-02-06,"love this place, i just wish they would let us buy the paintings and posters",None
80,H A-t,5,2017-07-07,"Love the clothes, love the food and love the environment (and the prices !!!). This place is awesome. Never disappoints !",None
81,Tanya Bernleithner,4,2023-02-06,Great selection but a bit pricy for a thrift store. Think of it more as fancy thrift store,None
82,Brixton,5,2022-07-06,"I usually do not write reviews, but this store is genuinely amazing. The mood is everything, and the staff is awesome and really helpful, you'll likely find your cup of tea (literally and figuratively) the prices are crazy low for the cool …",None
83,L R,2,2022-07-06,"I used to love shopping here, even though it's rather expensive. I applied to work here, and the manager asked me to come for unpaid tryouts (they pay you with ""store credit"" 10$/hour), and she fussed about me being *literally* one minute …",None
84,Siri Allamsetty,3,2023-02-06,"It's a cafe and a thrift shop!!! If you are looking for vintage clothing, Eva d is a better option",None
85,Rosa Isela,5,2021-07-06,Super interesting place. A little pricey.,None
86,Kenza,2,2022-10-09,"A scam : they are overpriced, they re-buy your clothes and things but throw away the one they want and don't pay you for it. Their food is awful and seem to have been freeze(?) They appear to be ""anti-capitalist"" and ""leftist"" but none that is true, it's just an overpriced clothes  thrift store for rich people",None
87,Katherine Meng,5,2018-07-07,Creepy and cool and they sell food+coffee too,None
88,Tram Nguyen,5,2022-07-06,I just love this place so much - I basically come here every week! It's the perfect substitute for missing proper flea markets in Montreal! I've also tried almost every other secondhand shop in Montreal and Eva B. is by far the best one. …,None
89,clov,4,2023-01-07,cute place stuff is kinda expensive though but great cafe and food!!,None
90,rodrigo martinez,5,2019-07-07,OMG I didn't realized there was a store until I saw someone getting in. An amazing store and place to eat. Just entering is an experience.!!! Love it,None
91,Michael I,5,2023-01-07,"Always a fun visit. Very affordable food, wasn't expecting that!",None
92,Fraser Porter,5,2022-08-10,"Impeccable place , the cookies are nom, and there is something for everyone for every occasion.",None
93,jlevinson,5,2019-07-07,"Coolest store ever! Awesome music, books, clothes, food, filled with happy people. Something for everyone!",None
94,_ D O M I N I X A,4,2022-07-06,It’s a amazing place and there is so much to choose from. The staff was great and the prices are okay. Sometimes a little pricey but they have unique pieces such as basic thrift and second hand clothes. …,None
95,Selene x,3,2022-07-06,"They always rearrange the store. Sonetime for good, and sometime for worse",None
96,Justine Soucy,5,2020-07-06,Awesome Thrift shop and Cafe. They have so much stuff. You could spend a whole day and find lots of cool things. It's got this great atmosphere and the staff is really nice. You won't get tired of it. They change the displays often because …,None
97,Sang,5,2019-07-07,"This place have a lot of vintage clothes, initially I thought it was only one floor but on my third time's going there I discovered they have a second floor!!! it is very spacious and not expensive",None
98,Alice Gougeon,4,2020-07-06,"They serve hot beverages in the winter as soon as you walk in. Walk around and make sure you don't miss anything, because their stuff is amazing. BUT I never seem to find my size, a small. They offer food inside as well! Honestly very homey …",None
99,Moist Bagels,5,2018-07-07,"This place is awesome, it has a great vibe and the decor is strange but so cool. I tried their dumplings and cheese cake and they're both great. The apple cider they sell (1 mug for $1) is sooo good. There are a lot of gems hidden around in …",None
100,Noa Avtalion,4,2018-07-07,An Avant-garde thrift shop with great coffee and delicious sandwiches,None
101,Erin Johnston,5,2017-07-07,"This is my favourite cafe. The food is delicious and SO cheap! $2 lattes, $1 samosas, $1 gigantic chocolate chip cookies, and lots of sandwiches to choose from if you're hungrier. Everything is served on cool vintage silver trays. The …",None
102,Karen Scoda,5,2022-07-06,"If you are on a budget but still want to dress nicely, please shop at Eva B. Back in the 90s, this place used to be Le Costumier, which was a store for theater and film folks to rent/buy costumes. Eva B. is very much like Le Costumier: it …",None
103,Sandi McNeill,5,2022-07-06,"Super cool, very groovy. They even have food for purchase and drink. There are two floors and the store is packed for people that like to vintage shop.",None
104,Dennis Saunders,5,2023-06-15,"Amazing spot no longer need to check your bag. Loving this place, Americanos and a thrift shop all in one. It's nice! Chill vibes",None
105,Ingrid Hurlock,4,2019-07-07,The store is funky and eccentric. I loved the leather skirt and earrings I picked up. The staff was helpful.,None
106,Mimi,4,2018-07-07,"Great place, most of the staff is nice. I love their food (vegetarien or vegan) and their prices and their way of working with store credit when you bring clothes yourself... However it's a bit expensive for a thrift  shop and so it might …",None
107,Ella Chedburn,5,2021-07-06,"One of my favourite places in Montreal - huge place with loads of nooks n crannies really fun to explore, great thrift shopping (mostly cheap), cute cafe plus lots of little places to sit within the shop/terraces to have your coffee. I went …",None
108,C. R. Yuen,5,2019-07-07,Love this little gem! Find amazing pieces at amazing prices! I could spend hours in there. Thank goodness it's not too close to home. …,None
109,Ruchika Rawat,1,2022-07-06,"I used to love shopping here. I have donated clothes pre pandemic and had no issues. But the last time I left three large bags of clothes, shoes (shoes were still in their original boxes) and some household items (still in their box). When …",None
110,Michael Author Pokocky,5,2022-12-08,"Always a pleasure to find fantastic clothes,  just what I'm looking for, 1/10 to 1/4 the price.",None
111,Masha S,5,2019-07-07,"This place is huge and they have all kinds of cool stuff, not just clothes but home decor and other random stuff. Good prices. There's a cafe  when you enter and we were greeted with hot cider and a friendly smile. If you're looking for …",None
112,Q Rmx,5,2022-11-08,"Pretty interesting place, if you're looking for vintage clothes I couldn't recommend it more",None
113,Julie RS,5,2022-07-06,Such a great experience. Thrift shop with vintage goodies and baked goodies! Barrista coffee while you shop and bites like sandwiches and samosas...just... Yes !    :),None
114,isabelle Vasconcelos,5,2021-07-06,"I come here for the café.They have really good tasty food. they serve sandwiches, soup, salads, desert, snacks, dumplings,coffee. I love the wraps, sandwiches and their samosas. Everything is so affordable.They will buy your old clothes and …",None
115,Adam Wildgen,5,2020-07-06,"We had key lime pie and a vegan burger here yesterday that changed our life. Also, mind bogglingly cheap. 3$ for 2 coffees and baklava? Cool thriftable goods for using as is or for creating new stuff with. Nice staff too.",None
116,linavegan,5,2022-09-09,the most fun vintage shop in Montreal. love the first floor full of vintage stuff and beautiful decoration:) the vibe is really cool!!,None
117,Katarina L,5,2019-07-07,"Fell in Love the first day I walked in! They have a way of turning junk into so much fun ! All pro vegan/ vegetarian foods that are incredibly delicious. You can spend hours in there without even realizing it. Everyone is off the hook, super nice. Deft worth a visit for at least their Cookies !!",None
118,Brent Sellers,5,2020-07-06,"One of the most unique thrift store experience you'll ever have. All sorts of treasures to find. Plus, a really nice cafe inside, as well. Really appreciated being served a drink at the door on a hot day. …",None
119,Sarah Pi Ché,5,2021-07-06,"My favorite thrift shop. I've been a customer for over a decade. Although the place is somewhat hipster, they will welcome everyone super nicely with a refreshment. They have fun new concepts every now and then, like back in 2012 I remember …",None
120,Bi L,5,2019-07-07,"It was hard to find the entrance at first because it sort of looks like an abandoned graffiti building on the outside; but once you do, you enter into a very cool thrift shop with more stuff than you can imagine. I see it as an organized …",None
121,Al Kn,4,2022-12-08,"On one hand it's kind of expensive for a thrift store, as most thrift stores have become, on the other hand they have a great collection that is excellently curated",None
122,Rachel Green,4,2022-07-06,"soooo many clothes, in so many rooms! somewhere in there is a pearl, but you need to really be willing to look. prices are slightly higher than at other used clothing stores. Eva B also has a great café and a great vibe. a very fun place to spend some time.",None
123,Karl Moose,5,2020-07-06,"Amazing store due to it's layout and decorations, it gives you the impressions of having fallen through a rabbit hole to a thrift shop paradise! …",None
124,Melissa Parkin,5,2019-07-07,"WOW! The pics online don't do this gem justice! An amazing, multi-level and HUGE second hand/vintage store with a restaurant inside! Lady at the door took my umbrella and offered fresh apple cider and popcorn! I took my time inside and they really have just about everything! Definitely worth exploring : )",None
125,Martha Ivester,5,2021-07-06,"Super friendly staff, fun ambiance, wide selection of unique items on two floors.  Love the ""staff picks"" racks. Cute cafe with amazing looking giant chocolate chip cookies (takeout only during covid)",None
126,Emily Landriault,5,2018-07-07,"An amazing place to hangout and shop around. You will find something for yourself here, they have an amazing selection of clothing with affordable prices especially for vintage items! This place is super inviting and will make you explore …",None
127,Gayle Schier,4,2019-07-07,"Very eclectic second hand merchandise, including vintage clothing. Staff are friendly! They make your visit an experience, by greeting you at the door and offering popcorn & tea while you browse. They have a comfy seating area where you can …",None
128,Lacy James,5,2017-07-07,"The staff are very friendly and helpful, and the prices for the clothes are so reasonable! You never know what you're going to find. Even if you dislike thrift shopping, you should at least stop by for a shot glass of hot cider and some …",None
129,Fjore Moonchild,5,2018-07-07,"The clothes are affordable and there is a good selection. They even give you free pop corn and apple cider when you walk, which is super sweet.  Besides that, the eclecticism of the decor is super comforting and homely - It's the type of place you could easily spent hours and hours in - even if you don't like shopping.",None
130,Terri H,5,2017-07-07,Hectic in a good way. Always get greeted by a friendly person and offered delicious apple cider in fall/winter and ice tea in spring/summer. The coffeeshop and food are delicious and really reasonably priced. I recommend the chocolate chip …,None
131,georgie denvers,1,2019-07-07,Watched the owner grab a female staffer by the arm and yell agressively. Whole place smells like they have someone professionally pee on the floor every morning to create an aesthetic. Really grungy and has good clothes but prepare to go …,None
132,Cassandra Griffin,5,2021-07-06,"Worth a visit just for a look around! Funky and lovingly curated, it is the quintessential vintage junk store. Also serves coffee and other yummies. I've heard the samosas are great.",None
133,Ainishah Hemraj,5,2022-07-06,"I LOVE this place! I always find great things here, all reasonably priced. I also love their cafe and drink selection.",None
134,Agnibha Banerjee,5,2020-07-06,"Once you manage to find it, its really welcoming. Free popcorn and lemonade as you enter, a sitting room with a TV, squashy chairs and old TV shows, and great coffee. You have to spend some time if you want to find anything good though.",None
135,Jennifer Swan,3,2020-07-06,"Very funky, eclectic shop, chock full of vintage clothing and dusty books. The score is loud music played from a turntable. Very odd store, with steps up and down and all around. More of a curiosity than anything; not much in the way of actually useful things. Fun but that's all.",None
136,Mina Trandafilovski,4,2017-07-07,"If you love thrift shopping, and you're tired of the boring vibe of Value Village and such, then Eva B is the place for you. This three-story thrift shop has something for literally anyone, and everyone. The staff that works there is super …",None
137,Betty,5,2019-07-07,Such a lovely second-hand store. Upon entering you can put your bag and coat for coat check and they had small snacks like popcorn and apple cider that were complementary. …,None
138,Kate Apanovich,5,2019-07-07,Probably one of the best thrift stores in Montreal. It's a huge place on two floors. Just the fact that it's in an old French building gives it that much character. Huge selection of everything. You can find real brand gems for a funny …,None
139,Louis-Philippe Pelletier,5,2019-07-07,"Very hipster, staff is friendly and welcoming, they offer free popcorn and hot cider at the entrance. Prices are faire and the products are decent quality. There is a huge variety of clothing for both man and womanand they even have their own restaurant inside.",None
140,Defab galloway,5,2017-07-07,"Great selection for used and vintage clothing. In store cafe makes great iced coffee and in house made cookies when the shopping wears you out. Great bohemian local spot for finding unique one-offs,  be sure to set aside an afternoon to explore the expansive space.",None
141,Sarah Poirier,5,2019-07-07,"Definitely one of the best thrift stores in Montreal for women's fashion! I found many gems (pure wool winter coat for 30$, many wool and leather skirts, unique blazers and cashmere cardigans) for a very good price. The staff was also …",None
142,Anita Erin,5,2022-07-06,We were in Vintage Store Heaven for the 4 hours we spent in both stores! The staff was so lovely and the sandwich bar at the second location was exactly what we needed after shopping till we dropped! 🥰 …,None
143,Salvador Flores Torres,5,2022-07-06,"Aside from the magnificent seasonal clothes' selection, the 1 dollar coffee is the best one I have had! Try the vegan banana bread!",None
144,John Kowalski,5,2018-07-07,"""The coolest place in Montreal""  :D       Amazing decor, cool clothes but don't forget the food!!!   $10 combo is best deal ever.   I always go to pricier restaurants in mtl but then keep coming back - you can't beat it :D  Oh and don't forget Maggie the 'house dog' super cute :)",None
145,Soufiène Kabache,3,2019-07-07,"The staff is really nice and the food looks tasty, however if you come here to thrift, know that it id often overcrowded and that it has become too popular for its own good; it'll be really hard to find a good piece. Some prices dont make …",None
146,Lucy HL,5,2019-07-07,"Another good review for Eva B. Really cool and unique. Even if you're not into thrifting, it's worth dropping by this cool place to grab a coffee. Their baked goods are delicious and they have a cool patio. Clothing wise I have scored some …",None
147,Anna Haley,5,2020-07-06,"The thrift store to end all. Really. A vast sensory experience with fun, well curated vintage items (clothes, household, knick knacks; older downstairs, newer/standard thrift used upstairs) and food that's both delicious and cheap. I think my teen and I spent 2 hours in here and didn't feel quite done.",None
148,Samantha Serna,5,2019-07-07,"It's such an amazing place. You can find almost any clothing piece, among other stuff, in here. They have good prices and it's a really cozy place. Also, they have vegan snacks that you can enjoy inside the store!",None
149,Yas,5,2021-07-06,If you come to Montréal for a day or two this vintage store is a fun place to explore! They have a cafe and a couch with Friends being played on TV! Don't forget to checkout the graffiti on the walls and Michael Jackson on second floor!,None
150,rith antony,5,2019-07-07,"this is a quite unique store or whatever you might call it. so unusual yet very welcoming and cozy. on two separate occasions, I had to go there because for some reason I wasn't dressed up properly (unexpected meeting, forgot to check the …",None
151,John R,5,2018-07-07,"Wonderful vintage shop and cafe. I got a coffee, chocolate and a samosa for CAN$2!",None
152,Melanie Paterson,5,2022-11-08,Oh my...so much clothing!! Oh and did anyone tell you about their most delicious cookies 🤤💕 …,None
153,Lis Amorelli,5,2020-07-06,"awesome stuff! the staff was kind, but seemed to be stressed and I can’t blame them, the place is a full experience. food, books, clothes and accessories GALORE. the price was fairly up there but reasonable– good vintage clothes aren’t cheap!",None
154,Ling,5,2018-07-07,One of the coolest shops in town!!,None
155,Ariane Arsenault,5,2018-07-07,I love this place. Clothes are a bit on the smaller size but there's always some cool pieces if you look hard enough. The food is amazing too. Get the $1 samosas !!,None
156,80Jours,5,2017-07-07,"Huge place with so much variety. Clothing, costumes, accessories, art, books, and food/drinks. …",None
157,Jimi Carroll,1,2019-07-07,been coming here very regularly maybe once or twice a week for food. They food is always good but in recent months ive noticed that the portions are getting smaller and smaller. lets say the tofu wrap it used to contain more good stuff like …,None
158,caro philli,4,2020-07-06,Love Eva B. Nice range of things but a real go to if you're looking for specific/out of the ordinary clothing or accessories for costumes. A bit of a hipster vibe. You can also enjoy a snack with a view on the terrace.,None
159,Adam Carroll,5,2017-07-07,Wow what an amazing place I have never seen a collection quite like this before. The place is enormous. They offer you a shot of hot cider as you enter. They offer you free popcorn also. I took a bbq tofu ciabatta and i was sooooo delicious. Would highly recommend this place,None
160,cia *_*,3,2020-07-06,"i mean it looks nice, they give free popcorn and tea, the food they sell is pretty good and its really big (the second floor is huge)but its very crowded and the items aren’t really cool (its rare to find cool pieces).",None
161,Andrew,4,2020-07-06,"Cool hangout spot. Terrasse in the back looks great, and many of the food options are cheap. Clothing is quite a bit more expensive than other used clothing stores but it's still one of my favourite stops in town.",None
162,Xavier Zinssner,5,2020-07-06,Great place to look for older clothes (50's and up). The employees are all super friendly. Feels very home like. Free popcorn!! They have good food too!,None
163,Isaias Ruiz,5,2018-07-07,"Visit this store! I have never stepped foot in such a unique thrift store that doubles as a cafe/lounge. Quite the idyllic multi leveled patio with small, hidden seating areas that overlook the street. A friend who wasn't shopping was …",None
