ID,Reviewer,Rating,Review Time,Review Content,Owner Response
71,Terry Chu,4,2023-03-08,The part of the building is embedded and carved into the Rocky Mountain hill. In the back hall there are a display of tons of clutches which are said to be the witnesses of the crippled healed because of the healing power by saint Joseph. …,None
72,Zulfikre Esa,4,2023-04-07,construction is still on going during my time of visit. it have amazing sunset view,None
73,Roxana Velasco,5,2023-05-07,"Head down to the Crypt, it’s amazing down there. We visited during early hours for Palm Sunday so it’s about the only area we saw.",None
74,margot mazza,5,2023-03-08,"I went to visit the Oratory last weekend. While I was there I prayed, lit some candles and took some pictures. I was surprised to see that Saint Andre was there in my photo of his heart relic!! Has anyone else had this happen? He is present and praying with us!",None
75,Duy Lê,5,2023-05-07,An interesting place for tourists and a sacred destination not to be missed if you are Catholic. Montreal - Québec - Canada 26/04/2023 🍁🍁🍁 …,None
76,Dhananjay Narayan,5,2023-04-07,A nice and calm place to Visit in Montréal. Best time to Visit is during the sunset. A peaceful place with good view of the city.,None
77,Mohamad Wazzeh,5,2023-01-07,The place is huge. A free shuttle was in place to transfer people up the hill. Some sections are closed during winter. It's totally worth a visit.,None
78,Melissa Meng,5,2022-07-06,"Very impressive chapel in Montreal city. First time to visit, building is very tall, 8 floors in side, if you like to tour and check all detail, it maybe take you more one hour to tour. Gothic architecture, many details in side. It is one …",None
79,Damon Pillinger,5,2023-01-07,"Great
A very sparce but interesting oratory over many levels.
The  crypt is if particular interest …",None
80,Wesley Yap,5,2023-06-30,Not much going on inside but definitely worth to visit.,None
81,Alex Parmar,5,2022-07-06,One of the bucket list place to visit in Montreal. Place provide you parking place where you have to pay but you don't have to walk from the street. There is free shuttle service which will take you up on the mountain on the basilica …,None
82,Raj P,5,2022-11-08,"You can see this place from most of the parts of town. Located on a hill with a spectacular view of city of Montréal.
It has 5 floors not all are open for public. …",None
83,El Styles,4,2022-10-09,"The city views and garden pond make the visit worthwhile. Visiting is free, only a small charge if you want to go into a museum area. The inside of the church itself is not spectacular as far as churches go. The outside view of the building is impressive though.",None
84,Fami Kaur,4,2023-02-06,Beautiful church a must visit in Montreal. Winter's the outside view though the church is closed but you can still enjoy the view though outside.,None
85,JD Stuart,4,2022-08-10,Beautiful to look at from far away but wasn’t worth the detour and going in. The glass windows are interesting for a church and have a modern art inspiration. Almost “art decu”. …,None
86,Evangeline,4,2023-01-07,It was a lovely experience. The sanctuary is truly remarkable and the history of the church is quite rich.,None
87,Aman Yadav,5,2023-02-06,"The architecture of this church is really something. As a bonus you get great view of Montreal from the terrace. Also if one is relegious, their mass must be on the must visit list for sure.",None
88,Jeff Galbraith,5,2023-05-07,Amazing views from the outside. Incredible stories on the inside.,None
89,Ben “MTL Googler” Kasapiano,4,2023-06-22,A very popular place for tourists. One of Montreal's must see places. They are still renovating it but it's open and is very interesting to experience whether you're a Catholic or not. I recommend a visit to both tourists and local people....,None
90,Dumebi Okonkwo,5,2023-06-22,It was such a beautiful experience especially as I am Catholic,None
91,Pramod Govinda Reddy,5,2022-07-06,"Really cool place to visit if you're in Montreal!
Actually an oratory which is really huge and the interiors are really cool! Very very high ceilings with beautiful long windows. Well made sculptures present …",None
92,MAKSYM,5,2023-06-06,"One of my favorite places in Montreal. Breathtaking view from the observation deck😇☀️🌞😍🤩😌
inside there are: …",None
93,Loran Tsang,5,2022-09-09,"Though its not as famous as Notre-Dame Basilica in Old Montreal, St Joseph is also magnificent! The grand ceiling and simple decoration draws us to meditate on God! Of course it also provides a beautiful overview of Montreal city too. A …",None
94,Divjot Chahal,5,2023-06-06,"I went there because I searched on Google; ""places to visit in Montreal. "" It was a magnificent building.",None
95,Gurjeet Singh,5,2023-04-07,Magnificent! Best spot in town for sunset view.,None
96,Elizabeth Tate,5,2022-07-06,"The largest church dedicated to Saint Joseph in the world, this place lives up to expectations. The view is great, they have mass that counts for your weekly mass requirements, the gift shop has rosaries, and if you can’t do stairs it’s …",None
97,Gala Event Designs,5,2023-05-07,"Peaceful, detailed, spacious... Gourgeous site...
It was a beautiful temple created for the Glory of God",None
98,Himauli Patel,4,2022-08-10,It was under construction when I visited to some of the part wasn’t accessible. But great place to visit. The place is well maintained. They have elevators inside the church. Panoramic city view from the terrace is great. People working there were friendly with the tourists from all around the world.,None
99,Ashraf Alrafea,5,2023-06-06,"Amazing place, nice view and so spiritual 🙌 …",None
100,Gen,5,2022-11-08,"I have been going to Saint-Joseph’s oratory since I was a child.  We are so lucky in Montreal to have this beautiful Church.  The international creches expo during advent and Christmas is an annual tradition for me.  In the warmer months, …",None
101,Sandra,5,2022-07-06,It is such a beautiful church. I loved the architecture. They have 6 levels but some levels are not accessible. They also have a panoramic view of the city from the 3rd level. Currently they have some construction going on and getting a …,None
102,pam mcleod,3,2023-04-07,"Easy to get to on public transit. Beautiful,  but I expected more. Maybe nicer in summer",None
103,Riyaz K,5,2023-03-08,"Very beautiful place, lots of history and areas to explore. The architecture is lovely. You can also buy souvenirs at the gift shop.",None
104,Yuval Brender,2,2022-11-08,"Very unimpressive. If you're interested in architecture, history, art or anything other than going to a big church you should skip this place. It does not even resemble the experience of the great basilicas of Europe.
Only good thing was the city lookout, but for that - Mont Royal is better.",None
105,denis delorcy,5,2022-07-06,"Its a very beautiful place with a magnificent scenery. You can visit the basilica and buy souvenirs. For Catholics believers, you can have the schedules of mass. The place is on different level and you can visit each levels. You can …",None
106,Simran Singh,5,2022-07-06,"This church is uphill but no worries there is free parking at the top and even free bus services are provided.
The church has a cafe, museum and stores to shop. The view from the top is the best thing there. Must go place if you are in Montreal.",None
107,Campbell C,4,2023-01-07,Highly commercialized church (felt like a mall everywhere outside the basilica) with a stunning dome. It was cool to see a grandiose church in a more modern style than most. It will be awesome when the lantern lookout opens (I think I saw 2024 as the estimated date for that).,None
108,Valerie Laveus,5,2022-12-08,Beautiful view. Amazing location and architectural structure. Great place to visit while In Montreal,None
109,Matt K,5,2023-04-07,"Some of the hallways are a little dingy. Otherwise, beautiful place. Very interesting use of a futuristic art nuvoe mixed with brutalism. …",None
110,Emilie Leonard,4,2023-06-06,One of my favourite pilgrimages in Montreal. A magical place. There is lots of construction right now so pay attention as to where the parking is (you c any go in through the front entrance). The kids were a bit spooked by the gloomy interior. Intense and serious energy for them in there! The lookout is worth it for the view.,None
111,amrit rodrigues,5,2022-11-08,"Peace , peace and more peace, the path to the main structure is under construction at the moment, there is a complimentary shuttle service available, mass in English and French. Authorities should promptly display DND messages outside the …",None
112,Ray Rodriguez,4,2022-07-06,"This majestic church was one of the highlights of our visit to Mont Royal. It's interior is much more modern looking than other basilicas, and it's newer of course, but no less beautiful or grand. There's lots to see, different rooms and …",None
113,Ruge Shen,5,2022-11-08,"Took a school bus for shuttle, literally laughing on the way haha. The view is fantastic, but there is very strong wind at the platform. Could only stay for a short time.",None
114,Jeremy Lam,5,2022-09-09,Beautiful church in the heart of Montréal. Wonderful place to visit. Easy to get here by bus or metro. Make sure to take the Basilica bus at the bottom of the parking lot. It’s free.,None
115,Pratik G,5,2022-07-06,Pretty underrated and it's a massive place! Very peaceful and it was a short hike up to the church. There are also gift shops downstairs and little menu of food to order. Parking was no problem and easy to access.,None
116,Adir Morgan,5,2022-11-08,"Very nice place with a great scenic spots to get a view of Montreal, entrence is free plus they have free shuttles to go up there which is extremely convenient",None
117,Dan Lu,5,2022-09-09,A must visit in Montreal. Grand architecture with simplicity gives a different feeling after seeing the Notre-Dame Basilica of Montreal. Don't forget to check the beautiful garden.,None
118,Patrick D,5,2022-07-06,"This basilica is just gorgeous! Situated at a higher elevation, the Saint Joseph’s Oratory stands out really well. The walk up can be a bit challenging for some but it’s manageable. Once your get up, the view was amazing. …",None
119,Isuru Vidanalage,5,2022-07-06,"A Gorgeous church in Montreal.
Lots of people visit here to watch the sun set.
I couldn't take stay longer though. …",None
120,Mikey,5,2022-07-06,Saint Joseph’s Oratory rises above Mount Royal overlooking Montreal. The basilica attracts many visitors who trek here for a grand entrance into its hallowed halls atop the mountain. The interior architecture is designed in modern Art Deco …,None
121,Mary Portela,5,2023-03-08,"Amazing, peaceful and beautiful ! It's a unique experience ! 🙌 …",None
122,Kent Zheng,5,2022-09-09,"Impressive, sophisticated building. Rich history. Learned about the story of brother Andre. Currently having a bit of construction going on. Overall a very good place to see around.",None
123,JPA Par,5,2022-07-06,This is a beautiful place. Minus the disrespectful tourists it's ideal for serene contemplation. Awesome views of Montreal. Might be best to visit on a weekday getting ahead of the hordes of tourists.,None
124,sonny dinh,5,2020-07-06,The church is located at the top of the hill so the view is scenic.  There is a garden outside that display the stations of the cross on a sloping and winding path. There is also a small chapel in walking distance of the church. The museum …,None
125,Adrielle Marl,5,2023-06-06,"One of the most beautiful churches I've ever visited. It sits on top of a mountain near Mount Royal. Aside from the church, you can see a scenic view around Montreal here.",None
126,Rodyna Zabbit,5,2020-07-06,"Wow! Totally unexpected to find all that is this amazing location! From the history, to the mix of architecture, to the spectacular views... An Amazingly and Beautiful place to visit! Even with the current construction and or renovations …",None
127,Shiroman Deen Anton,5,2022-08-10,Lovely church. Clean and well maintened. The amazing landscape truly welcomes you. The interior and exterior of this place is truly something to admire. The Votive chapel is a great place to go into and experience the candle lighting. A …,None
128,ashwini kapse,4,2022-08-10,Church is beautiful and the history is good to see. The space is very big. City view is nice. Must visit and enjoy the architecture.,None
129,J.Z C,5,2020-07-06,Beautiful & wonderful place to visit when in Montreal. So much to see & enjoy. Gardens are very tranquil & well cared for. Souvenirs are very reasonably priced here as well. No admission charge but a $2 donation at the entrance is …,None
130,David Abram,3,2023-06-29,"More of a museum than anything really.. Yes it's nice and big, there are gift shops and souvenirs. I didn't realize the money changers were allowed back in the church.",None
131,Your Helpful Wendy,5,2019-07-07,"This place is Gorgeous and definitely a must !!!

My sister drove all the way to the top of this mountain where this basilica is …",None
132,Dragan Ivancevic,4,2022-12-08,Great visit. Interior is stunning. Nice location if you are visiting and want to see the northwest side of Île de Montréal and Laval.,None
133,Saju Harikumar,4,2023-03-08,Must watch.. beautiful view. Currently under maintenance..,None
134,Beezer333 Beezer333,5,2022-07-06,This place is so huge and there were so many people today (Easter Sunday). They are still renovating and I cannot imagine what the final Will be. …,None
135,Bich Ngoc Duong,5,2022-07-06,"It is such a beautiful place for viewing and praying. I am a buddist but I was so touched by the atmosphere, I have cried because the inner feeling inside me got so strong, just felt connected and God completed my whole world. Thank you!",None
136,Raúl,5,2019-07-07,"It is a huge church, beautiful, you have to walk to the left side to see the garden with the statues and the fountain of redemption, then also to its right side to see the Chapel of Brother Andre, then inside on sundays, there is a …",None
137,A Zadeh,5,2022-08-10,"Great place to visit.
There is parking lot available and you can enjoy the beautiful view of Montreal, beside visiting the church.",None
138,Susanna SS,4,2022-08-10,"This is a beautiful church that actually has 3 churches: the original, the crypt church and main basilica. It has an art museum  and beautiful gardens. The place is not well ventilated and the bathrooms need to be updated.",None
139,M B,3,2022-09-09,"If you're  just going as a sightseeing tourist, go around outer steps to plaza for the view AT SUNSET.  Do not waste time inside unless mid centur mod design is your thing. There is a choir performance but check on day/time sbd if currently …",None
140,Sheromie Vittachi,4,2022-07-06,"My Mom loved being here. She was happy to go to mass. They had mass about 4 times a day.
They have a credit card machine for the candles if you don’t have cash!  Still …",None
141,Bella R,5,2022-07-06,I was asked by my aunt's friend who lived in Montréal to visit this special church and say a prayer for my ailing aunt. I went there and asked for blessings and my aunt was soon released from the hospital with a good prognosis.  A magical …,None
142,Jason M,4,2022-07-06,Very nice to visit. Hopefully the main parking isn’t full otherwise you’ll be making the walk up the hill! Note that the 6th floor (observatory) is closed on Sundays for mass (we didn’t know that). Check out the gardens and definitely the view from the lookout!,None
143,jj v,4,2023-06-06,The free shuttle to the top was very useful. Great view of the city. Would recommend to get some food before visiting as the cafe doesn’t have lots of options.,None
144,veronika rocks,5,2022-09-09,This place has a unique atmosphere. I was surprised to know that the building is quite new. I definitely would like to be back to attend a concert. Acoustic seems perfect there.,None
145,Alison Berger,5,2019-07-07,"It was beautiful. Some people were going up the middle stairs on their knees and praying as they went. I have never done that and I was unsure of the reason, but it might be beneficial to research this if this interests you.  I sure there …",None
146,Darius Lorek,3,2023-06-06,Unfortunately the outdoors are being renovated right now,None
147,winnifred cumberbatch,5,2022-07-06,"You can enter from queen Mary road, and take the shuttle bus up to the top. There is also an option for all day parking, not too expensive. Lots of construction going on but, it's all for us to have a greater experience in the future, so beautiful and peaceful.",None
148,Johnny Prodcomimpex (Hainute copii botez),4,2022-07-06,"Good place to see all Montreal and to pray for familly,health ,chance or more.
Better to see all aground after 24 of June when flowers will blossom .",None
149,Melanie Conroy,5,2023-06-06,Beautiful building and views. Right now the steps are under construction so it’s a little hard to get in and out but the chapels and hard arms are open if you go around the back way. The shuttle is running during the day.,None
150,Christela Edvin,5,2023-05-07,A popular Catholic church in Montreal. I visit quites often for sunday masses. I find it as the perfect place to pray quietly. Easily accessible by public transport. They have shuttle service every 10 minutes from down the foot steps to the main entrance.,None
151,Gajendra Chauhan,5,2023-06-06,Best place to visit in evening for sunset view of Montreal,None
152,Mounika Mannuru,5,2023-02-06,Very nice and calm place.. Beautiful interiors in the church...There is an wonderful top view from the outside of the church,None
153,Khushaal Nandwani,5,2023-01-07,Well managed. Friendly staff. Beautiful sight,None
154,Stacie Schroeder,5,2023-06-06,"The soaring peaceful basilica is rather simply decorated in muted tones.  The creche museum is interesting, but fairly small.  The grounds are green and beautiful, but under construction at this moment.",None
155,Michael Rachid,5,2019-07-07,"This is an impressive landmark of the beautiful city of Montreal. It's a huge construction, very well maintained and as a big bonus it brings you a great view of the city. Take your time to truly appreciate the architecture, the beauty and all the love that was put in the making of this place. Definitely a must go.",None
156,King,5,2022-10-09,"I feel words aren’t sufficient to describe the beauty. Parking was not hard to find, there were many tourists (some taking selfies and such inside the church which I find slightly disrespectful), but overall there was and air of reverance. …",None
157,Aakash Shanischara,5,2022-10-09,"Highest place in Montreal and the best place to see Montreal city from height. Wonderful view, not so crowded. Sunsets are the best here💕 …",None
158,Mohammad F,5,2023-06-06,Nice view of city with calming ambiance,None
159,Antti Koskela,3,2019-07-07,"It's a fairly impressive building from the outside, but rather underwhelming from the inside. It's not very big, and not very accessible. I did like the feeling and decoration in the candle room (it probably has a better name, but for the …",None
160,Rafi Azad,5,2023-06-08,"Beautiful place, must visit for all tourist in Montreal",None
161,나연(NAYEON),5,2023-05-07,Beautiful place! Was under construction but was still worth the visit. The grounds are going to be beautiful once complete for sure!,None
162,Inan Akdogan,5,2022-11-08,Saint Joseph's Oratory of Mount Royal (French: Oratoire Saint-Joseph du Mont-Royal) is a Roman Catholic minor basilica and national shrine located at 3800 Queen Mary Road in the Côte-des-Neiges neighborhood on Mount Royal's Westmount …,None
163,Britney Zacharuk,4,2023-06-06,It’s free!!! I liked the pool of redemption best,None
164,Brett Woods,4,2022-07-06,Beautiful architecture and plenty of history to take a look at.  The view from the front of the Oratory provide an excellent panorama of Montreal.,None
165,Ralston Fernandes,5,2023-03-08,"Love coming here. I recommend this to anyone wanting to spend some quiet time, reflection as well as for beautiful views of the landscape and river from one of the terrace levels. Many services available in the church itself and parking is free. There was some construction but I hope they'll complete soon.",None
166,Josephine N,5,2022-08-10,"Beautiful church! The church has a lot of stairs and is on a hill, but they have an accessible environment, with elevators and assistance if needed with spaces reserved for holders of disabled parking stickers. Magnificent view from the …",None
