ID,Reviewer,Rating,Review Time,Review Content,Owner Response
25,ranen nongmaithem,5,2021-07-06,"A beautiful place to just sit and relax, in the heart of the city. It's really beautiful during the autumn season with lot of benches and cozy grass sit on. The lake is very peaceful in the summer with ducks floating around. It becomes an …",None
26,fazle rabbi,5,2023-02-06,you can enjoy the winds and skate on the frozen lake,None
27,Nasim Sedaghat,5,2023-06-06,"This parc is amazing .. it has everything.. sports field, coffeeshops, bike/walking paths, areas for picnic, water, nature and even a theatre which actually does have a lot of fun events. You have to come early for these events as they are usually free!",None
28,DB González,5,2023-06-06,Great place for a picnic and chillax,None
29,Divya Srivastava,5,2022-07-06,very nice park for winter & summer both. Nice spot for picnic. A small lake there which increases the beauty of this park. In winter we can enjoy sliding & ice skating here. City centre ( Downtown) is also near to this place.,None
30,Aria Pac,5,2023-05-07,"There are several bathrooms to chose from, expect lineups of course! But they move pretty fast! …",None
31,Barnac,5,2022-08-10,An amazing park with a huge pond you can ice skate on in the winter. Theres sports amenities and close to cafés and restaurants. A must for any visitor to montréal,None
32,S. Sulianah,5,2022-07-06,"Ohmygod, I sat here for 3 hours. I found this park by chance when I was looking for something else. If you asked me why I can sit there for so long.. firstly, the weather was so comfortable. Cool and not too windy. Secondly, it is safe. …",None
33,Carine Laberge,5,2022-08-10,"Cormorants, Blue Herons and an abundance of adorable baby duckies. This place doesn't mess around.  It's a wild life adventure.",None
34,Andre Saint-Amant Excursions Montreal private tours,5,2022-07-06,"Nice large urban park with many different areas:  the pond, the doggy park, tennis cours, baseball diamond, huge trees and much more.  Located on the Plateau",None
35,Janet Li,5,2021-07-06,"La Fontaine Park presents a gorgeous snowy scene to us in winter.

Snow is the gift that winter gives us. Not only our human being, but also all …",None
36,Claudia Laso,5,2018-07-07,"The park all covered in white is just amazing. Beautiful landscapes, a giant ice skating rink above the frozen lake. Great place to spend a funny afternoon in the winter.",None
37,Marjolaine G,4,2021-07-06,I’ve lived next to this park for 3 years and it’s definitely one of my favourite in Montreal. …,None
38,Dark-Gray Alien,5,2023-06-06,"The FitnessGram™ Pacer Test is a multistage aerobic capacity test that progressively gets more difficult as it continues. The 20 meter pacer test will begin in 30 seconds. Line up at the start. The running speed starts slowly, but gets …",None
39,Osama,4,2017-07-07,"This is a beautiful park. There's plenty to see and do here. Lots of benches, trees, paths, and more. There's a large pond in the park that's worth walking around. La Fontaine Park was the last place I visited during my weekend in Montreal on Canada Day weekend and it was a fantastic way to cap it off.",None
40,Betty M,4,2022-07-06,Wonderful park!! The squirrels though were a bit bold! The ones on the west side of the pond were more forward compared to the east side. Be careful if you bring food there. …,None
41,Syl Evan,4,2017-07-07,"A beautiful large park of a block size at the corner  Sherbrooke and Papineau Sts and where you can take a sun tan, jog, walk your dog, play tennis volleyball or have a simple picnic. It's a shame that responsible people let it run down: …",None
42,Laura Little,5,2021-07-06,Beautiful Montreal park with ponds and lovely trees and peaceful spots to sit on a blanket with a friend or loved one. Not overly populated and lots of different little pockets for all kinds of park lovers.,None
43,Andriy Bazylskyi,5,2022-07-06,"Nice and charming park that is big in size. Great pond with lots of space around to relax, sunbath or play sports. Separate child zone with playgrounds as well as paddling pool (now under reconstruction). Lots of sports fields, bbq zone, etc best choice for morning run or evening stroll with family",None
44,Prapti Patel,4,2023-06-06,A serene expanse of green space in the city.,None
45,Alex Kong,5,2021-07-06,Beautiful big park where every day there's people enjoying life and all sorts of activities.,None
46,Kevin Morales,5,2023-06-06,"An amazing place to spend time with family and/ or friends. Practice sports such as tennis, volleyball, baseball, football. You can also bring stuff to do a BBQ",None
47,Rob Macdonald,5,2021-07-06,Here is another very cool lake in the center of Montreal. We hit this one on the way out of town. There was no problem parking and getting access to the park. …,None
48,Pedro Fernandes,5,2020-07-06,"One of the best parks I have ever been to. There is a beautiful lake, a lot of wildlife, including the biggest amount of squirrels I have ever seen, ducks, seagulls and pigeons. A lot of green spaces where you can just lay down and enjoy …",None
49,Cece Chen,5,2020-07-06,"Nice place for jogging and walking or spending the weekend in. There is a big lake surrounded by fields and benches where buskers perform and people picnic on, as well as a small community centre with art workshops and  access of bathrooms.",None
50,nikkikickshard,4,2018-07-07,What a great Oasis in the city. You can truly get away from it all in this park. The fountain is wonderful with all the ducks. This park has something for everyone. My only complaint are the homeless people but that is hard to control unless you want cops all around.,None
51,Georges Younes,5,2021-07-06,"Parc Lafontaine is one of the most popular urban parks in the center of Montreal. Its geographical location, not far from the Plateau du Mont Royal, ensures that it will always have a steady flow of revelers. Many families come here to …",None
52,Ved O,5,2018-07-07,"Great place to run and walk n relax. Although surrounded by busy roads, the park is peaceful n quiet. Even as a dog park. And there is a nice lake with a beautiful fountain.",None
53,Ira Sir,5,2020-07-06,I'm taking walks in La Fontaine Park almost daily. There are lots of activities too (for example Tai Chi during summer and ice skating during winter time). Lots of Bixi stations around the park. They have a lake (ducks are cute with their babies 🦆🦆). Also they have a restaurant there. A nice place to explore and enjoy. …,None
54,Panda,5,2023-06-06,"Perfect place to relax  under the sun!
🐿️🐿️ 🐿️ …",None
55,Melissa Kinney,5,2021-07-06,"Great place to walk and relax, with beautiful scenery. Enjoy a nice BBQ with your friends (bring ur own mini bbq)...you can also play volleyball, tennis and workout!",None
56,Stephanie M,5,2021-07-06,"Great park, lots of green space to bring a blanket and have a BBQ. Currently, there is construction ongoing on the amphitheatre.",None
57,Raj,5,2022-07-06,Love the park. Super chill vibe. Great for picnic and other sports activities,None
58,Suzie Ellwood,5,2022-07-06,"Lovely park to sit and read and watch the world go by. My visit inspired me to buy some better park/picnic seating, as I saw others using.  I also recommend bringing snacks, drinks and possibly some friends as well.",None
59,Gil Shapir,5,2022-10-09,"It is wonderful to get a sunny break, watching the fountain and simply relax for a while. Very spacious green place, within the city of Montreal.",None
60,Mike Long,5,2021-07-06,"The second park in town, its’ vibe is certainly different season by season, and the weather certainly plays a role in whether this place is traversable or not, but it’s good for a picnic or a walk around, and there are bathrooms that aren’t …",None
61,Andrew Davies,5,2022-07-06,"Huge park with lots to do! Volleyball, tennis, and baseball diamond permanently there. Enough space for any activity. There's even a pond, but no swimming.",None
62,Peggy Bell,5,2019-07-07,"It was so affirming to see masses of people out enjoying independant diverse activities in this beautiful urban park.   There were artists, family picnics, hammocks strung between tres, bbq grills, blankets and everyone from infants to elders.",None
63,guten morgan,5,2022-09-09,Really nice park!! Great walking trail and many benches,None
64,AshAragam2000,5,2020-07-06,Nice and calm. The early September air was crisp and rather chilly for a late summer evening. Heartening to see a lot of folks being active on a weekday. It was a bit early for the music to kick in the park else I would have hung around a bit more.,None
65,Amanda Labourot,5,2018-07-07,"Very Nice place to live by ! During spring, summer and fall they host free cultural activities such as movie screening, concert, exhibitions... there's even a theatre at the center of the park.",None
66,K. Ay,5,2022-07-06,"You can enjoy this park all year round. Spectacular view, gorgeous trees, nice playgrounds. A place to relax whenever.",None
67,Echo Striebig,5,2023-06-29,Much park. Very grass. Times good.,None
68,Maria Garcha,5,2022-07-06,"Beautiful expansive green space. Visited in the fall when the fountain was turned off. Still a great spot to people watch, sit on a bench with lunch and enjoy a bit of nature within the city.",None
69,Ricky Ng-Adam,5,2023-01-07,A classic park full of life and quiet.,None
70,Diego Rodríguez,5,2018-07-07,"For me, this is one of the most awesome park in all MTL. This is a must ! There is a book called ""La grosse femme d'à côté est en ceinte"", and they talk about the neighborhood  and how the little kids from 1945 gone here to spend their time. Very romantic ! You won't forget its charm.",None
71,Jay Chitroda,4,2021-07-06,"Beautiful park, clean and fresh air all around it. I wish there were signs in English too a little difficult as I do not speak French. Also I wish people should not smoke in the park.",None
72,Jose Perez,5,2019-07-07,"Love this place! A enough-sized green park where you can go to do whatever you want from taking the sun, have a meal with your mates or why not  play different kind of games. Lovely sunsets and  breathtaking views.",None
73,Cherry Nguyen,5,2022-07-06,"Always be my favourite park. Tennis course, dog yard, ice skating, sledding, hockey, biking, soccer, playground for kids. Lots of nice thing in this park. Not only this, you can find many nice restaurants in this area such as: dumpling, Vietnamese restaurants, Greek restaurants, indian restaurants,...",None
74,Don Robertson,4,2019-07-07,We had a good walk around this very attractive park. The only downside was the toilet facilities which were not well maintained. The lake is beautiful with plenty of seating.,None
75,MD MEHEDI ZAMAN,5,2022-07-06,Very organised park with lake. Student friendly.,None
76,Joe A,4,2020-07-06,Great place to spend some time with family. Kids will definitely enjoy this place. You could easily spend about 3 hours here provided if the weather permits.,None
77,Amin,4,2019-07-07,A beautiful and calm place to spend time with family and friends. Good place for walking. Cycling road around the pond is not good enough.,None
78,Rebeca Polo,5,2018-07-07,"Quiet and beautiful green space, it’s great to sit and relax next to the pond. Lots of people enjoying picnics in here!",None
79,Norma Lilia,5,2020-07-06,"Absolutely beautiful in the autumn season. Very picturesque, just like what you see on postcards 🍁 …",None
80,Virginia Rubio,5,2020-07-06,"A great place to go! Beautiful landscape, lots of activities. If you want hiking, jogging, relaxing, this is your place!",None
81,Ruxandra Popescu,5,2023-06-06,Nice parc. May 2023 you can see the first ducklings of the summer.,None
82,79 EDM,3,2023-01-07,"Lafontaine Park is a decent park and I like the park a lot.

It is right by downtown. …",None
83,Diana Wood,5,2022-11-08,Wonderful way to spend a beautiful fall afternoon!  Lots of areas for kids to play and if you prefer a nice walk around the ponds there's that too!  Only suggestion is that one of the kid's play areas has no benches for adults to sit. The rest of the areas have lots of benches. Odd!,None
84,Daniela Bertolucci,5,2019-07-07,"This place is great for a summer day with the family and friends. People go there to practice sports, have picnics, or just hang out in nature.",None
85,Gordon Giang,5,2022-10-09,Beautiful clean park with lots of playgrounds for kids of all ages. The city does an excellent job on maintaining the overall integrity of the playgrounds (the entire park for that matter). There are facilities for soccer and baseball as …,None
86,Edilson Sousa,5,2022-07-06,"This place is amazing, easy to get there, excellent for families, amazing experience skating ⛸️ in a frozen lake!!!",None
87,Sam H,2,2023-06-15,"Underwhelming, no nice landscaping, messy, kinda dirty with lots of cigarette butts around. The gravel path is so cheap.",None
88,CallejasV,5,2019-07-07,That park really has some views. I must confess that even after 18 months that I visited it I can't stop thinking about it. …,None
89,Lorilee E,5,2019-07-07,Beautiful park suitable for all the family. If you look closely in the pond you’ll see small crustaceans.,None
90,Maria Karam,5,2022-07-06,"Great park, so much activity, huge, beautiful, lots to do and see!",None
91,B. A.,4,2022-07-06,"A very nice park. So many activities... Sport, lake, etc.",None
92,Ryo Flying,5,2022-08-10,"I decided to explore more of where the locals go and stopped by here in the early morning. The park is wonderful with many benches to rest, many trails, and the pond that stretches from one end of the park to the other. People were out …",None
93,Bruce Robb,4,2022-07-06,"Nice park in the middle of the city, manmade lake with lots of ducks",None
94,Jeniffer Romero,5,2022-07-06,"Beautiful, pretty much clean, and amazing place to chill.",None
95,Bradley Seskin,5,2018-07-07,"Beautiful scenery, great location, lots of very friendly people. It's a great place to go and throw a frisbee, have a picnic, or play some sports",None
96,Srh Crg,5,2023-06-06,"Huge park with places to sit, have a picnic and enjoy nature",None
97,Kavea S Abhishek,5,2021-07-06,"Great park to walk, run and even sit by the lake by yourself. Really peaceful.",None
98,Nicolas Belzile,5,2020-07-06,A nice big park in the middle of the city you'll probably see duck swimming in the water.,None
99,Sj K,5,2022-11-08,"A very big and nice park, all activities are possible; biking, running etc. There is a small pond, a lots of places for a picnic and the presence of several animals. However be careful for the squirrels they can get a bit too friendly.",None
100,Rachael C (MsRachieboo),5,2017-07-07,In love with this park...its near my place so I am always walking around there or just hanging around soaking in the sun in the summer.,None
101,Primrose Fernandes,4,2019-07-07,Loved it. Something for everyone to do. Loved the different areas and the water bodies. Enjoy the ducks!,None
102,Damian Fitzgerald,5,2018-07-07,Beautiful pond with a fountain and a little waterfall. Lots of seating by the pond. One of the many beautiful parks in montreal.,None
103,Navid Farazmand,5,2021-07-06,You can feel the heart of Montreal here. There is always couple groups of people who are dancing drinking and have fun there!,None
104,Donny,5,2019-07-07,"I absolutely love this park! It's a pefect spot to bring a friend or a lover to spend some quality time together, or simply bring your book and have good time with yourself... and as part of the scenario there are trees, squirrels, people …",None
105,Naeem Jakhar,4,2022-07-06,"A lovely park in the proximity of downtown, you can not get a better one around there for jogging, walking, relaxing and making a party",None
106,Jess,5,2019-07-07,"Super nice lake summer or winter, you can easily pass half day here on the lawn with the sun.",None
107,Amaranth Sander,5,2022-07-06,"Very nice park with very clean, spacious public restrooms.",None
108,I am RLamont,5,2020-07-06,"Nice park! It was clearly a local favorite as it was bustling with people from those playing sports, picnicking, and a local festival with a stage. The only issue was not alot of parking nearby and paid parking.",None
109,Hugo Latendresse,5,2023-02-06,You can skate on the lake during the winter,None
110,DJ's Phone,5,2022-09-09,"Big park. There are lots of activities in park during the summer. Free concert shows for example. Activities for kids. Great place for group picnic. Lots of tree around, so it's easy to find a cool spot in the shade and not to worry about sunburn. 😎 …",None
111,Hirenkumar Patel,5,2020-07-06,Beautiful place. Be relax and take deep breath. Enjoy the natural beauty.,None
112,Dániel Karóczkai,5,2020-07-06,"Very nice park, you can easily spend 1-2 hours just walking around. If you get hungry grab a poutine at the corner.",None
113,EXOTIC,5,2022-07-06,"massive park! so beautiful, well kept, lots of animals. really nice.",None
114,Jason Lipskaia,5,2021-07-06,"Awesome Park, Very Well Designed and Well Maintained!!",None
115,Rini Ravindran,5,2021-07-06,Very pretty. Lots of green space for picnic and walking/biking paths. We usually pick up food from one of the many nearby restaurants and enjoy in the park.,None
116,Mario Landreville,4,2020-07-06,Nice park to visit. You have a small restaurant in the middle of the park. You have a wonderful view to the small lake. I recommend.,None
117,Cali,5,2021-07-06,"Beautiful park! Great for dog walking with a fenced dog park.  Also great for watching squirrels mess with dudes belongings, while they try to tan.",None
118,Sam “montrealsam” Totah,5,2020-07-06,You can not have a better natural habitat accessible within the city! Large area. Velo permitted. Children paradise. A small kingdom for ecureils including a few rare white ones. At times music players!  A view on the artificial water …,None
119,ido Tal,5,2020-07-06,So relaxing place quite place clean Park You have a lot of attraction to do I love this place! 😍🤩 …,None
120,Olga Mikhalchuck,5,2021-07-06,Great park! It's possible to do skating in winter there.,None
121,Adebimpe Adekola,5,2019-07-07,"Parc la Fontaine is a very beautiful park to be at. Extremely big with the beauty of the snow and lots and lots of people enjoying the skating rink. Was a nice way to spend Valentine day despite the espace was closed.
Had an extremely nice time here",None
122,Steven Bjerke,5,2022-12-08,"Probably one of the nicest parks in the city. Would never think you were minutes away from downtown. Only downside is they drained the two lakes, not sure why, but have been empty for two years now. Lots of weeds and cattails taking over…",None
123,Reza Esmaeili,5,2021-07-06,"The place is calm and when the sun comes up, it is magnificent.",None
124,Mia,5,2020-07-06,"Beautiful natural park around a small lake. Great place for my runs, places to sit, open fields where I saw people doing Tai Chi, martial arts, aerobics and other things. Volleyball courts, tennis courts, and more.",None
125,NESTVILLE,5,2023-03-08,Nice place to hangout with friends and family outdoor gatherings and game play.Lively place to be all summer,None
126,Jaime B,2,2022-11-08,"Went yesterday Sunday Oct 23, Parc looks very neglected. Lagoon almost water empty and dirty. I’ve seen a better park in the past. Toilettes renovated but no free drinking water. One Vandalized toilette paper in one of male toilettes.",None
127,Lashan Ranasinghe,5,2019-07-07,"Best park in Montreal! Really big with a ton of stuff to do, a beautiful lake, a lot of picnic tables and the like to have a BBQ. It's lovely.",None
128,Denis (CC Footage Central),5,2017-07-07,This is one of the best parks in the city. Amazing place to spend time surrounded by nature and beauty.,None
129,Andrea Zdyb,5,2019-07-07,"Bring a blanket, wine and your favorite meal to spend a lazy afternoon by the water, keeping cool under the trees in summer or  take in the gorgeous autumn colors during sweater-wearing season in the Fall. Huge park to leisurly stroll along the paths and you can even stop and play a bit of petanque if the mood fits ;)",None
130,Nicole Smith,5,2022-08-10,My favourite park in this part of Montreal. So peaceful.,None
131,Jacquelyn D'Eall Sundberg,5,2022-10-09,"Kids play structures for all ages, bathrooms that are clean, a pond to explore, and a brand new ropes-course style play structure for kids 5-12 ish, this park is a favourite. Another highlight is the bike education mini course where you can …",None
132,João Manguino,5,2019-07-07,"It is among my favorite parks in Montreal. It is beautiful, urban, with great views and nature and has a nice bistro. A must go in a sunny day in Montreal!",None
133,Rich G,4,2022-09-09,Spacious and full of life and happiness. Even comes with your own pets.,None
134,Nermine Saad,5,2021-07-06,This parc is magical whether you go during day or night it’s beautiful,None
135,Mitchell Stuart Gilroy,5,2021-07-06,"Ice skating on the pond is great!
The rental shop is closed for lockdown - but the ice is still maintained regularly.",None
136,Intentional Travelers,5,2022-11-08,"We love all the parks across Montreal, and this one is especially grand as well as central to the lovely Plateau-Mont-Royal neighborhood. …",None
137,Marika Simón,5,2021-07-06,One of the most beautiful parks in the city. Great outdoor space.,None
138,José Luis Baraona,5,2020-07-06,"Perfect place where you can pass a great timea after a hard day of work, solo or with friends",None
139,Reachill Franche,5,2021-07-06,Awesome place! One of the Best Park in Montréal😍 …,None
140,Anudruth Manjunath,5,2020-07-06,Nice place to relax.  Maybe sit by the water and read a book or listen to music...... meet friends and relax on the grass. Great place for it all,None
141,Alex,5,2022-07-06,"Beautiful park and a must to checkout! It is peaceful, relaxing and a place for a nice walk around the pond!",None
142,Emily Ou,5,2019-07-07,"A great place for you to relax in and just chill. We went there and lay on the grass by the water to look up at the blue sky, the maple trees, and enjoy the breezes. We even saw a white squarrel! …",None
143,smallwang,5,2022-07-06,A park bustling with life. Recommended place for rest in the weekends,None
144,Marvin Theodore,5,2020-07-06,Every angle of this place looks good. It should be easy to get into a positive vibe here with such a nice view.,None
145,Sanga Khiangte,5,2020-07-06,"A beautiful park to jog, have a picinic, relax and read books.",None
146,Jayashree,4,2022-11-08,"A beautiful park in the middle of city. The lake part can be taken care of to boost the beauty of this park. Otherwise, it's an amazing park to spend some leisure time or for a walk.",None
147,Simon Sunatori,4,2022-10-09,"This is a fabulous park.  Wonderful spot for picnic.  BBQ is said to be possible, but I have not tried yet.  Amazingly, outdoor Wi-Fi exists, and it works reasonably well in certain areas of the park.  Thank you Ville de Montreal for such amenity.",None
148,Felix-Antoine Rollin,3,2021-07-06,"Structures are old and not maintained very well,  and looks like they only clean it weekdays as trash everywhere and trash cans overfill  ..",None
149,Shyamchand M,5,2021-07-06,"Great park, bike , walk , unwind after a tough day. Anything is possible.",None
150,Akarshan Singh,5,2017-07-07,Great place if you wanna relax by the water/meditate or just run and exercise on the stairs and you can bring your dog too.,None
151,Toni Sterling,5,2023-06-22,Very nice and lively park!,None
152,iNinjutsu,5,2022-07-06,"One of the most beautiful park in Montreal, is surrounded by awesome restaurants as well, a must!",None
153,Chelsea Allen,5,2022-11-08,This is a massive green spot to come relax in. Many trees. I've never gotten to see the lake filled with water yet but hope to some day. Probably would be lovely.,None
154,Aline Lb,1,2023-06-06,"Crowded with people, i wanted to observe nature but u cant.",None
155,Johanna Carolina Vega Sequeda,5,2020-07-06,This Park is big with a beautiful landscape. People can sit around the Lake and relax,None
156,Christian Riquelme,5,2019-07-07,"Surely one of the most pleasant parks in Montreal. Enjoy a light stroll around the water, sit in the lawn to read a book or stop by to eat a delicious poutine from nearby Banquise",None
157,Torogi on the Move,4,2022-07-06,A good place for jogging and walking. For nature lover.,None
158,Vanessa L,5,2021-07-06,Beautiful park with lots of trails and seating areas!,None
159,Quinn Barnes,4,2023-05-07,Great park. Needs more garbages.,None
160,Julian Worker,4,2022-10-09,This is a lovely park with a large pond in it with trees hanging over the water's edge in places. There is also a proper cafe / restaurant selling a good selection of items.,None
161,Rose-Mary Chamoun,5,2019-07-07,Amazing place to have good time with family and kids. It s so quiet,None
162,MrsWayfarer,4,2020-07-06,"Serene, quiet park with a big pond. Had fun watching ducks, crows chasing squirrels.",None
163,Paul Thibeault,5,2019-07-07,Once i met a an old guy in a wheel chair and he was a really cool guy... but then i met this other guy in a wheel chair who was also a really cool dude... so i decided to get the 2guys together and see if we could meet up in the park... good times,None
164,Andrea Munin,5,2022-08-10,The perfect spot for a picnic.,None
165,douglas roberts,5,2022-11-08,Lovely park for a relaxing stroll.,None
166,Vishwak Ravi,5,2023-06-15,A calm place. Don't miss the duck pond!,None
167,Bryan Labchuk,5,2019-07-07,"Lovely park, never too crowded even on the nicest days. Don't forget to watch for people when you're cycling though.",None
168,Colyn Steele,4,2018-07-07,"Beautiful park, but being the biggest park in one of the densest neighbourhoods in the country, it needs some TLC. Looking forward to the amphitheater opening back up, and maybe some repaving? Guys?",None
169,Shannon Barbella Mahmud,5,2019-07-07,"I love this place just for go, take a sit and relax. It's beautiful!",None
170,Goldtong,3,2019-07-07,"It was alright, but I come from out of country and am use to many more parks and water fronts. Although this park was a neat little place, it wasn't what I was looking for.",None
171,Buki,5,2023-06-06,Perfect place for a nice picnic 🧺 …,None
172,moonky plata,5,2018-07-07,"Great for picnics and to have a good time with family, friends or just by yourself",None
173,Diep Jln,5,2019-07-07,"Nice place to stay at night :)
The ice looks good, have to get there with some stuff to ice skate :)",None
174,Timeto (to),5,2020-07-06,Great park! Fantastic atmosphere,None
175,Jessica Kim,5,2018-07-07,"A beautiful park in the middle of the Plateau. Large enough for your morning runs, it's a great place to picnic, practice yoga or read on your own.",None
176,Heather Shimmin,5,2018-07-07,Lovely place to bring a picnic and a bottle of vino on a summer afternoon. Quiet and romantic. Great date location.,None
177,Kunal Garje,5,2020-07-06,"The place I called a second home for me. Such a wonderful park in the middle of the city to run, play sports, just hang out with friends and relax. I love this place :)",None
178,Jeffrey Co,3,2019-07-07,Not a good time to visit this park. Trees are bare and pond has just a little water in it. Probably would look better during summer.,None
179,Jamie Carr,5,2022-07-06,Beautiful park on a sunny Autumnal afternoon 🍁 …,None
180,Sarah O,4,2023-06-06,This is a nice park to stroll around.,None
181,Marius Sherba,5,2020-07-06,Great urban oasis. Bring a sandwich and a beverage and watch ducks play in the pond or squirrels scurrying around.,None
182,Flavio,5,2017-07-07,Very cool place for walking and relax in a sunny sunday...,None
183,Lou Pel,5,2019-07-07,One of the best park in Montreal with a european touch,None
184,Meynard Cacho,5,2022-07-06,"Really nice park with activities. Saw snowboarders doing tricks down the stairs, cross country skiers are all around as they are paths, and of course the pond. You can rent skates at the pond for about $12 for the day as long as you give them a piece of ID to hold on to. The ice was pretty good for being an outdoor pond.",None
185,Lsdominguez,5,2022-11-08,Excellent place to visit all seasons with friends or family. My favourite season to visit Parc La Fontaine is Fall. …,None
186,Veronica Martinez,5,2022-07-06,Decent size dog park would be nice if there was a fountain for drinking water. But the park itself is really nice and a nice place for picnics and to enjoy summer days!,None
187,Alexandre Emery,5,2023-06-06,Great to take a walk and chill all day,None
188,Guillermo Castellanos,5,2017-07-07,Great place to take some creative pictures,None
189,Laís Lopes,5,2020-07-06,"That place is phenomenal, very good to ride a bike and also to go  for a slow walk.",None
190,Priscilla Rosa Paz,4,2018-07-07,If you would like a place to relax just go there!,None
191,Sekhmet Design (SekhmetDesign),4,2022-09-09,"Always a chill and big park, lots of places to sit down with friends, and still have a decent amount of separation with other groups, it's really perfect for privacy and respect.",None
192,Nick W,5,2021-07-06,"One of my favorite places in Montreal is this park. It's a great place to kick back and relax in the summer, or a beautiful stroll in the fall to take in all the colors. For those not from Montreal, it has a very strong park culture, in the …",None
193,Antas Jain,5,2023-06-15,Great place to just sit and chill.,None
194,Mehdi Merai,5,2021-07-06,"Very cool place in the middle of the eastern side of Montreal downtown. In General, it’s very busy. In the winter, there’s a nice ice rink to try.",None
195,Joshua De Serres,5,2022-07-06,"My favourite park in the city. It’s nice to have a large green space right next to downtown. There is a nice lake, large trees, walking paths, sport and game fields, restaurant/bar. Durning the warmer months there will be plenty of people having snacks and drinks in the park, it’s a great vibe.",None
196,Tareq Tayeh,5,2018-07-07,A breathtaking park filled with all kinds of nature!,None
